date,weightclass,fighter,rank
2013-03-18,Middleweight,Vitor Belfort,2
2013-03-18,Middleweight,Yushin Okami,3
2013-03-18,Middleweight,Michael Bisping,4
2013-03-18,Middleweight,Costas Philippou,5
2013-03-18,Middleweight,Luke Rockhold,6
2013-03-18,Middleweight,Mark Munoz,7
2013-03-18,Middleweight,Chael Sonnen,8
2013-03-18,Middleweight,Ronaldo Souza,9
2013-03-18,Middleweight,Alan Belcher,10
2013-03-18,Light Heavyweight,Jon Jones,0
2013-03-18,Light Heavyweight,Lyoto Machida,1
2013-03-18,Light Heavyweight,Alexander Gustafsson,2
2013-03-18,Light Heavyweight,Dan Henderson,3
2013-03-18,Light Heavyweight,Glover Teixeira,4
2013-03-18,Light Heavyweight,Rogerio Nogueira,5
2013-03-18,Light Heavyweight,Mauricio Rua,6
2013-03-18,Light Heavyweight,Rashad Evans,7
2013-03-18,Light Heavyweight,Phil Davis,8
2013-03-18,Light Heavyweight,Ryan Bader,9
2013-03-18,Light Heavyweight,Gegard Mousasi,10
2013-03-18,Heavyweight,Cain Velasquez,0
2013-03-18,Heavyweight,Junior Dos Santos,1
2013-03-18,Heavyweight,Fabricio Werdum,2
2013-03-18,Heavyweight,Daniel Cormier,3
2013-03-18,Heavyweight,Antonio Silva,4
2013-03-18,Heavyweight,Frank Mir,5
2013-03-18,Heavyweight,Alistair Overeem,6
2013-03-18,Heavyweight,Minotauro Nogueira,7
2013-03-18,Heavyweight,Roy Nelson,8
2013-03-18,Heavyweight,Mark Hunt,9
2013-03-18,Heavyweight,Stefan Struve,10
2013-03-18,Women's Bantamweight,Ronda Rousey,0
2013-03-18,Women's Bantamweight,Miesha Tate,1
2013-03-18,Women's Bantamweight,Sarah Kaufman,2
2013-03-18,Women's Bantamweight,Liz Carmouche,3
2013-03-18,Women's Bantamweight,Cat Zingano,4
2013-03-18,Women's Bantamweight,Alexis Davis,5
2013-03-18,Women's Bantamweight,Sara McMann,6
2013-03-18,Women's Bantamweight,Amanda Nunes,7
2013-03-18,Women's Bantamweight,Julie Kedzie,8
2013-03-18,Women's Bantamweight,Germaine de Randamie,9
2013-03-18,Women's Bantamweight,Sheila Gaff,10
2013-04-08,Pound-for-Pound,Anderson Silva,1
2013-04-08,Pound-for-Pound,Jon Jones,2
2013-04-08,Pound-for-Pound,Georges St-Pierre,3
2013-04-08,Pound-for-Pound,Jose Aldo,4
2013-04-08,Pound-for-Pound,Benson Henderson,5
2013-04-08,Pound-for-Pound,Cain Velasquez,6
2013-04-08,Pound-for-Pound,Demetrious Johnson,7
2013-04-08,Pound-for-Pound,Renan Barao,8
2013-04-08,Pound-for-Pound,Dominick Cruz,9
2013-04-08,Pound-for-Pound,Frankie Edgar,10
2013-04-08,Flyweight,Demetrious Johnson,0
2013-04-08,Flyweight,Joseph Benavidez,1
2013-04-08,Flyweight,John Dodson,2
2013-04-08,Flyweight,Ian McCall,3
2013-04-08,Flyweight,John Moraga,4
2013-04-08,Flyweight,Jussier Formiga,5
2013-04-08,Flyweight,Louis Gaudinot,6
2013-04-08,Flyweight,Chris Cariaso,7
2013-04-08,Flyweight,Darren Uyenoyama,8
2013-04-08,Flyweight,John Lineker,9
2013-04-08,Flyweight,Tim Elliott,10
2013-04-08,Bantamweight,Dominick Cruz,0
2013-04-08,Bantamweight,Renan Barao,1
2013-04-08,Bantamweight,Urijah Faber,2
2013-04-08,Bantamweight,Michael McDonald,3
2013-04-08,Bantamweight,Eddie Wineland,4
2013-04-08,Bantamweight,Brad Pickett,5
2013-04-08,Bantamweight,Raphael Assuncao,6
2013-04-08,Bantamweight,Scott Jorgensen,7
2013-04-08,Bantamweight,Brian Bowles,8
2013-04-08,Bantamweight,Mike Easton,9
2013-04-08,Bantamweight,Ivan Menjivar,10
2013-04-08,Featherweight,Jose Aldo,0
2013-04-08,Featherweight,Chad Mendes,1
2013-04-08,Featherweight,Ricardo Lamas,2
2013-04-08,Featherweight,Frankie Edgar,3
2013-04-08,Featherweight,Chan Sung Jung,4
2013-04-08,Featherweight,Cub Swanson,5
2013-04-08,Featherweight,Dennis Siver,6
2013-04-08,Featherweight,Dustin Poirier,7
2013-04-08,Featherweight,Clay Guida,8
2013-04-08,Featherweight,Nik Lentz,9
2013-04-08,Featherweight,Erik Koch,10
2013-04-08,Lightweight,Benson Henderson,0
2013-04-08,Lightweight,Gilbert Melendez,1
2013-04-08,Lightweight,Anthony Pettis,2
2013-04-08,Lightweight,Gray Maynard,3
2013-04-08,Lightweight,Nate Diaz,4
2013-04-08,Lightweight,Jim Miller,5
2013-04-08,Lightweight,Donald Cerrone,6
2013-04-08,Lightweight,TJ Grant,7
2013-04-08,Lightweight,Rafael Dos Anjos,8
2013-04-08,Lightweight,Khabib Nurmagomedov,9
2013-04-08,Lightweight,Joe Lauzon,10
2013-04-08,Welterweight,Georges St-Pierre,0
2013-04-08,Welterweight,Johny Hendricks,1
2013-04-08,Welterweight,Carlos Condit,2
2013-04-08,Welterweight,Rory MacDonald,3
2013-04-08,Welterweight,Jake Ellenberger,4
2013-04-08,Welterweight,Demian Maia,5
2013-04-08,Welterweight,Nick Diaz,6
2013-04-08,Welterweight,Martin Kampmann,7
2013-04-08,Welterweight,Tarec Saffiedine,8
2013-04-08,Welterweight,Robbie Lawler,9
2013-04-08,Welterweight,Josh Koscheck,10
2013-04-08,Middleweight,Anderson Silva,0
2013-04-08,Middleweight,Chris Weidman,1
2013-04-08,Middleweight,Vitor Belfort,2
2013-04-08,Middleweight,Yushin Okami,3
2013-04-08,Middleweight,Michael Bisping,4
2013-04-08,Middleweight,Luke Rockhold,5
2013-04-08,Middleweight,Costas Philippou,6
2013-04-08,Middleweight,Mark Munoz,7
2013-04-08,Middleweight,Ronaldo Souza,8
2013-04-08,Middleweight,Chael Sonnen,9
2013-04-08,Middleweight,Alan Belcher,10
2013-04-08,Light Heavyweight,Jon Jones,0
2013-04-08,Light Heavyweight,Lyoto Machida,1
2013-04-08,Light Heavyweight,Alexander Gustafsson,2
2013-04-08,Light Heavyweight,Dan Henderson,3
2013-04-08,Light Heavyweight,Glover Teixeira,4
2013-04-08,Light Heavyweight,Rogerio Nogueira,5
2013-04-08,Light Heavyweight,Rashad Evans,6
2013-04-08,Light Heavyweight,Mauricio Rua,7
2013-04-08,Light Heavyweight,Phil Davis,8
2013-04-08,Light Heavyweight,Ryan Bader,9
2013-04-08,Light Heavyweight,Gegard Mousasi,10
2013-04-08,Heavyweight,Cain Velasquez,0
2013-04-08,Heavyweight,Junior Dos Santos,1
2013-04-08,Heavyweight,Fabricio Werdum,2
2013-04-08,Heavyweight,Daniel Cormier,3
2013-04-08,Heavyweight,Antonio Silva,4
2013-04-08,Heavyweight,Alistair Overeem,5
2013-04-08,Heavyweight,Frank Mir,6
2013-04-08,Heavyweight,Roy Nelson,7
2013-04-08,Heavyweight,Minotauro Nogueira,8
2013-04-08,Heavyweight,Mark Hunt,9
2013-04-08,Heavyweight,Stefan Struve,10
2013-04-08,Women's Bantamweight,Ronda Rousey,0
2013-04-08,Women's Bantamweight,Miesha Tate,1
2013-04-08,Women's Bantamweight,Sarah Kaufman,2
2013-04-08,Women's Bantamweight,Liz Carmouche,3
2013-04-08,Women's Bantamweight,Cat Zingano,4
2013-04-08,Women's Bantamweight,Alexis Davis,5
2013-04-08,Women's Bantamweight,Sara McMann,6
2013-04-08,Women's Bantamweight,Amanda Nunes,7
2013-04-08,Women's Bantamweight,Julie Kedzie,8
2013-04-08,Women's Bantamweight,Germaine de Randamie,9
2013-04-08,Women's Bantamweight,Sheila Gaff,10
2013-04-15,Pound-for-Pound,Anderson Silva,1
2013-04-15,Pound-for-Pound,Jon Jones,2
2013-04-15,Pound-for-Pound,Georges St-Pierre,3
2013-04-15,Pound-for-Pound,Jose Aldo,4
2013-04-15,Pound-for-Pound,Benson Henderson,5
2013-04-15,Pound-for-Pound,Cain Velasquez,6
2013-04-15,Pound-for-Pound,Demetrious Johnson,7
2013-04-15,Pound-for-Pound,Renan Barao,8
2013-04-15,Pound-for-Pound,Dominick Cruz,9
2013-04-15,Pound-for-Pound,Frankie Edgar,10
2013-04-15,Flyweight,Demetrious Johnson,0
2013-04-15,Flyweight,Joseph Benavidez,1
2013-04-15,Flyweight,John Dodson,2
2013-04-15,Flyweight,Ian McCall,3
2013-04-15,Flyweight,John Moraga,4
2013-04-15,Flyweight,Jussier Formiga,5
2013-04-15,Flyweight,Louis Gaudinot,6
2013-04-15,Flyweight,Chris Cariaso,7
2013-04-15,Flyweight,Darren Uyenoyama,8
2013-04-15,Flyweight,John Lineker,9
2013-04-15,Flyweight,Tim Elliott,10
2013-04-15,Bantamweight,Dominick Cruz,0
2013-04-15,Bantamweight,Renan Barao,1
2013-04-15,Bantamweight,Urijah Faber,2
2013-04-15,Bantamweight,Michael McDonald,3
2013-04-15,Bantamweight,Eddie Wineland,4
2013-04-15,Bantamweight,Brad Pickett,5
2013-04-15,Bantamweight,Raphael Assuncao,6
2013-04-15,Bantamweight,Scott Jorgensen,7
2013-04-15,Bantamweight,Brian Bowles,8
2013-04-15,Bantamweight,Mike Easton,9
2013-04-15,Bantamweight,Ivan Menjivar,10
2013-04-15,Featherweight,Jose Aldo,0
2013-04-15,Featherweight,Chad Mendes,1
2013-04-15,Featherweight,Ricardo Lamas,2
2013-04-15,Featherweight,Frankie Edgar,3
2013-04-15,Featherweight,Chan Sung Jung,4
2013-04-15,Featherweight,Cub Swanson,5
2013-04-15,Featherweight,Dennis Siver,6
2013-04-15,Featherweight,Dustin Poirier,7
2013-04-15,Featherweight,Clay Guida,8
2013-04-15,Featherweight,Erik Koch,9
2013-04-15,Featherweight,Nik Lentz,10
2013-04-15,Lightweight,Benson Henderson,0
2013-04-15,Lightweight,Gilbert Melendez,1
2013-04-15,Lightweight,Anthony Pettis,2
2013-04-15,Lightweight,Gray Maynard,3
2013-04-15,Lightweight,Nate Diaz,4
2013-04-15,Lightweight,Jim Miller,5
2013-04-15,Lightweight,Donald Cerrone,6
2013-04-15,Lightweight,TJ Grant,7
2013-04-15,Lightweight,Rafael Dos Anjos,8
2013-04-15,Lightweight,Khabib Nurmagomedov,9
2013-04-15,Lightweight,Joe Lauzon,10
2013-04-15,Welterweight,Georges St-Pierre,0
2013-04-15,Welterweight,Johny Hendricks,1
2013-04-15,Welterweight,Carlos Condit,2
2013-04-15,Welterweight,Rory MacDonald,3
2013-04-15,Welterweight,Jake Ellenberger,4
2013-04-15,Welterweight,Demian Maia,5
2013-04-15,Welterweight,Nick Diaz,6
2013-04-15,Welterweight,Martin Kampmann,7
2013-04-15,Welterweight,Tarec Saffiedine,8
2013-04-15,Welterweight,Robbie Lawler,9
2013-04-15,Welterweight,Josh Koscheck,10
2013-04-15,Middleweight,Anderson Silva,0
2013-04-15,Middleweight,Chris Weidman,1
2013-04-15,Middleweight,Vitor Belfort,2
2013-04-15,Middleweight,Yushin Okami,3
2013-04-15,Middleweight,Michael Bisping,4
2013-04-15,Middleweight,Luke Rockhold,5
2013-04-15,Middleweight,Costas Philippou,6
2013-04-15,Middleweight,Mark Munoz,7
2013-04-15,Middleweight,Ronaldo Souza,8
2013-04-15,Middleweight,Chael Sonnen,9
2013-04-15,Middleweight,Alan Belcher,10
2013-04-15,Light Heavyweight,Jon Jones,0
2013-04-15,Light Heavyweight,Lyoto Machida,1
2013-04-15,Light Heavyweight,Alexander Gustafsson,2
2013-04-15,Light Heavyweight,Dan Henderson,3
2013-04-15,Light Heavyweight,Glover Teixeira,4
2013-04-15,Light Heavyweight,Rogerio Nogueira,5
2013-04-15,Light Heavyweight,Rashad Evans,6
2013-04-15,Light Heavyweight,Mauricio Rua,7
2013-04-15,Light Heavyweight,Phil Davis,8
2013-04-15,Light Heavyweight,Gegard Mousasi,9
2013-04-15,Light Heavyweight,Ryan Bader,10
2013-04-15,Heavyweight,Cain Velasquez,0
2013-04-15,Heavyweight,Junior Dos Santos,1
2013-04-15,Heavyweight,Fabricio Werdum,2
2013-04-15,Heavyweight,Daniel Cormier,3
2013-04-15,Heavyweight,Antonio Silva,4
2013-04-15,Heavyweight,Alistair Overeem,5
2013-04-15,Heavyweight,Frank Mir,6
2013-04-15,Heavyweight,Roy Nelson,7
2013-04-15,Heavyweight,Minotauro Nogueira,8
2013-04-15,Heavyweight,Mark Hunt,9
2013-04-15,Heavyweight,Stefan Struve,10
2013-04-15,Heavyweight,Travis Browne,10
2013-04-15,Women's Bantamweight,Ronda Rousey,0
2013-04-15,Women's Bantamweight,Cat Zingano,1
2013-04-15,Women's Bantamweight,Sarah Kaufman,2
2013-04-15,Women's Bantamweight,Miesha Tate,3
2013-04-15,Women's Bantamweight,Liz Carmouche,4
2013-04-15,Women's Bantamweight,Alexis Davis,5
2013-04-15,Women's Bantamweight,Sara McMann,6
2013-04-15,Women's Bantamweight,Amanda Nunes,7
2013-04-15,Women's Bantamweight,Julie Kedzie,8
2013-04-15,Women's Bantamweight,Sheila Gaff,9
2013-04-15,Women's Bantamweight,Germaine de Randamie,10
2013-04-22,Pound-for-Pound,Anderson Silva,1
2013-04-22,Pound-for-Pound,Jon Jones,2
2013-04-22,Pound-for-Pound,Georges St-Pierre,3
2013-04-22,Pound-for-Pound,Jose Aldo,4
2013-04-22,Pound-for-Pound,Benson Henderson,5
2013-04-22,Pound-for-Pound,Cain Velasquez,6
2013-04-22,Pound-for-Pound,Demetrious Johnson,7
2013-04-22,Pound-for-Pound,Renan Barao,8
2013-04-22,Pound-for-Pound,Dominick Cruz,9
2013-04-22,Pound-for-Pound,Frankie Edgar,10
2013-04-22,Flyweight,Demetrious Johnson,0
2013-04-22,Flyweight,Joseph Benavidez,1
2013-04-22,Flyweight,John Dodson,2
2013-04-22,Flyweight,Ian McCall,3
2013-04-22,Flyweight,John Moraga,4
2013-04-22,Flyweight,Jussier Formiga,5
2013-04-22,Flyweight,Louis Gaudinot,6
2013-04-22,Flyweight,Chris Cariaso,7
2013-04-22,Flyweight,John Lineker,8
2013-04-22,Flyweight,Darren Uyenoyama,9
2013-04-22,Flyweight,Tim Elliott,10
2013-04-22,Bantamweight,Dominick Cruz,0
2013-04-22,Bantamweight,Renan Barao,1
2013-04-22,Bantamweight,Urijah Faber,2
2013-04-22,Bantamweight,Michael McDonald,3
2013-04-22,Bantamweight,Eddie Wineland,4
2013-04-22,Bantamweight,Brad Pickett,5
2013-04-22,Bantamweight,Raphael Assuncao,6
2013-04-22,Bantamweight,Scott Jorgensen,7
2013-04-22,Bantamweight,Brian Bowles,8
2013-04-22,Bantamweight,Mike Easton,9
2013-04-22,Bantamweight,Ivan Menjivar,10
2013-04-22,Featherweight,Jose Aldo,0
2013-04-22,Featherweight,Chad Mendes,1
2013-04-22,Featherweight,Ricardo Lamas,2
2013-04-22,Featherweight,Frankie Edgar,3
2013-04-22,Featherweight,Chan Sung Jung,4
2013-04-22,Featherweight,Cub Swanson,5
2013-04-22,Featherweight,Dennis Siver,6
2013-04-22,Featherweight,Dustin Poirier,7
2013-04-22,Featherweight,Clay Guida,8
2013-04-22,Featherweight,Erik Koch,9
2013-04-22,Featherweight,Nik Lentz,10
2013-04-22,Lightweight,Benson Henderson,0
2013-04-22,Lightweight,Gilbert Melendez,1
2013-04-22,Lightweight,Anthony Pettis,2
2013-04-22,Lightweight,Gray Maynard,3
2013-04-22,Lightweight,Jim Miller,4
2013-04-22,Lightweight,Donald Cerrone,5
2013-04-22,Lightweight,Nate Diaz,6
2013-04-22,Lightweight,TJ Grant,7
2013-04-22,Lightweight,Josh Thomson,8
2013-04-22,Lightweight,Rafael Dos Anjos,9
2013-04-22,Lightweight,Khabib Nurmagomedov,10
2013-04-22,Welterweight,Georges St-Pierre,0
2013-04-22,Welterweight,Johny Hendricks,1
2013-04-22,Welterweight,Carlos Condit,2
2013-04-22,Welterweight,Rory MacDonald,3
2013-04-22,Welterweight,Jake Ellenberger,4
2013-04-22,Welterweight,Demian Maia,5
2013-04-22,Welterweight,Nick Diaz,6
2013-04-22,Welterweight,Martin Kampmann,7
2013-04-22,Welterweight,Tarec Saffiedine,8
2013-04-22,Welterweight,Robbie Lawler,9
2013-04-22,Welterweight,Josh Koscheck,10
2013-04-22,Middleweight,Anderson Silva,0
2013-04-22,Middleweight,Chris Weidman,1
2013-04-22,Middleweight,Vitor Belfort,2
2013-04-22,Middleweight,Yushin Okami,3
2013-04-22,Middleweight,Michael Bisping,4
2013-04-22,Middleweight,Luke Rockhold,5
2013-04-22,Middleweight,Costas Philippou,6
2013-04-22,Middleweight,Mark Munoz,7
2013-04-22,Middleweight,Ronaldo Souza,8
2013-04-22,Middleweight,Chael Sonnen,9
2013-04-22,Middleweight,Alan Belcher,10
2013-04-22,Light Heavyweight,Jon Jones,0
2013-04-22,Light Heavyweight,Lyoto Machida,1
2013-04-22,Light Heavyweight,Alexander Gustafsson,2
2013-04-22,Light Heavyweight,Dan Henderson,3
2013-04-22,Light Heavyweight,Glover Teixeira,4
2013-04-22,Light Heavyweight,Rogerio Nogueira,5
2013-04-22,Light Heavyweight,Rashad Evans,6
2013-04-22,Light Heavyweight,Mauricio Rua,7
2013-04-22,Light Heavyweight,Phil Davis,8
2013-04-22,Light Heavyweight,Gegard Mousasi,9
2013-04-22,Light Heavyweight,Ryan Bader,10
2013-04-22,Heavyweight,Cain Velasquez,0
2013-04-22,Heavyweight,Junior Dos Santos,1
2013-04-22,Heavyweight,Daniel Cormier,2
2013-04-22,Heavyweight,Fabricio Werdum,3
2013-04-22,Heavyweight,Antonio Silva,4
2013-04-22,Heavyweight,Alistair Overeem,5
2013-04-22,Heavyweight,Roy Nelson,6
2013-04-22,Heavyweight,Frank Mir,7
2013-04-22,Heavyweight,Minotauro Nogueira,8
2013-04-22,Heavyweight,Mark Hunt,9
2013-04-22,Heavyweight,Travis Browne,10
2013-04-22,Women's Bantamweight,Ronda Rousey,0
2013-04-22,Women's Bantamweight,Cat Zingano,1
2013-04-22,Women's Bantamweight,Sarah Kaufman,2
2013-04-22,Women's Bantamweight,Miesha Tate,3
2013-04-22,Women's Bantamweight,Liz Carmouche,4
2013-04-22,Women's Bantamweight,Alexis Davis,5
2013-04-22,Women's Bantamweight,Sara McMann,6
2013-04-22,Women's Bantamweight,Amanda Nunes,7
2013-04-22,Women's Bantamweight,Julie Kedzie,8
2013-04-22,Women's Bantamweight,Sheila Gaff,9
2013-04-22,Women's Bantamweight,Germaine de Randamie,10
2013-04-29,Pound-for-Pound,Anderson Silva,1
2013-04-29,Pound-for-Pound,Jon Jones,2
2013-04-29,Pound-for-Pound,Georges St-Pierre,3
2013-04-29,Pound-for-Pound,Jose Aldo,4
2013-04-29,Pound-for-Pound,Benson Henderson,5
2013-04-29,Pound-for-Pound,Cain Velasquez,6
2013-04-29,Pound-for-Pound,Demetrious Johnson,7
2013-04-29,Pound-for-Pound,Renan Barao,8
2013-04-29,Pound-for-Pound,Dominick Cruz,9
2013-04-29,Pound-for-Pound,Frankie Edgar,10
2013-04-29,Flyweight,Demetrious Johnson,0
2013-04-29,Flyweight,Joseph Benavidez,1
2013-04-29,Flyweight,John Dodson,2
2013-04-29,Flyweight,Ian McCall,3
2013-04-29,Flyweight,John Moraga,4
2013-04-29,Flyweight,Jussier Formiga,5
2013-04-29,Flyweight,Louis Gaudinot,6
2013-04-29,Flyweight,Chris Cariaso,7
2013-04-29,Flyweight,John Lineker,8
2013-04-29,Flyweight,Darren Uyenoyama,9
2013-04-29,Flyweight,Tim Elliott,10
2013-04-29,Bantamweight,Dominick Cruz,0
2013-04-29,Bantamweight,Renan Barao,1
2013-04-29,Bantamweight,Urijah Faber,2
2013-04-29,Bantamweight,Michael McDonald,3
2013-04-29,Bantamweight,Eddie Wineland,4
2013-04-29,Bantamweight,Brad Pickett,5
2013-04-29,Bantamweight,Raphael Assuncao,6
2013-04-29,Bantamweight,Scott Jorgensen,7
2013-04-29,Bantamweight,Brian Bowles,8
2013-04-29,Bantamweight,Mike Easton,9
2013-04-29,Bantamweight,Ivan Menjivar,10
2013-04-29,Featherweight,Jose Aldo,0
2013-04-29,Featherweight,Chad Mendes,1
2013-04-29,Featherweight,Ricardo Lamas,2
2013-04-29,Featherweight,Frankie Edgar,3
2013-04-29,Featherweight,Chan Sung Jung,4
2013-04-29,Featherweight,Cub Swanson,5
2013-04-29,Featherweight,Dennis Siver,6
2013-04-29,Featherweight,Dustin Poirier,7
2013-04-29,Featherweight,Clay Guida,8
2013-04-29,Featherweight,Erik Koch,9
2013-04-29,Featherweight,Nik Lentz,10
2013-04-29,Lightweight,Benson Henderson,0
2013-04-29,Lightweight,Gilbert Melendez,1
2013-04-29,Lightweight,Anthony Pettis,2
2013-04-29,Lightweight,Gray Maynard,3
2013-04-29,Lightweight,Josh Thomson,4
2013-04-29,Lightweight,Donald Cerrone,5
2013-04-29,Lightweight,TJ Grant,6
2013-04-29,Lightweight,Nate Diaz,7
2013-04-29,Lightweight,Jim Miller,8
2013-04-29,Lightweight,Pat Healy,9
2013-04-29,Lightweight,Rafael Dos Anjos,10
2013-04-29,Welterweight,Georges St-Pierre,0
2013-04-29,Welterweight,Johny Hendricks,1
2013-04-29,Welterweight,Carlos Condit,2
2013-04-29,Welterweight,Rory MacDonald,3
2013-04-29,Welterweight,Jake Ellenberger,4
2013-04-29,Welterweight,Demian Maia,5
2013-04-29,Welterweight,Nick Diaz,6
2013-04-29,Welterweight,Martin Kampmann,7
2013-04-29,Welterweight,Tarec Saffiedine,8
2013-04-29,Welterweight,Robbie Lawler,9
2013-04-29,Welterweight,Josh Koscheck,10
2013-04-29,Middleweight,Anderson Silva,0
2013-04-29,Middleweight,Chris Weidman,1
2013-04-29,Middleweight,Vitor Belfort,2
2013-04-29,Middleweight,Yushin Okami,3
2013-04-29,Middleweight,Michael Bisping,4
2013-04-29,Middleweight,Luke Rockhold,5
2013-04-29,Middleweight,Costas Philippou,6
2013-04-29,Middleweight,Mark Munoz,7
2013-04-29,Middleweight,Ronaldo Souza,8
2013-04-29,Middleweight,Chael Sonnen,9
2013-04-29,Middleweight,Tim Boetsch,10
2013-04-29,Light Heavyweight,Jon Jones,0
2013-04-29,Light Heavyweight,Lyoto Machida,1
2013-04-29,Light Heavyweight,Alexander Gustafsson,2
2013-04-29,Light Heavyweight,Dan Henderson,3
2013-04-29,Light Heavyweight,Glover Teixeira,4
2013-04-29,Light Heavyweight,Rogerio Nogueira,5
2013-04-29,Light Heavyweight,Rashad Evans,6
2013-04-29,Light Heavyweight,Mauricio Rua,7
2013-04-29,Light Heavyweight,Phil Davis,8
2013-04-29,Light Heavyweight,Gegard Mousasi,9
2013-04-29,Light Heavyweight,Ryan Bader,10
2013-04-29,Heavyweight,Cain Velasquez,0
2013-04-29,Heavyweight,Junior Dos Santos,1
2013-04-29,Heavyweight,Daniel Cormier,2
2013-04-29,Heavyweight,Fabricio Werdum,3
2013-04-29,Heavyweight,Antonio Silva,4
2013-04-29,Heavyweight,Alistair Overeem,5
2013-04-29,Heavyweight,Roy Nelson,5
2013-04-29,Heavyweight,Frank Mir,7
2013-04-29,Heavyweight,Minotauro Nogueira,8
2013-04-29,Heavyweight,Mark Hunt,9
2013-04-29,Heavyweight,Travis Browne,10
2013-04-29,Women's Bantamweight,Ronda Rousey,0
2013-04-29,Women's Bantamweight,Cat Zingano,1
2013-04-29,Women's Bantamweight,Sarah Kaufman,2
2013-04-29,Women's Bantamweight,Miesha Tate,3
2013-04-29,Women's Bantamweight,Sara McMann,4
2013-04-29,Women's Bantamweight,Liz Carmouche,5
2013-04-29,Women's Bantamweight,Alexis Davis,6
2013-04-29,Women's Bantamweight,Amanda Nunes,7
2013-04-29,Women's Bantamweight,Julie Kedzie,8
2013-04-29,Women's Bantamweight,Germaine de Randamie,9
2013-04-29,Women's Bantamweight,Sheila Gaff,10
2013-05-28,Pound-for-Pound,Anderson Silva,1
2013-05-28,Pound-for-Pound,Jon Jones,2
2013-05-28,Pound-for-Pound,Georges St-Pierre,3
2013-05-28,Pound-for-Pound,Jose Aldo,4
2013-05-28,Pound-for-Pound,Benson Henderson,5
2013-05-28,Pound-for-Pound,Cain Velasquez,6
2013-05-28,Pound-for-Pound,Demetrious Johnson,7
2013-05-28,Pound-for-Pound,Renan Barao,8
2013-05-28,Pound-for-Pound,Dominick Cruz,9
2013-05-28,Pound-for-Pound,Frankie Edgar,10
2013-05-28,Flyweight,Demetrious Johnson,0
2013-05-28,Flyweight,Joseph Benavidez,1
2013-05-28,Flyweight,John Dodson,2
2013-05-28,Flyweight,Ian McCall,3
2013-05-28,Flyweight,John Moraga,4
2013-05-28,Flyweight,Jussier Formiga,5
2013-05-28,Flyweight,Louis Gaudinot,6
2013-05-28,Flyweight,John Lineker,7
2013-05-28,Flyweight,Chris Cariaso,8
2013-05-28,Flyweight,Darren Uyenoyama,9
2013-05-28,Flyweight,Tim Elliott,10
2013-05-28,Bantamweight,Dominick Cruz,0
2013-05-28,Bantamweight,Renan Barao,1
2013-05-28,Bantamweight,Urijah Faber,2
2013-05-28,Bantamweight,Michael McDonald,3
2013-05-28,Bantamweight,Eddie Wineland,4
2013-05-28,Bantamweight,Brad Pickett,5
2013-05-28,Bantamweight,Raphael Assuncao,6
2013-05-28,Bantamweight,Scott Jorgensen,7
2013-05-28,Bantamweight,Mike Easton,8
2013-05-28,Bantamweight,Ivan Menjivar,9
2013-05-28,Bantamweight,TJ Dillashaw,10
2013-05-28,Featherweight,Jose Aldo,0
2013-05-28,Featherweight,Chad Mendes,1
2013-05-28,Featherweight,Ricardo Lamas,2
2013-05-28,Featherweight,Frankie Edgar,3
2013-05-28,Featherweight,Chan Sung Jung,4
2013-05-28,Featherweight,Cub Swanson,5
2013-05-28,Featherweight,Dennis Siver,6
2013-05-28,Featherweight,Dustin Poirier,7
2013-05-28,Featherweight,Clay Guida,8
2013-05-28,Featherweight,Nik Lentz,9
2013-05-28,Featherweight,Erik Koch,10
2013-05-28,Lightweight,Benson Henderson,0
2013-05-28,Lightweight,Gilbert Melendez,1
2013-05-28,Lightweight,Anthony Pettis,2
2013-05-28,Lightweight,TJ Grant,3
2013-05-28,Lightweight,Josh Thomson,4
2013-05-28,Lightweight,Gray Maynard,5
2013-05-28,Lightweight,Donald Cerrone,6
2013-05-28,Lightweight,Nate Diaz,7
2013-05-28,Lightweight,Jim Miller,8
