R_fighter,B_fighter,date,R_kd_bout,B_kd_bout,R_sig_str_landed_bout,B_sig_str_landed_bout,R_sig_str_attempted_bout,B_sig_str_attempted_bout,R_sig_str_pct_bout,B_sig_str_pct_bout,R_tot_str_landed_bout,B_tot_str_landed_bout,R_tot_str_attempted_bout,B_tot_str_attempted_bout,R_td_landed_bout,B_td_landed_bout,R_td_attempted_bout,B_td_attempted_bout,R_td_pct_bout,B_td_pct_bout,R_sub_attempts_bout,B_sub_attempts_bout,R_pass_bout,B_pass_bout,R_rev_bout,B_rev_bout
Ryan LaFlare,Roan Carneiro,2/11/2017,1,0,29,19,91,50,.31,.38,51,25,116,56,1,0,4,4,.25,.0,0,0,2,2,0,0
Tyson Pedro,Paul Craig,3/ 4/2017,1,0,23,12,35,24,.65,.50,34,29,46,47,0,0,0,3,.0,.0,0,0,1,0,0,0
Gregor Gillespie,Andrew Holbrook,4/ 8/2017,1,0,8,4,12,9,.66,.44,9,4,13,9,0,0,0,0,.0,.0,0,0,1,0,0,0
Gabriel Benitez,Enrique Barzola,5/13/2017,0,0,51,46,151,148,.33,.31,67,94,169,212,0,9,0,15,.0,.60,0,1,0,3,1,0
Viviane Pereira,Jamie Moyle,6/ 3/2017,0,0,80,80,208,156,.38,.51,101,85,232,161,0,0,0,1,.0,.0,0,0,0,0,0,0
Cody Stamann,Terrion Ware,7/ 8/2017,0,0,94,60,160,152,.58,.39,124,78,194,177,8,0,12,1,.66,.0,0,0,6,0,0,0
Eric Shelton,Jarred Brooks,7/29/2017,0,0,31,27,87,80,.35,.33,65,32,123,87,1,5,2,8,.50,.62,1,1,0,1,0,0
Luis Henrique,Arjan Bhullar,9/ 9/2017,0,1,32,24,114,50,.28,.48,54,60,137,96,0,1,0,1,.0,1,0,0,0,1,0,0
Aleksei Oleinik,Curtis Blaydes,11/ 4/2017,0,1,34,39,68,101,.50,.38,41,50,75,112,0,4,0,4,.0,1,0,0,0,1,0,0
Amanda Cooper,Angela Magana,12/ 2/2017,0,0,40,12,60,31,.66,.38,131,17,184,38,1,0,3,1,.33,.0,1,0,9,0,0,0
Matt Bessette,Enrique Barzola,1/20/2018,0,0,43,55,146,122,.29,.45,55,73,158,143,0,5,0,10,.0,.50,0,0,0,0,0,0
Ross Pearson,Mizuto Hirota,2/10/2018,0,0,58,77,176,213,.32,.36,59,77,177,213,0,0,0,1,.0,.0,0,0,0,0,0,0
Mike Pyle,Zak Ottow,3/ 3/2018,0,1,4,22,20,50,.20,.44,4,26,20,56,0,0,0,0,.0,.0,0,0,0,0,0,0
Warlley Alves,Sultan Aliev,5/12/2018,0,0,29,12,50,28,.58,.42,54,14,78,30,0,1,1,3,.0,.33,0,0,0,0,0,0
Rashad Evans,Anthony Smith,6/ 9/2018,0,1,1,6,6,9,.16,.66,2,6,7,9,0,0,1,1,.0,.0,0,0,0,0,0,0
Dan Hooker,Gilbert Burns,7/ 7/2018,2,0,22,13,34,28,.64,.46,22,13,34,29,0,0,0,1,.0,.0,1,0,0,0,0,0
Alex Perez,Jose Torres,8/ 4/2018,1,0,84,29,162,76,.51,.38,88,30,166,77,0,0,3,0,.0,.0,0,0,0,0,0,0
Diego Sanchez,Craig White,9/ 8/2018,0,1,46,18,77,42,.59,.42,82,64,124,94,3,0,4,0,.75,.0,0,1,5,0,0,0
Lina Lansberg,Yana Kunitskaya,10/ 6/2018,0,0,43,72,87,111,.49,.64,61,159,109,208,0,5,0,8,.0,.62,1,1,0,2,0,0
Shane Burgos,Kurt Holobaugh,11/ 3/2018,0,1,17,21,24,51,.70,.41,17,26,24,57,0,0,0,0,.0,.0,1,0,0,0,0,0
Brad Katona,Matthew Lopez,12/ 8/2018,0,0,76,69,158,142,.48,.48,86,79,170,155,0,4,3,6,.0,.66,0,1,0,1,0,0
Uriah Hall,Bevon Lewis,12/29/2018,1,0,39,68,88,157,.44,.43,42,77,91,168,0,0,0,0,.0,.0,0,0,0,0,0,0
Callan Potter,Jalin Turner,2/ 9/2019,0,1,3,9,4,17,.75,.52,3,9,4,17,0,0,1,0,.0,.0,0,0,0,1,0,0
Edmen Shahbazyan,Charles Byrd,3/ 2/2019,1,0,13,1,21,6,.61,.16,13,1,21,6,0,0,0,1,.0,.0,0,0,0,0,0,0
Curtis Millender,Belal Muhammad,4/13/2019,0,0,48,47,96,107,.50,.43,50,126,98,217,0,2,0,6,.0,.33,0,0,1,6,0,0
Luana Carolina,Priscila Cachoeira,5/11/2019,1,0,111,69,231,149,.48,.46,126,69,251,149,0,0,0,2,.0,.0,3,0,1,0,2,2
Xiaonan Yan,Angela Hill,6/ 8/2019,0,0,94,71,249,144,.37,.49,105,78,264,151,1,1,1,3,1,.33,0,1,1,0,0,0
Edmen Shahbazyan,Jack Marshman,7/ 6/2019,0,0,13,0,24,7,.54,.0,13,0,24,7,1,0,1,0,1,.0,1,0,2,0,0,0
Gillian Robertson,Sarah Frota,7/27/2019,0,0,29,9,42,20,.69,.45,51,33,64,46,2,0,3,0,.66,.0,0,0,4,0,0,0
Hannah Cifers,Jodie Esquibel,8/17/2019,0,0,70,43,164,130,.42,.33,112,69,207,157,1,3,1,8,1,.37,1,0,0,0,0,0
Nordine Taleb,Muslim Salikhov,9/ 7/2019,0,1,6,10,26,23,.23,.43,6,10,26,23,0,0,0,0,.0,.0,0,0,0,0,0,0
Nadia Kassem,Ji Yeon Kim,10/ 5/2019,0,1,45,80,131,179,.34,.44,53,83,139,185,1,0,2,0,.50,.0,0,0,0,0,0,0
Katlyn Chookagian,Jennifer Maia,11/ 2/2019,0,0,73,58,180,231,.40,.25,109,74,217,248,0,1,1,2,.0,.50,0,0,0,1,0,0
Chase Hooper,Daniel Teymur,12/14/2019,0,0,20,2,36,6,.55,.33,37,2,70,6,1,0,3,0,.33,.0,2,1,2,0,0,0
Aleksa Camur,Justin Ledet,1/18/2020,0,0,80,44,165,131,.48,.33,88,60,174,148,1,0,2,0,.50,.0,0,0,0,0,0,0
Andre Ewell,Jonathan Martinez,2/ 8/2020,0,0,80,66,177,142,.45,.46,85,74,184,151,0,0,0,3,.0,.0,0,0,0,0,0,0
Giga Chikadze,Jamall Emmers,3/ 7/2020,0,0,38,54,122,127,.31,.42,40,57,125,130,0,2,0,6,.0,.33,0,0,0,1,1,0
Bryce Mitchell,Charles Rosa,5/ 9/2020,0,0,40,5,49,10,.81,.50,60,12,74,17,3,0,3,0,1,.0,5,0,14,0,0,0
Jussier Formiga,Alex Perez,6/ 6/2020,0,2,18,29,41,61,.43,.47,18,29,41,61,0,0,0,0,.0,.0,0,0,0,0,0,0
Marcin Tybura,Maxim Grishin,7/11/2020,0,0,24,18,52,32,.46,.56,70,54,119,71,3,0,7,0,.42,.0,0,0,4,0,0,0
Joe Charles,Kevin Rosier,12/16/1994,0,0,24,18,52,32,.46,.56,70,54,119,71,3,0,7,0,.42,.0,0,0,4,0,0,0
Joel Sutton,Jack McGlaughlin,7/14/1995,0,0,24,18,52,32,.46,.56,70,54,119,71,3,0,7,0,.42,.0,0,0,4,0,0,0
Joel Sutton,Geza Kalman,9/ 8/1995,0,0,24,18,52,32,.46,.56,70,54,119,71,3,0,7,0,.42,.0,0,0,4,0,0,0
Paul Taylor,Edilberto de Oliveira,4/21/2007,1,0,78,46,198,142,.39,.32,80,46,200,142,0,0,0,5,.0,.0,0,0,0,0,0,0
Mark Bocek,Doug Evans,12/29/2007,0,0,26,22,58,66,.44,.33,87,52,129,97,7,1,17,1,.41,1,0,1,7,0,0,1
Jorge Gurgel,John Halverson,3/ 1/2008,0,0,68,44,137,102,.49,.43,118,118,192,180,1,0,5,0,.20,.0,0,2,1,0,0,0
Cain Velasquez,Brad Morris,4/19/2008,3,0,36,1,55,4,.65,.25,62,1,83,4,0,0,0,1,.0,.0,0,0,3,0,0,0
Dong Hyun Kim,Jason Tan,5/24/2008,0,0,77,2,92,14,.83,.14,159,20,175,32,3,0,3,6,1,.0,0,0,10,0,0,0
Paul Taylor,Jess Liaudin,6/ 7/2008,1,0,45,35,86,70,.52,.50,134,57,180,94,1,7,1,13,1,.53,0,1,1,1,1,0
Ben Saunders,Ryan Thomas,8/ 9/2008,1,0,41,12,58,53,.70,.22,56,32,74,78,1,0,1,7,1,.0,2,2,2,0,0,0
Jim Miller,David Baron,10/18/2008,0,0,15,7,28,16,.53,.43,46,22,64,31,5,0,6,1,.83,.0,5,1,14,0,0,1
Pete Sell,Joshua Burkman,10/25/2008,0,0,65,50,123,112,.52,.44,88,58,146,121,1,4,10,6,.10,.66,1,0,1,1,0,0
Pat Barry,Dan Evensen,12/27/2008,0,0,6,0,13,10,.46,.0,6,0,13,10,0,0,0,1,.0,.0,0,0,0,0,0,0
Dennis Siver,Nate Mohr,1/17/2009,1,0,48,48,190,102,.25,.47,57,68,200,125,0,1,1,2,.0,.50,0,0,0,1,0,0
Paul Kelly,Troy Mandaloniz,2/21/2009,0,1,71,38,190,82,.37,.46,192,44,327,88,2,4,6,4,.33,1,0,0,0,5,1,0
Shane Nelson,Aaron Riley,3/ 7/2009,1,0,5,4,12,9,.41,.44,5,4,12,9,0,0,0,0,.0,.0,0,0,0,0,0,0
Mark Bocek,David Bielkheden,4/18/2009,0,0,20,4,43,5,.46,.80,45,5,68,6,1,0,2,0,.50,.0,1,0,6,0,0,0
Brandon Wolff,Brandon Wolff,5/23/2009,0,0,4,2,6,5,.66,.40,4,4,6,7,0,0,0,1,.0,.0,1,0,1,0,1,0
Paul Kelly,Rolando Delgado,6/13/2009,0,0,32,14,74,28,.43,.50,90,42,134,59,1,1,1,5,1,.20,2,3,4,3,2,1
Justin McCully,Eddie Sanchez,12/10/2008,1,1,40,42,88,100,.45,.42,114,94,163,157,1,0,4,4,.25,.0,0,0,0,1,0,0
Wagner Silva,Colby Covington,11/ 8/2014,0,0,16,23,59,62,.27,.37,23,97,66,155,0,5,0,12,.0,.41,0,1,0,6,0,0
Erik Koch,Shane Campbell,5/29/2016,0,0,14,16,40,26,.35,.61,22,34,50,46,2,0,4,3,.50,.0,1,0,4,0,0,0
Alexis Davis,Katlyn Chookagian,7/28/2018,0,0,70,62,201,202,.34,.30,77,62,208,202,1,0,2,0,.50,.0,0,0,0,0,0,0
Devin Clark,Dequan Townsend,2/15/2020,0,0,39,6,54,36,.72,.16,122,37,150,69,3,0,4,0,.75,.0,0,0,3,0,0,0
Heili Alateng,Danaa Batgerel,8/31/2019,0,0,36,85,89,230,.40,.36,63,119,133,269,3,0,7,1,.42,.0,0,0,2,0,0,0
Rustam Khabilov,Leandro Silva,9/ 3/2016,0,0,24,29,82,83,.29,.34,49,40,111,95,2,0,10,2,.20,.0,0,0,0,1,0,0
Junior Albini,Jairzinho Rozenstruik,2/ 2/2019,0,1,18,19,27,27,.66,.70,26,26,35,34,2,0,6,0,.33,.0,0,0,4,0,0,1
Luis Henrique,Christian Colombo,11/19/2016,0,0,31,3,52,14,.59,.21,57,32,87,43,6,0,6,0,1,.0,2,0,4,0,0,0
Nolan Ticman,Frankie Saenz,8/16/2014,0,0,25,67,53,129,.47,.51,31,83,59,153,0,5,0,9,.0,.55,0,0,0,2,0,0
Kevin Holland,Gerald Meerschaert,3/30/2019,0,0,27,10,43,13,.62,.76,76,44,98,56,1,6,2,11,.50,.54,2,4,4,9,2,2
Corey Anderson,Patrick Cummins,4/21/2018,0,0,64,31,119,99,.53,.31,99,44,162,113,12,0,13,1,.92,.0,0,0,6,0,0,0
Garreth McLellan,Paulo Costa,3/11/2017,0,1,6,22,14,32,.42,.68,6,23,14,33,0,0,1,0,.0,.0,0,0,0,0,0,0
Adriano Martins,Daron Cruickshank,11/ 9/2013,0,0,16,8,22,26,.72,.30,38,9,45,27,1,0,1,1,1,.0,1,0,3,0,0,0
Edimilson Souza,Chas Skelly,11/ 7/2015,1,0,19,7,35,18,.54,.38,24,11,40,24,0,2,0,3,.0,.66,0,2,1,3,0,0
Jordan Griffin,TJ Brown,2/29/2020,0,0,15,32,23,47,.65,.68,20,91,28,119,0,7,1,7,.0,1,3,0,0,4,0,0
Daniel Jolly,Khalil Rountree Jr.,2/ 4/2017,0,1,0,3,3,3,.0,1,0,5,3,6,0,0,2,0,.0,.0,0,0,0,0,0,0
Paulo Thiago,Sean Spencer,9/13/2014,0,1,36,63,111,159,.32,.39,46,105,123,202,0,1,7,2,.0,.50,0,0,0,5,1,0
Douglas Silva de Andrade,Cody Gibson,2/22/2015,1,0,39,30,131,137,.29,.21,45,30,137,137,0,0,1,5,.0,.0,0,0,2,0,1,0
Yanan Wu,Gina Mazany,11/25/2017,0,0,22,38,51,65,.43,.58,41,202,72,255,1,5,2,7,.50,.71,0,0,1,1,0,0
Mark Bocek,Mike de la Torre,4/16/2014,0,0,70,57,171,177,.40,.32,108,144,209,270,3,1,13,2,.23,.50,0,0,1,0,0,0
Elizabeth Phillips,Milana Dudieva,8/23/2014,0,0,25,11,54,36,.46,.30,51,48,83,80,0,2,0,5,.0,.40,0,0,1,2,2,0
Robert Whiteford,Paul Redmond,7/18/2015,1,0,20,11,37,31,.54,.35,22,11,39,31,0,0,1,0,.0,.0,0,0,1,0,0,0
Ariane Lipski,Isabela de Padua,11/16/2019,1,0,31,15,63,42,.49,.35,175,90,224,128,0,2,0,3,.0,.66,1,1,2,0,1,0
Damir Hadzovic,Marco Polo Reyes,2/23/2019,0,0,58,24,109,107,.53,.22,70,26,121,109,2,0,3,0,.66,.0,0,0,3,0,0,0
Sara McMann,Lina Lansberg,1/25/2020,0,0,38,1,50,5,.76,.20,62,36,84,51,3,0,5,0,.60,.0,1,0,7,0,0,0
Xiaonan Yan,Syuri Kondo,11/24/2018,0,0,150,86,331,221,.45,.38,150,86,333,221,0,0,1,0,.0,.0,0,0,0,0,0,0
Frank Camacho,Justin Jaynes,6/20/2020,0,1,4,16,15,30,.26,.53,4,16,15,30,0,0,0,0,.0,.0,0,0,0,0,0,0
Joe Proctor,Justin Edwards,6/ 6/2015,0,0,67,63,175,171,.38,.36,69,71,177,179,0,2,0,3,.0,.66,3,0,0,0,0,0
Eddie Wineland,Johnny Eduardo,5/10/2014,0,1,6,11,56,20,.10,.55,6,11,56,20,0,0,0,3,.0,.0,0,0,0,0,0,0
Elizeu Zaleski dos Santos,Max Griffin,10/28/2017,0,2,84,51,176,133,.47,.38,94,61,186,144,0,0,5,1,.0,.0,0,0,1,0,0,0
Cory Sandhagen,Mario Bautista,1/19/2019,1,0,17,9,54,30,.31,.30,17,10,55,32,1,1,2,1,.50,1,2,0,2,0,0,0
Sarah Moras,Lucie Pudilova,2/18/2018,0,2,43,75,121,134,.35,.55,80,107,165,171,2,0,5,0,.40,.0,2,0,1,2,0,1
Lina Lansberg,Aspen Ladd,10/21/2017,0,0,41,26,64,60,.64,.43,50,45,73,84,0,1,0,1,.0,1,0,0,0,2,0,0
Devin Powell,Darrell Horcher,6/25/2017,0,0,43,37,79,76,.54,.48,97,56,137,98,0,0,3,0,.0,.0,2,2,1,3,1,1
Juliana Lima,Ericka Almeida,5/30/2015,0,0,41,13,72,37,.56,.35,119,32,162,58,3,0,3,2,1,.0,0,0,0,0,0,0
James Head,Jason High,8/28/2013,0,0,0,1,1,6,.0,.16,0,8,1,13,0,1,0,1,.0,1,0,2,0,3,0,0
Rob Kimmons,Joe Vedepo,4/ 1/2009,0,0,7,4,15,12,.46,.33,13,12,21,20,0,1,0,1,.0,1,2,0,0,0,0,0
Lauren Murphy,Mara Romero Borella,8/ 3/2019,1,0,24,22,123,72,.19,.30,35,35,144,87,0,1,1,3,.0,.33,0,0,1,1,0,0
Jonavin Webb,Nathan Coy,2/21/2016,0,0,21,37,77,112,.27,.33,36,71,93,152,3,3,8,5,.37,.60,0,0,0,8,0,0
Viviane Pereira,Xiaonan Yan,6/23/2018,0,0,44,71,212,227,.20,.31,44,71,212,227,0,0,0,0,.0,.0,0,0,0,0,0,0
Louis Smolka,Ryan MacDonald,9/14/2019,1,0,59,30,115,80,.51,.37,60,31,116,81,0,0,0,0,.0,.0,0,0,0,0,0,0
Yosdenis Cedeno,Jerrod Sanders,7/16/2014,1,0,13,2,21,3,.61,.66,27,3,38,5,0,0,0,0,.0,.0,0,0,1,0,1,1
Erick Silva,Luan Chagas,9/24/2016,1,2,55,41,116,101,.47,.40,62,44,125,106,0,1,0,4,.0,.25,2,0,4,2,1,0
Livinha Souza,Brianna Van Buren,7/13/2019,0,0,23,72,66,187,.34,.38,30,88,73,204,2,3,3,4,.66,.75,0,0,0,0,0,0
Ryan Jensen,Steve Steinbeiss,9/16/2009,0,0,9,7,17,19,.52,.36,22,14,30,26,1,0,1,0,1,.0,1,0,1,0,0,0
Dan Miller,Rob Kimmons,9/17/2008,0,0,0,0,1,1,.0,.0,8,1,11,2,0,0,0,1,.0,.0,2,0,0,0,0,0
Ilir Latifi,Sean O'Connell,1/17/2016,1,0,2,1,3,3,.66,.33,2,1,3,3,0,0,0,0,.0,.0,0,0,0,0,0,0
Gilbert Burns,Lukasz Sajewski,7/ 7/2016,0,0,13,14,30,30,.43,.46,16,15,34,31,1,0,5,1,.20,.0,1,0,1,0,0,0
Roxanne Modafferi,Jennifer Maia,7/20/2019,0,0,29,83,110,174,.26,.47,76,111,161,205,0,0,9,0,.0,.0,0,0,0,0,0,0
Henry Briones,Douglas Silva de Andrade,11/ 5/2016,0,1,67,72,144,158,.46,.45,69,72,146,158,0,1,1,1,.0,1,0,0,0,0,0,0
Michael Trizano,Grant Dawson,5/18/2019,0,0,20,27,41,56,.48,.48,24,34,45,63,0,3,0,10,.0,.30,0,1,0,4,0,0
Kurt Holobaugh,Raoni Barcelos,7/14/2018,0,1,102,82,226,146,.45,.56,130,95,256,160,1,3,3,4,.33,.75,0,0,0,1,0,0
Elias Garcia,Kai Kara-France,12/ 1/2018,1,1,16,86,73,178,.21,.48,20,157,77,261,1,0,7,0,.14,.0,2,0,0,5,1,1
Guangyou Ning,Royston Wee,5/16/2015,0,0,46,18,92,32,.50,.56,77,29,130,43,2,0,2,0,1,.0,0,0,0,0,0,0
Yves Edwards,Akbarh Arreola,11/22/2014,0,1,5,12,14,26,.35,.46,5,12,14,26,0,1,0,1,.0,1,0,1,0,3,0,0
Alexandre Pantoja,Matt Schnell,12/21/2019,1,0,34,20,62,52,.54,.38,36,35,64,68,1,0,1,1,1,.0,0,0,1,0,0,0
Rani Yahya,Russell Doane,2/24/2018,0,0,17,2,20,8,.85,.25,105,15,149,30,2,1,3,1,.66,1,2,0,5,1,1,0
Anthony Ivy,Christian Aguilera,6/13/2020,0,0,4,10,11,23,.36,.43,4,10,11,23,0,0,0,0,.0,.0,0,0,0,0,0,0
Kai Kara-France,Tyson Nam,2/22/2020,0,0,78,50,257,153,.30,.32,78,52,257,155,0,0,4,4,.0,.0,0,0,0,0,0,0
Charlie Brenneman,Amilcar Alves,1/22/2011,0,0,26,10,35,20,.74,.50,114,25,143,40,3,0,9,1,.33,.0,0,0,9,0,0,0
Chris Camozzi,Lorenz Larkin,11/ 6/2013,0,0,64,46,147,121,.43,.38,81,62,164,137,0,0,0,0,.0,.0,0,0,0,0,0,0
Gerald Harris,Mario Miranda,3/31/2010,2,1,17,16,37,40,.45,.40,17,33,37,63,0,0,0,0,.0,.0,0,0,0,0,0,0
Clay Guida,Samy Schiavo,4/ 2/2008,0,0,11,4,26,22,.42,.18,24,4,39,22,1,0,1,0,1,.0,0,0,2,0,0,0
Mickey Gall,George Sullivan,8/25/2018,0,0,0,0,2,0,.0,.0,2,5,6,5,1,0,1,0,1,.0,1,0,1,0,0,0
Izabela Badurek,Aleksandra Albu,4/11/2015,0,0,32,42,45,62,.71,.67,42,53,55,74,1,0,8,1,.12,.0,0,1,0,0,0,0
Bea Malecki,Duda Santana,6/ 1/2019,0,0,19,42,71,106,.26,.39,30,48,82,112,0,3,0,5,.0,.60,2,0,1,0,0,0
Nicholas Musoke,Bojan Velickovic,5/28/2017,0,1,49,53,173,123,.28,.43,69,107,195,179,1,1,5,4,.20,.25,0,0,1,0,0,0
Ben Saunders,Chris Heatherly,8/23/2014,0,0,4,4,6,5,.66,.80,6,7,11,9,0,1,0,1,.0,1,2,0,0,1,0,0
Jon Tuck,Jake Lindsey,6/ 7/2014,0,0,46,49,83,75,.55,.65,86,117,126,144,3,0,5,2,.60,.0,0,0,9,0,0,0
Guangyou Ning,Marco Beltran,11/28/2015,0,0,23,30,61,90,.37,.33,67,44,111,108,0,1,2,1,.0,1,0,0,0,0,0,0
James Moontasri,Cody Pfister,2/14/2015,0,0,32,12,63,32,.50,.37,62,12,104,32,0,0,0,8,.0,.0,1,0,1,0,0,0
Noad Lahat,Diego Rivas,2/ 6/2016,0,1,7,5,13,9,.53,.55,22,7,36,12,1,1,1,1,1,1,3,0,6,0,1,0
Brandon Davis,Giga Chikadze,9/28/2019,0,0,34,59,99,119,.34,.49,36,71,103,133,3,1,7,2,.42,.50,0,0,4,1,0,1
Chris Kelades,Chris Beal,8/23/2015,0,0,50,47,109,113,.45,.41,90,83,165,149,1,2,9,4,.11,.50,0,0,1,5,0,1
Kwan Ho Kwak,Russell Doane,6/17/2017,0,1,10,17,24,46,.41,.36,10,17,24,46,1,0,1,0,1,.0,0,0,0,0,0,0
Ben Wall,Alex Garcia,12/ 6/2013,0,1,1,9,3,15,.33,.60,1,9,3,15,0,0,1,0,.0,.0,0,0,0,0,0,0
Richard Walsh,Viscardi Andrade,3/19/2016,1,0,46,38,130,88,.35,.43,82,78,171,139,1,5,3,8,.33,.62,0,1,0,3,0,0
Michinori Tanaka,Kyung Ho Kang,9/20/2014,0,0,22,21,61,66,.36,.31,39,42,81,89,3,0,9,0,.33,.0,0,2,4,10,4,1
Adam Yandiev,Jordan Johnson,9/15/2018,0,0,1,35,12,55,.8,.63,1,55,12,82,0,3,0,4,.0,.75,0,2,0,4,0,0
Kyle Nelson,Matt Sayles,5/ 4/2019,0,0,26,75,93,147,.27,.51,32,106,103,181,2,0,10,0,.20,.0,4,1,1,3,0,1
Vinc Pichel,Joaquim Silva,1/27/2018,0,0,60,45,186,100,.32,.45,62,54,188,109,1,0,4,0,.25,.0,0,0,0,0,0,0
Gilbert Burns,Mike Davis,4/27/2019,0,0,49,13,87,44,.56,.29,81,17,122,49,3,0,6,0,.50,.0,1,0,4,0,0,0
Piotr Hallmann,Magomed Mustafaev,6/20/2015,0,0,29,18,51,41,.56,.43,99,23,127,47,2,0,3,3,.66,.0,0,0,0,0,0,0
Deiveson Figueiredo,Tim Elliott,10/12/2019,0,0,8,26,13,38,.61,.68,8,33,13,45,0,1,1,3,.0,.33,1,0,0,0,0,0
Joseph Morales,Eric Shelton,11/10/2018,0,0,24,16,67,57,.35,.28,28,45,71,90,1,7,1,10,1,.70,4,0,0,1,0,1
Matthew Riddle,Steve Bruno,2/ 7/2009,0,0,48,22,81,35,.59,.62,276,40,321,53,4,1,7,1,.57,1,0,0,7,0,0,0
Alessio Di Chirico,Oluwale Bamgbose,12/16/2017,1,0,6,10,37,17,.16,.58,6,10,37,19,1,0,1,1,1,.0,0,0,0,0,0,0
Dan Ige,Jordan Griffin,12/15/2018,0,0,56,56,107,107,.52,.52,86,71,144,123,3,0,7,2,.42,.0,0,1,7,0,1,1
Bruno Silva,David Dvorak,3/14/2020,0,0,45,67,97,133,.46,.50,60,92,112,161,3,0,11,1,.27,.0,0,0,2,1,0,2
Frankie Perez,Marc Diakiese,12/ 9/2016,0,0,20,9,51,34,.39,.26,27,38,59,66,1,6,3,13,.33,.46,0,0,1,3,0,0
Jack Marshman,Thiago Santos,2/19/2017,1,1,6,27,46,71,.13,.38,11,32,51,76,0,1,0,2,.0,.50,0,0,0,0,0,0
Maurice Greene,Jeff Hughes,3/ 9/2019,0,0,70,66,161,143,.43,.46,72,67,163,144,0,0,0,1,.0,.0,0,0,0,0,0,0
Kiichi Kunimoto,Zak Ottow,6/10/2017,0,0,25,37,47,76,.53,.48,84,98,116,145,2,2,5,3,.40,.66,0,0,2,1,1,1
Jonathan Wilson,Ion Cutelaba,10/ 1/2016,0,0,30,89,78,283,.38,.31,32,92,80,286,0,0,0,1,.0,.0,0,0,0,0,0,0
Paddy Holohan,Chris Kelades,10/ 4/2014,0,0,26,50,45,85,.57,.58,55,88,76,128,3,2,6,5,.50,.40,0,1,4,5,0,0
Elias Theodorou,Sam Alvey,6/18/2016,0,0,37,24,141,43,.26,.55,87,30,194,54,0,0,4,0,.0,.0,0,0,0,0,0,0
Iuri Alcantara,Joe Soto,2/ 3/2018,1,0,17,1,30,2,.56,.50,17,1,30,2,0,0,0,1,.0,.0,0,0,1,0,0,0
Leandro Issa,Yuta Sasaki,12/20/2014,0,0,25,8,37,19,.67,.42,57,8,76,20,2,1,3,2,.66,.50,1,1,5,1,1,0
Felipe Arantes,Maximo Blanco,2/15/2014,1,0,39,44,97,108,.40,.40,47,73,105,140,1,3,3,6,.33,.50,1,0,0,1,0,0
Jimy Hettes,Robert Whiteford,10/26/2013,0,0,5,15,5,28,1,.53,18,23,18,36,3,0,4,3,.75,.0,2,0,4,0,0,1
Gabriel Benitez,Andre Fili,11/21/2015,0,1,11,16,26,42,.42,.38,11,16,26,42,0,1,0,1,.0,1,0,0,0,0,0,0
Laureano Staropoli,Hector Aldana,11/17/2018,0,0,97,69,275,170,.35,.40,99,72,277,173,0,0,0,0,.0,.0,0,0,0,0,0,0
Loma Lookboonmee,Aleksandra Albu,10/26/2019,0,0,99,65,151,157,.65,.41,112,77,164,171,1,1,6,3,.16,.33,0,0,0,0,0,0
Jorge de Oliveira,Christos Giagos,3/21/2015,0,0,0,18,4,34,.0,.52,11,37,16,54,0,1,0,1,.0,1,0,1,0,4,0,0
Alan Patrick,Garett Whiteley,10/ 9/2013,1,0,16,7,35,28,.45,.25,19,15,42,36,1,0,2,1,.50,.0,0,0,0,0,0,0
Gabriel Benitez,Humberto Bandenay,5/19/2018,1,0,9,2,19,2,.47,1,9,2,19,2,1,0,1,0,1,.0,0,1,0,0,0,0
Brad Scott,Scott Askham,3/18/2017,1,0,72,86,175,195,.41,.44,74,86,177,195,0,1,0,3,.0,.33,0,0,0,1,0,0
Brian Foster,Forrest Petz,9/15/2010,1,0,17,1,27,7,.62,.14,20,1,32,7,0,0,0,0,.0,.0,0,0,0,0,0,0
Mayra Bueno Silva,Gillian Robertson,9/22/2018,0,0,11,11,32,18,.34,.61,12,17,33,27,0,1,0,3,.0,.33,1,0,0,2,0,0
Nick Catone,Jesse Forbes,1/11/2010,0,0,32,32,103,160,.31,.20,65,40,140,168,2,0,9,1,.22,.0,0,0,0,0,0,0
Scott Holtzman,Cody Pfister,7/13/2016,1,0,53,28,99,93,.53,.30,120,55,177,124,3,1,3,9,1,.11,1,0,5,1,1,2
Paddy Holohan,Josh Sampo,7/19/2014,1,0,10,3,29,11,.34,.27,20,3,39,11,0,0,1,0,.0,.0,1,1,2,0,0,0
Charles Rosa,Sean Soriano,1/18/2015,0,0,37,69,102,109,.36,.63,37,72,103,112,5,3,8,7,.62,.42,4,0,10,0,0,0
Ron Stallings,Justin Jones,4/ 4/2015,0,0,50,23,84,72,.59,.31,87,88,127,145,0,2,0,12,.0,.16,0,0,0,0,0,0
Alex Chambers,Kailin Curran,5/ 9/2015,0,0,44,81,109,190,.40,.42,53,123,121,239,2,2,5,4,.40,.50,2,0,0,1,0,0
Ricardo Abreu,Wagner Silva,5/31/2014,2,0,33,17,101,52,.32,.32,43,20,111,56,0,0,0,1,.0,.0,1,0,3,0,0,0
Igor Araujo,Sean Strickland,7/15/2015,0,1,39,71,82,169,.47,.42,48,87,92,188,0,3,3,3,.0,1,0,2,0,1,0,0
Ariane Lipski,Molly McCann,6/22/2019,0,0,68,108,271,213,.25,.50,68,109,271,214,0,2,0,2,.0,1,0,0,0,2,0,0
