R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs
Chico Camus,Kyung Ho Kang,210,-230,210,43.47826087,8/31/2013,"Milwaukee, Wisconsin, USA", USA,Red,FALSE,Bantamweight,MALE,3,1,0,0,16,0.37,0,5,0.55,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,185.42,135,1,0,0,27.5,0.635,0.5,1.5,0.665,1,1,6,0,0,0,1,0,0,0,1,Orthodox,167.64,167.64,125,28,25,0,0,-1,-1,0,-3,0,0,0,7.62,17.78,3,-11.5,-0.5,3.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Soa Palelei,Nikita Krylov,120,-130,120,76.92307692,8/31/2013,"Milwaukee, Wisconsin, USA", USA,Red,FALSE,Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,195.58,205,1,0,0,21,0.56,0,1,1,0,1,3,0,0,0,0,0,0,0,0,Orthodox,193.04,205.74,265,36,21,1,0,0,0,1,-3,0,0,0,-2.54,-10.16,15,-21,0,-1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,3,1:34,694
Ryan Couture,Al Iaquinta,185,-200,185,50,8/31/2013,"Milwaukee, Wisconsin, USA", USA,Blue,FALSE,Lightweight,MALE,3,1,0,0,8,0.5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Orthodox,177.8,177.8,155,1,0,0,29,0.37,0,1,0.14,0,1,2,0,0,0,0,0,0,0,0,Orthodox,177.8,190.5,155,31,26,0,0,0,0,0,-1,1,0,0,0,-12.7,5,-21,0,-1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Jared Hamman,Magnus Cedenblad,120,-130,120,76.92307692,8/31/2013,"Milwaukee, Wisconsin, USA", USA,Blue,FALSE,Middleweight,MALE,3,1,0,0,11,0.78,1,0,0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,195.58,200.66,185,2,0,0,46.16666667,0.401666667,0,0.333333333,0.166666667,1,4,12,0,0,0,1,1,0,0,2,Orthodox,190.5,190.5,185,31,31,1,0,-1,-2,3,-10,0,-1,0,5.08,10.16,0,-35.16666667,1,-0.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1,0:57,57
Carlos Condit,Martin Kampmann,-280,255,35.71428571,255,8/28/2013,"Indianapolis, Indiana, USA", USA,Red,FALSE,Welterweight,MALE,5,1,0,0,28.6875,0.40875,1.3125,0.8125,0.3,4,5,32,0,0,2,2,2,5,0,11,Orthodox,182.88,182.88,170,2,0,0,49.625,0.37625,0.75,0.5,0.15625,5,3,24,2,0,1,1,3,0,0,5,Orthodox,187.96,190.5,170,29,31,1,0,-1,6,-2,8,-2,-1,5,-5.08,-7.62,-2,-20.9375,0.5625,0.3125,0,1,6,2,,,,,,,,2,,,,,,,,,,,,,6,,,,,,Red,KO/TKO,Punch,4,0:54,954
Donald Cerrone,Rafael Dos Anjos,105,-115,105,86.95652174,8/28/2013,"Indianapolis, Indiana, USA", USA,Blue,FALSE,Lightweight,MALE,3,0,4,0,31.16666667,0.375,0.75,2,0.291666667,4,4,31,0,0,0,5,1,2,0,8,Southpaw,172.72,177.8,170,0,1,0,47.88888889,0.47,0.222222222,0.888888889,0.183333333,4,2,18,0,0,0,3,2,2,0,7,Orthodox,185.42,185.42,155,30,28,0,3,0,1,-2,13,0,-1,0,-12.7,-7.62,2,-16.72222222,0.527777778,1.111111111,0,1,10,6,,,,,,,,,6,,,,,,,,,,,,,10,,,,,Red,U-DEC,,3,5:00,900
Kelvin Gastelum,Brian Melancon,-310,280,32.25806452,280,8/28/2013,"Indianapolis, Indiana, USA", USA,Red,FALSE,Welterweight,MALE,3,0,1,0,24,0.57,0,1,1,1,0,1,0,0,0,0,1,0,0,1,Orthodox,172.72,182.88,170,0,1,0,31,0.41,0,3,0.5,1,0,3,1,0,1,0,0,0,0,1,Southpaw,175.26,180.34,185,21,31,0,0,0,0,0,-2,-1,1,0,-2.54,2.54,-10,-7,0,-2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1,2:26,146
Court McGee,Robert Whittaker,170,-185,170,54.05405405,8/28/2013,"Indianapolis, Indiana, USA", USA,Red,FALSE,Welterweight,MALE,3,0,2,0,68,0.435,0,0.5,0.5,2,0,6,1,0,0,1,1,0,0,2,Orthodox,182.88,185.42,185,0,1,0,79.33333333,0.37,0.5,1.833333333,0.315,3,2,17,1,0,0,2,0,2,0,4,Orthodox,180.34,190.5,170,28,22,0,1,-1,-2,2,-11,0,1,-2,2.54,-5.08,6,-11.33333333,-0.5,-1.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900
Takeya Mizugaki,Erik Perez,160,-170,160,58.82352941,8/28/2013,"Indianapolis, Indiana, USA", USA,Red,FALSE,Bantamweight,MALE,3,0,3,0,22.33333333,0.726666667,0.333333333,0,0,3,0,3,0,0,0,0,2,1,0,3,Orthodox,172.72,172.72,135,0,2,0,47.5,0.431666667,0,1.833333333,0.583333333,2,2,17,0,0,2,1,1,0,0,4,Orthodox,170.18,172.72,135,29,23,0,1,1,-1,2,-14,0,1,1,2.54,0,6,-25.16666667,0.333333333,-1.833333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900
Brad Tavares,Bubba McDaniel,-525,450,19.04761905,450,8/28/2013,"Indianapolis, Indiana, USA", USA,Red,FALSE,Middleweight,MALE,3,0,1,0,35,0.64,3,0,0,1,0,3,0,0,0,0,0,1,0,1,Southpaw,190.5,190.5,185,0,3,0,48.5,0.461666667,0,1.833333333,0.303333333,3,1,16,0,0,1,3,1,0,0,5,Orthodox,185.42,187.96,185,25,30,0,-2,-2,-4,1,-13,0,-1,1,5.08,2.54,-5,-13.5,3,-1.833333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,
Dylan Andrews,Papy Abedi,-315,285,31.74603175,285,8/28/2013,"Indianapolis, Indiana, USA", USA,Red,FALSE,Middleweight,MALE,3,0,1,0,26,0.543333333,0,1.666666667,0.33,1,2,5,0,0,1,0,0,0,0,1,Southpaw,180.34,187.96,185,0,1,0,20,0.83,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Switch,185.42,185.42,185,33,35,0,0,0,0,-2,4,0,-1,0,-5.08,2.54,-2,6,0,1.666666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,3,1:32,692
Justin Edwards,Brandon Thatch,248,-270,248,37.03703704,8/28/2013,"Indianapolis, Indiana, USA", USA,Blue,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,187.96,187.96,170,0,1,0,29.25,0.575,1,2.25,0.125,1,2,10,0,0,0,1,0,1,0,2,Orthodox,177.8,177.8,155,30,28,0,-1,-1,-2,2,-10,0,0,-1,10.16,10.16,2,-29.25,-1,-2.25,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,1:23,83
Darren Elkins,Hatsu Hioki,145,-165,145,60.60606061,8/28/2013,"Indianapolis, Indiana, USA", USA,Red,FALSE,Featherweight,MALE,3,2,0,0,37.25,0.465,0.75,2,0.37,2,2,12,0,0,1,1,0,0,0,2,Orthodox,180.34,177.8,145,1,0,0,25.125,0.25125,1.25,1.375,0.365,5,2,16,0,0,0,4,2,0,0,6,Orthodox,177.8,180.34,145,29,30,-1,0,-3,-4,0,-4,0,-2,0,2.54,-2.54,-1,12.125,-0.5,0.625,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
James Head,Jason High,-130,120,76.92307692,120,8/28/2013,"Indianapolis, Indiana, USA", USA,Blue,FALSE,Welterweight,MALE,3,2,0,0,6,0.19,1.5,0,0,0,2,4,0,0,0,0,0,0,0,0,Southpaw,172.72,180.34,155,1,0,0,25.25,0.4925,0.5,0.25,0.25,2,2,8,0,0,1,0,0,1,0,2,Orthodox,185.42,185.42,170,29,31,-1,0,-2,-2,0,-4,0,0,-1,-12.7,-5.08,-2,-19.25,1,-0.25,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1,1:41,101
Zak Cummings,Benny Alloway,-125,115,80,115,8/28/2013,"Indianapolis, Indiana, USA", USA,Red,FALSE,Welterweight,MALE,3,1,0,0,12.5,0.465,0,0.5,0.25,1,1,4,0,0,0,0,1,0,0,1,Orthodox,180.34,190.5,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,190.5,185,29,32,-1,0,1,1,-1,4,0,1,0,-2.54,0,-3,12.5,0,0.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,
Mauricio Rua,Chael Sonnen,-160,150,62.5,150,8/17/2013,"Boston, Massachusetts, USA", USA,Blue,FALSE,Light Heavyweight,MALE,5,2,0,0,33.5,0.4875,0.166666667,2.916666667,0.456666667,3,6,30,3,0,0,5,0,1,0,6,Southpaw,185.42,187.96,205,1,0,0,44,0.52,0.4,1.6,0.231,2,5,29,3,0,0,0,5,0,0,5,Orthodox,185.42,193.04,205,31,36,-1,0,1,1,-1,1,0,-5,1,0,-5.08,-5,-10.5,-0.233333333,1.316666667,0,1,,8,,,,,,8,,,,,,,,,,,,,,9,,,,,,,Red,SUB,Guillotine Choke,1,4:47,287
Alistair Overeem,Travis Browne,-150,140,66.66666667,140,8/17/2013,"Boston, Massachusetts, USA", USA,Blue,FALSE,Heavyweight,MALE,3,0,1,0,17.71428571,0.498571429,0.285714286,1,0.451428571,3,2,11,0,0,0,1,3,1,0,5,Orthodox,198.12,200.66,255,1,0,0,35,0.75,0,0.5,0.5,1,1,4,0,0,0,0,1,0,0,1,Orthodox,193.04,203.2,265,33,31,1,1,2,4,-1,7,0,2,1,5.08,-2.54,2,-17.28571429,0.285714286,0.5,0,1,8,5,,,,,5,,,,,,,,,,,,,8,,,,,,,,,Red,KO/TKO,Kick,1,4:08,248
Urijah Faber,Iuri Alcantara,-215,195,46.51162791,195,8/17/2013,"Boston, Massachusetts, USA", USA,Red,FALSE,Bantamweight,MALE,3,0,1,0,28,0.476,0.8,1.4,0.4,2,2,11,0,0,0,2,1,0,0,3,Southpaw,175.26,180.34,135,0,2,0,50.83333333,0.486666667,0.833333333,1.333333333,0.34,2,2,20,2,0,0,1,0,3,0,4,Orthodox,167.64,170.18,135,34,33,0,-1,0,-1,0,-9,-2,1,-3,7.62,10.16,1,-22.83333333,-0.033333333,0.066666667,0,1,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900
Matt Brown,Mike Pyle,-125,115,80,115,8/17/2013,"Boston, Massachusetts, USA", USA,Red,FALSE,Welterweight,MALE,3,0,4,0,20.27272727,0.430909091,0.909090909,1,0.230909091,4,3,22,0,0,1,2,3,2,0,8,Orthodox,182.88,187.96,170,0,5,0,31.06666667,0.582666667,1.2,1,0.430666667,5,5,33,0,0,0,2,7,1,0,10,Orthodox,182.88,190.5,170,32,37,0,-1,-1,-2,2,-11,0,-4,1,0,-2.54,-5,-10.7939394,-0.290909091,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Knee,1,0:29,29
Uriah Hall,John Howard,-475,420,21.05263158,420,8/17/2013,"Boston, Massachusetts, USA", USA,Blue,FALSE,Middleweight,MALE,3,3,0,0,19.14285714,0.537142857,0.571428571,2.857142857,0.545714286,4,3,19,0,0,2,0,2,0,0,4,Orthodox,170.18,180.34,170,1,0,0,44,0.57,0,2,0.66,0,1,3,1,0,0,0,0,0,0,0,Orthodox,182.88,200.66,185,29,30,-2,0,4,4,-2,16,-1,2,0,-12.7,-20.32,-1,-24.85714286,0.571428571,0.857142857,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900
Joe Lauzon,Michael Johnson,-245,225,40.81632653,225,8/17/2013,"Boston, Massachusetts, USA", USA,Blue,FALSE,Lightweight,MALE,3,2,0,0,29.875,0.36125,0,0.25,0.25,3,4,19,1,0,0,2,2,0,0,4,Southpaw,177.8,185.42,145,1,0,0,15.07142857,0.42,1.714285714,1.285714286,0.408571429,3,5,25,0,0,0,0,2,7,0,9,Orthodox,177.8,180.34,155,29,27,-1,0,0,-5,1,-6,1,0,-7,0,5.08,2,14.80357143,-1.714285714,-1.035714286,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Brad Pickett,Michael McDonald,290,-320,290,31.25,8/17/2013,"Boston, Massachusetts, USA", USA,Blue,FALSE,Bantamweight,MALE,3,1,0,0,27.4,0.398,0.6,1.2,0.3,4,1,12,1,0,1,1,2,0,0,4,Orthodox,175.26,177.8,135,0,1,0,39,0.326,0.2,1.6,0.274,2,2,10,0,0,1,0,1,1,0,3,Orthodox,167.64,172.72,135,34,22,-1,-1,2,1,1,2,1,1,-1,7.62,5.08,12,-11.6,0.4,-0.4,0,1,3,5,,,,,,,,,,,5,,,,,,,,,,,,,3,,,Blue,SUB,Triangle Choke,2,3:43,523
Conor McGregor,Max Holloway,-245,225,40.81632653,225,8/17/2013,"Boston, Massachusetts, USA", USA,Red,FALSE,Featherweight,MALE,3,1,0,0,70.6,0.366,0,0,0,3,2,12,0,0,1,1,1,0,0,3,Orthodox,180.34,175.26,155,0,1,0,21,0.6,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Southpaw,175.26,187.96,155,25,21,-1,-1,2,2,-2,11,0,0,0,5.08,-12.7,4,49.6,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Mike Brown,Steven Siler,-210,190,47.61904762,190,8/17/2013,"Boston, Massachusetts, USA", USA,Blue,FALSE,Featherweight,MALE,3,0,1,0,46,0.482,1.4,0.6,0.148,3,1,13,0,0,0,3,0,1,0,4,Orthodox,180.34,177.8,145,0,2,0,38.8,0.592,0,2.6,0.484,2,3,13,0,0,0,2,0,0,0,2,Orthodox,167.64,177.8,145,37,26,0,-1,1,2,2,0,0,0,1,12.7,0,11,7.2,1.4,-2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,0:50,50
Diego Brandao,Daniel Pineda,-178,167,56.17977528,167,8/17/2013,"Boston, Massachusetts, USA", USA,Red,FALSE,Featherweight,MALE,3,0,1,0,13.8,0.53,0.8,0.8,0.398,2,2,7,0,0,0,0,0,3,0,3,Orthodox,170.18,175.26,145,0,2,0,21,0.47,0.5,1,0.4375,2,1,8,1,0,0,1,0,2,0,3,Orthodox,170.18,172.72,145,26,28,0,-1,0,0,-1,-1,-1,0,1,0,2.54,-2,-7.2,0.3,-0.2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Manvel Gamburyan,Cole Miller,-140,130,71.42857143,130,8/17/2013,"Boston, Massachusetts, USA", USA,Red,FALSE,Featherweight,MALE,3,0,1,0,30.84615385,0.31,1.615384615,0.384615385,0.188461538,2,5,26,0,0,0,1,1,6,0,8,Orthodox,185.42,187.96,145,0,1,0,18.875,0.405,0.5,1.75,0.21875,2,5,17,1,0,0,1,0,2,0,3,Orthodox,165.1,170.18,135,32,29,0,0,0,5,0,9,-1,1,4,20.32,17.78,3,11.97115385,1.115384615,-1.365384615,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Cody Donovan,Ovince Saint Preux,350,-440,350,22.72727273,8/17/2013,"Boston, Massachusetts, USA", USA,Blue,FALSE,Light Heavyweight,MALE,3,0,1,0,47,0.55,0,0,0,1,0,3,0,1,0,0,0,0,0,1,Southpaw,190.5,203.2,205,0,1,0,19,0.7,0,1,1,1,0,1,0,0,0,0,1,0,0,1,Orthodox,190.5,187.96,205,32,30,0,0,0,0,0,2,0,-1,0,0,15.24,2,28,0,-1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,2:07,127
Ramsey Nijem,James Vick,-190,175,52.63157895,175,8/17/2013,"Boston, Massachusetts, USA", USA,Blue,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,193.04,155,1,0,0,26.2,0.384,0.8,3,0.48,3,2,10,1,0,0,2,1,0,0,3,Orthodox,180.34,190.5,155,25,26,1,0,-3,-3,2,-10,-1,-1,0,10.16,2.54,-1,-26.2,-0.8,-3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1,0:58,58
Jose Aldo,Chan Sung Jung,-875,685,11.42857143,685,8/3/2013,"Rio de Janeiro, Brazil", Brazil,Red,TRUE,Featherweight,MALE,5,0,3,0,36.66666667,0.46,1.333333333,1.666666667,0.5,3,0,7,0,0,0,0,1,2,0,3,Orthodox,170.18,182.88,145,0,4,0,58,0.41,0.25,1.25,0.1375,4,0,16,4,0,0,3,1,0,0,4,Orthodox,170.18,177.8,145,26,26,0,-1,-1,-1,0,-9,-4,0,2,0,5.08,0,-21.33333333,1.083333333,0.416666667,0,1,5,0,,,,,,,,,,0,,,4,,,,,,,,,,5,,,,Red,KO/TKO,Punches,4,2:00,1020
Lyoto Machida,Phil Davis,-325,295,30.76923077,295,8/3/2013,"Rio de Janeiro, Brazil", Brazil,Blue,FALSE,Light Heavyweight,MALE,3,0,2,0,39.88888889,0.464444444,0.666666667,2.222222222,0.456666667,5,2,23,0,0,0,4,0,3,0,7,Orthodox,187.96,200.66,205,0,2,0,33.28571429,0.570714286,0.571428571,0.928571429,0.403571429,8,3,35,4,0,1,5,4,1,0,11,Southpaw,185.42,187.96,185,35,28,0,0,-3,-4,1,-12,-4,-4,2,2.54,12.7,7,6.6031746,0.095238096,1.293650793,0,1,7,1,,,,,,1,,,,,,,,,,,,,7,,,,,,,,Red,U-DEC,,3,5:00,900
Cezar Ferreira,Thiago Santos,-460,410,21.73913043,410,8/3/2013,"Rio de Janeiro, Brazil", Brazil,Red,FALSE,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,193.04,205,0,1,0,42,0.37,0,0,0,1,0,3,1,0,0,1,0,0,0,1,Southpaw,185.42,198.12,185,28,29,0,-1,-1,-1,0,-3,-1,0,0,2.54,-5.08,-1,-42,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1,0:47,47
Thales Leites,Tom Watson,-160,150,62.5,150,8/3/2013,"Rio de Janeiro, Brazil", Brazil,Red,FALSE,Middleweight,MALE,3,0,1,0,60.5,0.525,0,0,0,1,1,5,0,0,0,0,1,0,0,1,Orthodox,185.42,185.42,185,2,0,0,20.375,0.3425,1.25,1.875,0.345,5,3,20,1,0,1,1,0,3,0,5,Orthodox,185.42,198.12,185,31,31,2,1,-4,-4,2,-15,-1,1,-3,0,-12.7,0,40.125,-1.25,-1.875,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
John Lineker,Jose Maria,-400,355,25,355,8/3/2013,"Rio de Janeiro, Brazil", Brazil,Red,FALSE,Flyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,165,125,0,2,0,69.66666667,0.413333333,0,0,0,2,1,7,0,0,0,1,1,0,0,2,Orthodox,160.02,170.18,135,23,31,0,-2,-2,-2,1,-7,0,-1,0,5.08,-5.18,-8,-69.66666667,0,0,0,1,,7,,,,,,,,,,,,7,,,,,,,,,,,,,,,Red,KO/TKO,Punches,2,1:03,363
Vinny Magalhaes,Anthony Perosh,-500,435,20,435,8/3/2013,"Rio de Janeiro, Brazil", Brazil,Blue,FALSE,Light Heavyweight,MALE,3,1,0,0,16.28571429,0.398571429,0.571428571,1.142857143,0.192857143,3,4,11,0,0,0,0,1,2,0,3,Orthodox,190.5,190.5,205,1,0,0,20.5,0.3475,0.5,1,0.33,1,3,9,1,0,0,0,0,1,0,1,Orthodox,190.5,200.66,205,29,40,0,0,2,2,-1,2,-1,1,1,0,-10.16,-11,-4.21428571,0.071428571,0.142857143,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,0:14,14
Amanda Nunes,Sheila Gaff,-195,180,51.28205128,180,8/3/2013,"Rio de Janeiro, Brazil", Brazil,Red,FALSE,Women's Bantamweight,FEMALE,3,1,0,0,7,0.58,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,165.1,157.48,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,145,25,23,-1,0,0,0,-1,1,0,0,0,-7.62,-17.78,2,7,0,0,0,1,10,7,,,,7,,,,,,,,,,,,,10,,,,,,,,,,Red,KO/TKO,Elbows,1,2:08,128
Sergio Moraes,Neil Magny,-161,151,62.11180124,151,8/3/2013,"Rio de Janeiro, Brazil", Brazil,Red,FALSE,Welterweight,MALE,3,0,1,0,65,0.54,0,4,0.8,1,0,3,0,0,0,1,0,0,0,1,Orthodox,190.5,203.2,170,0,1,0,27,0.435,0.5,2,0.18,1,1,6,1,0,0,0,0,1,0,1,Orthodox,182.88,182.88,170,31,26,0,0,0,0,1,-3,-1,0,-1,7.62,20.32,5,38,-0.5,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Triangle Choke,1,3:13,193
Ian McCall,Iliarde Santos,-455,405,21.97802198,405,8/3/2013,"Rio de Janeiro, Brazil", Brazil,Red,FALSE,Flyweight,MALE,3,1,0,0,3,0.3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,165.1,167.64,125,3,0,0,52.66666667,0.4,0,2,0.26,0,3,9,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,125,29,32,2,0,0,0,2,-8,0,0,0,0,5.08,-3,-49.66666667,0,-2,0,1,,3,,,,,,,,,,,,3,,,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900
Rani Yahya,Josh Clopton,-1000,800,10,800,8/3/2013,"Rio de Janeiro, Brazil", Brazil,Red,FALSE,Featherweight,MALE,3,1,0,0,43,0.69,0,4,0.66,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,145,0,2,0,17.75,0.405,1,2.25,0.295,2,1,10,0,0,0,2,0,1,0,3,Orthodox,167.64,170.18,135,28,32,-1,-2,-2,-3,0,-7,0,0,-1,0,2.54,-4,25.25,-1,1.75,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Ednaldo Oliveira,Francimar Barroso,-120,110,83.33333333,110,8/3/2013,"Rio de Janeiro, Brazil", Brazil,Blue,FALSE,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,205,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,195.58,200.66,205,29,33,1,0,0,0,1,-1,0,0,0,-10.16,-10.16,-4,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Viscardi Andrade,Bristol Marunde,-192,177,52.08333333,177,8/3/2013,"Rio de Janeiro, Brazil", Brazil,Red,FALSE,Welterweight,MALE,3,1,0,0,21,0.25,0,3,0.33,0,1,3,0,0,0,0,0,0,0,0,Orthodox,185.42,180.34,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,170,29,31,-1,0,0,0,-1,3,0,0,0,5.08,-10.16,-2,21,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,1:36,96
Demetrious Johnson,John Moraga,-420,375,23.80952381,375,7/27/2013,"Seattle, Washington, USA", USA,Red,TRUE,Flyweight,MALE,5,0,2,0,30,0.44,0.5,1,0.5,2,0,4,0,0,0,0,1,1,0,2,Orthodox,167.64,167.64,125,0,3,0,69,0.481428571,0,4,0.414285714,3,2,27,3,0,1,4,0,0,0,5,Orthodox,160.02,167.64,125,26,29,0,-1,-1,-3,2,-23,-3,1,1,7.62,0,-3,-39,0.5,-3,0,1,4,0,,,,,,,,,,,,0,7,,,,,,,,,,,,4,,Red,SUB,Armbar,5,3:43,1423
Rory MacDonald,Jake Ellenberger,-230,210,43.47826087,210,7/27/2013,"Seattle, Washington, USA", USA,Red,FALSE,Welterweight,MALE,3,0,2,0,24.3,0.446,0.3,1.8,0.481,6,2,22,0,0,1,2,4,0,1,8,Orthodox,175.26,180.34,170,0,4,0,44.33333333,0.523333333,0.666666667,2.5,0.51,4,1,13,0,0,0,2,2,1,0,5,Orthodox,182.88,193.04,170,24,28,0,-2,2,3,-1,9,0,3,-1,-7.62,-12.7,-4,-20.03333333,-0.366666667,-0.7,0,1,4,3,,,,,,,,3,,,,,,,,,,,,,4,,,,,,Red,U-DEC,,3,5:00,900
