R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1
John Albert,Erik Perez,-185,170,54.05405405,170,6/1/2012,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,135,1,0,0,26,0.585,1.5,0,0,1,1,2,0,0,0,0,1,0,0,1,Orthodox,172.72,172.72,135,25,22,1,0,-1,-1,1,-2,0,-1,0,0,0,3,-0.585,-1.5,0,0,1
Junior Dos Santos,Frank Mir,-475,420,21.05263158,420,5/26/2012,"Las Vegas, Nevada, USA", USA,Red,TRUE,Heavyweight,MALE,5,0,3,0,12.36842105,0.518947368,1.052631579,1,0.343157895,4,5,28,4,0,0,2,3,8,0,14,Southpaw,190.5,200.66,264,0,8,0,43.625,0.53125,0,0.375,0.1875,8,0,14,1,0,0,2,6,0,0,8,Orthodox,193.04,195.58,238,28,33,0,-5,-4,6,-5,14,3,-3,8,-2.54,5.08,-5,-0.012302632,1.052631579,0.625,0,1
Cain Velasquez,Antonio Silva,-400,355,25,355,5/26/2012,"Las Vegas, Nevada, USA", USA,Red,FALSE,Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,193.04,203.2,264,1,0,0,37.5,0.60625,0.25,1.875,0.43125,7,1,12,2,0,0,1,6,0,0,7,Orthodox,185.42,195.58,240,29,32,1,0,-7,-7,1,-12,-2,-6,0,7.62,7.62,-3,-0.60625,-0.25,-1.875,0,1
Roy Nelson,Dave Herman,-162,152,61.72839506,152,5/26/2012,"Las Vegas, Nevada, USA", USA,Red,FALSE,Heavyweight,MALE,3,1,0,0,53,0.625,0,0.5,0.5,1,1,4,0,0,0,0,1,0,0,1,Orthodox,193.04,193.04,242,1,0,0,22.66666667,0.401666667,0.166666667,0.5,0.25,2,3,14,1,0,0,0,3,0,0,3,Orthodox,182.88,182.88,263,35,27,0,0,-1,-2,2,-10,-1,-2,0,10.16,10.16,8,0.223333333,-0.166666667,0,0,1
Stipe Miocic,Shane del Rosario,-170,150,58.82352941,150,5/26/2012,"Las Vegas, Nevada, USA", USA,Red,FALSE,Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,193.04,200.66,250,0,2,0,38,0.47,0,2,0.285,2,0,4,0,0,0,1,1,0,0,2,Orthodox,193.04,203.2,240,29,28,0,-2,-2,-2,0,-4,0,-1,0,0,-2.54,1,-0.47,0,-2,0,1
Stefan Struve,Lavar Johnson,-130,120,76.92307692,120,5/26/2012,"Las Vegas, Nevada, USA", USA,Red,FALSE,Heavyweight,MALE,3,0,2,0,52,0.62,0,0,0,2,0,2,0,0,0,0,2,0,0,2,Orthodox,193.04,208.28,240,0,2,0,18.2,0.479,1.7,0.3,0.3,3,3,16,0,1,0,0,3,3,0,7,Orthodox,210.82,213.36,265,24,34,0,0,-1,-5,3,-14,0,-1,-3,-17.78,-5.08,-10,0.141,-1.7,-0.3,0,1
Diego Brandao,Darren Elkins,-260,240,38.46153846,240,5/26/2012,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Featherweight,MALE,3,0,2,0,26.25,0.205,0.75,1,0.4775,2,1,8,0,0,0,2,1,0,0,3,Orthodox,177.8,180.34,145,0,1,0,19,0.48,1,1,1,1,0,1,1,0,0,0,0,1,0,1,Orthodox,170.18,172.72,145,24,28,0,1,1,2,-1,7,-1,1,-1,7.62,7.62,-4,-0.275,-0.25,0,0,1
Edson Barboza,Jamie Varner,-540,460,18.51851852,460,5/26/2012,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Lightweight,MALE,3,0,1,0,12.5,0.345,1,5,0.8,1,1,4,0,0,0,0,0,1,0,1,Orthodox,172.72,182.88,155,0,4,0,47.75,0.39,0,1,0.5,4,0,12,0,0,1,1,2,0,0,4,Orthodox,180.34,190.5,155,26,27,0,-3,-3,-3,-1,-8,0,-2,1,-7.62,-7.62,-1,-0.045,1,4,0,1
Jason Miller,CB Dollaway,-155,145,64.51612903,145,5/26/2012,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Middleweight,MALE,3,2,0,0,11,0.433333333,0.888888889,1.888888889,0.525555556,3,4,14,1,0,0,2,1,2,0,5,Orthodox,187.96,193.04,185,2,0,0,21.5,0.305,0,1,0.125,0,2,6,0,0,0,0,0,0,0,0,Orthodox,185.42,182.88,185,31,28,0,0,3,5,-2,8,1,1,2,2.54,10.16,3,0.128333333,0.888888889,0.888888889,0,1
Dan Hardy,Duane Ludwig,-130,120,76.92307692,120,5/26/2012,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE,3,1,0,0,41.14285714,0.462857143,0,0.142857143,0.071428571,2,3,13,0,0,1,2,1,0,0,4,Orthodox,177.8,177.8,170,4,0,0,27.625,0.3,0.375,0.375,0.21875,4,4,22,1,0,2,1,1,0,0,4,Orthodox,182.88,187.96,170,30,33,3,0,-2,0,1,-9,-1,0,0,-5.08,-10.16,-3,0.162857143,-0.375,-0.232142857,0,1
Jacob Volkmann,Paul Sass,-190,175,52.63157895,175,5/26/2012,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Lightweight,MALE,3,0,2,0,2,0.31,3.5,0,0,2,0,2,0,0,0,0,0,2,0,2,Orthodox,182.88,185.42,155,0,5,0,16.85714286,0.38,1.857142857,2.714285714,0.48,5,2,19,0,0,2,3,0,0,0,5,Southpaw,175.26,180.34,155,31,23,0,-3,-3,-3,2,-17,0,0,2,7.62,5.08,8,-0.07,1.642857143,-2.714285714,0,1
Kyle Kingsbury,Glover Teixeira,215,-235,215,42.55319149,5/26/2012,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,193.04,205,1,0,0,41.5,0.47,0,2.666666667,0.228333333,4,2,16,0,0,1,2,1,0,0,4,Orthodox,193.04,193.04,205,30,32,1,0,-4,-4,2,-16,0,-1,0,-5.08,0,-2,-0.47,0,-2.666666667,0,1
Mike Brown,Daniel Pineda,-118,108,84.74576271,108,5/26/2012,"Las Vegas, Nevada, USA", USA,Red,FALSE,Featherweight,MALE,3,0,2,0,16.5,0.725,1.5,0.5,0.5,2,0,2,0,0,0,0,0,2,0,2,Orthodox,170.18,175.26,145,0,1,0,39,0.6,0,2.75,0.505,1,3,10,0,0,0,1,0,0,0,1,Orthodox,167.64,177.8,145,36,26,0,1,1,1,3,-8,0,0,2,2.54,-2.54,10,0.125,1.5,-2.25,0,1
Chan Sung Jung,Dustin Poirier,290,-350,290,28.57142857,5/15/2012,"Fairfax, Virginia, USA", USA,Red,FALSE,Featherweight,MALE,5,0,4,0,45.5,0.46,1,1.75,0.47,4,0,9,0,0,0,2,0,2,0,4,Southpaw,175.26,182.88,155,0,2,0,18,0.45,0.5,0.5,0.25,2,0,3,0,0,0,0,1,1,0,2,Orthodox,170.18,182.88,145,25,23,0,2,2,2,0,6,0,-1,1,5.08,0,2,0.01,0.5,1.25,0,1
Amir Sadollah,Jorge Lopez,-105,-105,95.23809524,95.23809524,5/15/2012,"Fairfax, Virginia, USA", USA,Red,FALSE,Welterweight,MALE,3,1,0,0,42,0.66,0,3,1,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,183,170,1,0,0,60.25,0.41625,0.25,0.5,0.25,2,3,19,1,0,0,3,1,1,0,5,Orthodox,177.8,187.96,170,31,23,0,0,-2,-5,2,-16,-1,-1,-1,0,-4.96,8,0.24375,-0.25,2.5,0,1
Donald Cerrone,Jeremy Stephens,-220,200,45.45454545,200,5/15/2012,"Fairfax, Virginia, USA", USA,Red,FALSE,Lightweight,MALE,3,1,0,0,31.69230769,0.454615385,0.615384615,1.384615385,0.401538462,2,6,34,0,0,1,2,3,0,1,7,Orthodox,172.72,180.34,145,1,0,0,51.6,0.5,0.4,0.6,0.15,4,1,10,0,0,0,1,1,2,0,4,Orthodox,185.42,185.42,155,29,25,0,0,-2,3,-5,24,0,3,-2,-12.7,-5.08,4,-0.045384615,0.215384615,0.784615385,0,1
Yves Jabouin,Jeff Hougland,-305,275,32.78688525,275,5/15/2012,"Fairfax, Virginia, USA", USA,Red,FALSE,Bantamweight,MALE,3,0,1,0,61,0.52,4,1,0.2,1,0,3,0,0,0,1,0,0,0,1,Orthodox,170.18,172.72,135,0,2,0,28.66666667,0.376666667,0,1.333333333,0.22,2,1,7,0,0,2,0,0,0,0,2,Orthodox,170.18,172.72,135,32,33,0,-1,-1,-1,1,-4,0,0,0,0,0,-1,0.143333333,4,-0.333333333,0,1
Igor Pokrajac,Fabio Maldonado,130,-140,130,71.42857143,5/15/2012,"Fairfax, Virginia, USA", USA,Red,FALSE,Light Heavyweight,MALE,3,1,0,0,83.5,0.63,2,1,0.5,1,1,6,0,0,0,0,1,0,0,1,Orthodox,185.42,190.5,205,0,2,0,20.16666667,0.483333333,0.166666667,0.833333333,0.276666667,2,3,12,0,0,0,0,2,1,0,3,Orthodox,182.88,193.04,205,33,32,-1,-2,-1,-2,2,-6,0,-1,-1,2.54,-2.54,1,0.146666667,1.833333333,0.166666667,0,1
Jason MacDonald,Tom Lawlor,200,-220,200,45.45454545,5/15/2012,"Fairfax, Virginia, USA", USA,Blue,FALSE,Middleweight,MALE,3,1,0,0,26.5,0.401666667,1,2.166666667,0.225,2,3,13,0,0,0,2,0,1,0,3,Southpaw,182.88,187.96,205,1,0,0,9.923076923,0.536153846,0.846153846,0.615384615,0.178461538,2,7,22,0,0,0,0,2,4,0,6,Orthodox,190.5,203.2,185,36,29,0,0,0,-3,4,-9,0,-2,-3,-7.62,-15.24,7,-0.134487179,0.153846154,1.551282052,0,1
Brad Tavares,Dongi Yang,-160,150,62.5,150,5/15/2012,"Fairfax, Virginia, USA", USA,Red,FALSE,Middleweight,MALE,3,1,0,0,52.66666667,0.563333333,0.666666667,1.666666667,0.7,1,2,8,0,0,0,0,1,0,0,1,Southpaw,177.8,180.34,185,1,0,0,17.66666667,0.536666667,0,1.333333333,0.25,2,1,7,0,0,0,1,1,0,0,2,Orthodox,185.42,187.96,185,24,27,0,0,-1,-1,-1,1,0,0,0,-7.62,-7.62,-3,0.026666666,0.666666667,0.333333334,0,1
Cody McKenzie,Marcus LeVesseur,170,-185,170,54.05405405,5/15/2012,"Fairfax, Virginia, USA", USA,Red,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,175.26,177.8,155,2,0,0,10.33333333,0.186666667,1,1,0.406666667,1,2,5,0,0,0,0,0,1,0,1,Switch,182.88,182.88,155,24,29,2,0,-1,-1,2,-5,0,0,-1,-7.62,-5.08,-5,-0.186666667,-1,-1,0,1
TJ Grant,Carlo Prater,-430,380,23.25581395,380,5/15/2012,"Fairfax, Virginia, USA", USA,Red,FALSE,Lightweight,MALE,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Switch,180.34,182.88,155,0,1,0,28.28571429,0.492857143,0.571428571,1.571428571,0.42,1,3,19,0,0,1,1,1,1,0,4,Orthodox,177.8,182.88,155,28,30,0,0,0,-3,3,-18,0,-1,-1,2.54,0,-2,-0.492857143,-0.571428571,-1.571428571,0,1
Rafael Dos Anjos,Kamal Shalorus,-365,328,27.39726027,328,5/15/2012,"Fairfax, Virginia, USA", USA,Red,FALSE,Lightweight,MALE,3,2,0,0,19.5,0.245,0,0.5,0.165,0,2,6,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,155,1,0,0,24.75,0.33,1,1.75,0.29375,3,4,21,0,0,0,2,1,1,0,4,Southpaw,172.72,177.8,170,27,39,-1,0,-3,-4,2,-15,0,-1,-1,0,-5.08,-12,-0.085,-1,-1.25,0,1
Jeff Curran,Johnny Eduardo,110,-120,110,83.33333333,5/15/2012,"Fairfax, Virginia, USA", USA,Blue,FALSE,Bantamweight,MALE,3,1,0,0,28,0.32,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,180.34,135,2,0,0,25,0.46,1,0,0,0,2,6,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,135,34,33,1,0,0,0,1,-3,0,0,0,2.54,5.08,1,-0.14,0,0,0,1
Alex Soto,Francisco Rivera,215,-235,215,42.55319149,5/15/2012,"Fairfax, Virginia, USA", USA,Blue,FALSE,Bantamweight,MALE,3,1,0,0,22,0.57,3,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,135,1,0,0,6,0.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,172.72,180.34,135,28,30,0,0,0,0,0,2,0,0,0,0,-7.62,-2,-0.18,3,0,0,1
Nate Diaz,Jim Miller,150,-160,150,62.5,5/5/2012,"East Rutherford, New Jersey, USA", USA,Red,FALSE,Lightweight,MALE,5,0,1,0,24,0.3275,2.25,1.583333333,0.430833333,7,2,29,0,0,0,4,2,4,0,10,Southpaw,172.72,180.34,155,0,2,0,44.73333333,0.432666667,1.2,0.933333333,0.365333333,5,5,34,1,0,1,1,1,7,0,10,Southpaw,182.88,193.04,170,27,28,0,-1,2,0,3,-5,-1,1,-3,-10.16,-12.7,-1,-0.105166667,1.05,0.65,0,1
Josh Koscheck,Johny Hendricks,123,-133,123,75.18796992,5/5/2012,"East Rutherford, New Jersey, USA", USA,Blue,FALSE,Welterweight,MALE,3,0,3,0,28,0.635,0.625,2.75,0.265,4,1,17,0,1,1,1,4,0,0,7,Southpaw,175.26,175.26,185,0,2,0,18.85,0.4015,0.35,1.8,0.511,5,5,44,1,0,1,5,6,3,0,15,Orthodox,177.8,185.42,170,34,28,0,1,-1,-8,4,-27,-1,-2,-3,-2.54,-10.16,6,0.2335,0.275,0.95,0,1
Rousimar Palhares,Alan Belcher,-210,190,47.61904762,190,5/5/2012,"East Rutherford, New Jersey, USA", USA,Blue,FALSE,Middleweight,MALE,3,0,3,0,26.41666667,0.416666667,0.416666667,0.333333333,0.22,3,4,24,0,0,1,0,3,3,1,8,Orthodox,187.96,185.42,185,0,3,0,13.88888889,0.363333333,1.444444444,1.444444444,0.368888889,3,2,17,0,0,0,2,0,5,0,7,Orthodox,172.72,180.34,170,32,28,0,0,0,1,-2,7,0,4,-2,15.24,5.08,4,0.053333334,-1.027777777,-1.111111111,0,1
Pat Barry,Lavar Johnson,-150,140,66.66666667,140,5/5/2012,"East Rutherford, New Jersey, USA", USA,Blue,FALSE,Heavyweight,MALE,3,0,1,0,65,0.7,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,193.04,208.28,240,0,1,0,19.875,0.5175,0,0,0,1,4,14,0,0,0,1,3,0,0,4,Orthodox,180.34,187.96,235,32,34,0,0,0,-3,4,-13,0,-2,0,12.7,20.32,-2,0.1825,0,0,0,1
Tony Ferguson,Michael Johnson,-315,285,31.74603175,285,5/5/2012,"East Rutherford, New Jersey, USA", USA,Blue,FALSE,Lightweight,MALE,3,0,1,0,32.25,0.4025,0,0.5,0.5,1,2,8,1,0,0,1,1,0,0,2,Southpaw,177.8,185.42,145,0,3,0,37.66666667,0.393333333,0.333333333,1,0.553333333,3,0,5,1,0,0,1,1,0,1,3,Orthodox,180.34,193.04,155,28,25,0,-2,-2,-1,-2,3,0,-1,0,-2.54,-7.62,3,0.009166667,-0.333333333,-0.5,0,1
John Dodson,Tim Elliott,-510,440,19.60784314,440,5/5/2012,"East Rutherford, New Jersey, USA", USA,Red,FALSE,Flyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,170.18,167.64,135,0,1,0,7,0.29,0,0,0,1,0,1,1,0,0,0,1,0,0,1,Orthodox,160.02,167.64,135,27,25,0,-1,-1,-1,0,-1,-1,-1,0,10.16,0,2,-0.29,0,0,0,1
John Hathaway,Pascal Krauss,-185,170,54.05405405,170,5/5/2012,"East Rutherford, New Jersey, USA", USA,Red,FALSE,Welterweight,MALE,3,0,1,0,50,0.51,2,3,0.75,1,0,3,0,0,0,1,0,0,0,1,Orthodox,185.42,182.88,170,0,1,0,45.66666667,0.426666667,1.166666667,2.833333333,0.406666667,4,1,16,0,0,1,3,1,0,0,5,Orthodox,185.42,190.5,170,24,25,0,0,-3,-4,1,-13,0,-1,0,0,-7.62,-1,0.083333333,0.833333333,0.166666667,0,1
Louis Gaudinot,John Lineker,245,-265,245,37.73584906,5/5/2012,"East Rutherford, New Jersey, USA", USA,Red,FALSE,Flyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,170.18,135,1,0,0,6,0.2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,160.02,160.02,125,27,21,1,0,0,0,1,-3,0,0,0,0,10.16,6,-0.2,0,0,0,1
Danny Castillo,John Cholish,140,-150,140,66.66666667,5/5/2012,"East Rutherford, New Jersey, USA", USA,Red,FALSE,Lightweight,MALE,3,0,1,0,55,0.68,0,1,0.16,1,0,2,0,0,0,0,1,0,0,1,Orthodox,180.34,182.88,155,0,2,0,33,0.59,0,3.75,0.5075,2,1,10,0,0,1,1,1,0,0,3,Orthodox,175.26,180.34,155,32,28,0,-1,-1,-2,1,-8,0,0,0,5.08,2.54,4,0.09,0,-2.75,0,1
Dennis Bermudez,Pablo Garza,-110,100,90.90909091,100,5/5/2012,"East Rutherford, New Jersey, USA", USA,Red,FALSE,Featherweight,MALE,3,1,0,0,14.33333333,0.456666667,0.666666667,0,0,2,1,4,0,0,0,0,1,1,0,2,Orthodox,185.42,185.42,145,1,0,0,25,0.32,0,1,1,0,1,1,1,0,0,0,0,0,0,0,Orthodox,167.64,167.64,155,25,28,0,0,2,2,0,3,-1,1,1,17.78,17.78,-3,0.136666667,0.666666667,-1,0,1
Roland Delorme,Nick Denis,240,-280,240,35.71428571,5/5/2012,"East Rutherford, New Jersey, USA", USA,Red,FALSE,Bantamweight,MALE,3,0,1,0,11,0.47,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,170.18,178,135,0,1,0,36,0.67,2,2,0.4,1,0,3,0,0,0,0,0,1,0,1,Orthodox,175.26,180.34,135,28,28,0,0,0,0,0,-2,0,1,-1,-5.08,-2.34,0,-0.2,-2,-2,0,1
Mike Massenzio,Karlos Vemola,-130,110,76.92307692,110,5/5/2012,"East Rutherford, New Jersey, USA", USA,Blue,FALSE,Middleweight,MALE,3,1,0,0,14,0.376666667,0.666666667,0.666666667,0.333333333,1,2,7,0,0,0,0,1,0,0,1,Orthodox,182.88,190.5,185,1,0,0,17.16666667,0.308333333,0.833333333,1.5,0.291666667,1,4,12,0,0,0,1,0,1,0,2,Southpaw,187.96,185.42,185,29,26,0,0,0,-1,2,-5,0,1,-1,-5.08,5.08,3,0.068333334,-0.166666666,-0.833333333,0,1
Jon Jones,Rashad Evans,-510,440,19.60784314,440,4/21/2012,"Atlanta, Georgia, USA", USA,Red,TRUE,Light Heavyweight,MALE,5,0,4,0,27.5,0.381428571,0,3.428571429,0.462857143,5,2,39,3,1,3,3,5,0,0,12,Orthodox,182.88,190.5,205,0,6,0,36.2,0.558,0.7,2.1,0.659,6,1,22,3,0,0,2,3,4,0,9,Orthodox,193.04,213.36,205,24,32,0,-2,-1,3,-1,17,0,2,-4,-10.16,-22.86,-8,-0.176571429,-0.7,1.328571429,0,1
Rory MacDonald,Che Mills,-660,540,15.15151515,540,4/21/2012,"Atlanta, Georgia, USA", USA,Red,FALSE,Welterweight,MALE,3,0,1,0,11,0.68,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,185.42,193.04,170,0,2,0,25.75,0.4725,1,3,0.4325,2,1,8,0,0,0,1,1,1,0,3,Orthodox,182.88,193.04,170,22,29,0,-1,-1,-2,1,-7,0,0,-1,2.54,0,-7,0.2075,-1,-3,0,1
Brendan Schaub,Ben Rothwell,-215,195,46.51162791,195,4/21/2012,"Atlanta, Georgia, USA", USA,Blue,FALSE,Heavyweight,MALE,3,1,0,0,22,0.376666667,0.666666667,2.333333333,0.283333333,1,2,8,0,0,0,1,0,0,0,1,Orthodox,193.04,198.12,265,1,0,0,25.16666667,0.458333333,0,0.666666667,0.083333333,4,2,10,1,0,0,1,3,0,0,4,Orthodox,193.04,198.12,245,29,30,0,0,-3,-3,0,-2,-1,-3,0,0,0,-1,-0.081666666,0.666666667,1.666666666,0,1
Miguel Torres,Michael McDonald,-105,-105,95.23809524,95.23809524,4/21/2012,"Atlanta, Georgia, USA", USA,Blue,FALSE,Bantamweight,MALE,3,0,3,0,31.66666667,0.48,1,2,0.5,3,0,7,0,0,1,1,1,0,0,3,Orthodox,175.26,177.8,135,0,1,0,49,0.473333333,1,0,0,1,1,9,0,0,0,2,0,0,0,2,Orthodox,175.26,193.04,135,31,21,0,2,2,1,1,-2,0,1,0,0,-15.24,10,0.006666667,0,2,0,1
Mark Hominick,Eddie Yagin,-480,423,20.83333333,423,4/21/2012,"Atlanta, Georgia, USA", USA,Blue,FALSE,Featherweight,MALE,3,1,0,0,10,0.38,2,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,175,145,2,0,0,29,0.318,0.2,0.2,0.1,3,2,12,1,0,0,1,1,1,0,3,Orthodox,172.72,172.72,145,29,33,1,0,-3,-3,1,-9,-1,-1,-1,-2.54,2.28,-4,0.062,1.8,-0.2,0,1
Mark Bocek,John Alessio,-290,260,34.48275862,260,4/21/2012,"Atlanta, Georgia, USA", USA,Red,FALSE,Lightweight,MALE,3,3,0,0,10.33333333,0.313333333,1,0.666666667,0.066666667,0,3,8,1,0,0,0,0,0,0,0,Orthodox,177.8,182.88,155,0,1,0,18.4,0.39,1.2,2.8,0.581,3,4,22,0,0,0,2,0,4,0,6,Orthodox,172.72,190.5,155,30,32,-3,-1,-3,-6,1,-14,1,0,-4,5.08,-7.62,-2,-0.076666667,-0.2,-2.133333333,0,1
Travis Browne,Chad Griggs,-300,270,33.33333333,270,4/21/2012,"Atlanta, Georgia, USA", USA,Red,FALSE,Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,205,0,2,0,25.75,0.4175,0.25,1.5,0.665,2,1,8,0,0,0,1,2,0,0,3,Orthodox,198.12,200.66,255,29,33,0,-2,-2,-3,1,-8,0,-2,0,-12.7,-15.24,-4,-0.4175,-0.25,-1.5,0,1
Matt Brown,Stephen Thompson,200,-220,200,45.45454545,4/21/2012,"Atlanta, Georgia, USA", USA,Red,FALSE,Welterweight,MALE,3,0,1,0,22,0.57,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,182.88,190.5,170,0,1,0,28.45454545,0.598181818,1.272727273,0.818181818,0.461818182,3,5,24,0,0,0,1,4,1,0,6,Orthodox,182.88,190.5,170,31,29,0,0,-2,-5,5,-23,0,-3,-1,0,0,2,-0.028181818,-1.272727273,-0.818181818,0,1
John Makdessi,Anthony Njokuani,200,-220,200,45.45454545,4/21/2012,"Atlanta, Georgia, USA", USA,Blue,FALSE,Lightweight,MALE,3,1,0,0,77.33333333,0.453333333,0.333333333,1,0.553333333,1,2,9,0,0,0,1,0,0,0,1,Orthodox,185.42,190.5,155,1,0,0,41.33333333,0.363333333,0,0,0,2,1,7,0,0,0,1,1,0,0,2,Orthodox,172.72,172.72,155,26,32,0,0,-1,-1,-1,2,0,-1,0,12.7,17.78,-6,0.09,0.333333333,1,0,1
Mac Danzig,Efrain Escudero,-135,125,74.07407407,125,4/21/2012,"Atlanta, Georgia, USA", USA,Red,FALSE,Lightweight,MALE,3,2,0,0,24.5,0.358333333,1,1.333333333,0.311666667,2,3,16,1,0,0,2,1,0,0,3,Orthodox,175.26,177.8,155,1,0,0,31.77777778,0.488888889,0.555555556,1,0.406666667,2,5,20,1,0,0,1,1,2,0,4,Orthodox,172.72,177.8,155,32,26,-1,0,0,-1,2,-4,0,0,-2,2.54,0,6,-0.130555556,0.444444444,0.333333333,0,1
Keith Wisniewski,Chris Clements,135,-145,135,68.96551724,4/21/2012,"Atlanta, Georgia, USA", USA,Blue,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,170,2,0,0,27.5,0.42,0,1.5,0.3,0,2,5,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,170,30,36,2,0,0,0,2,-5,0,0,0,-5.08,-12.7,-6,-0.42,0,-1.5,0,1
Marcus Brimage,Maximo Blanco,215,-235,215,42.55319149,4/21/2012,"Atlanta, Georgia, USA", USA,Red,FALSE,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,145,0,1,0,88,0.44,0,1,1,1,0,3,0,0,0,1,0,0,0,1,Southpaw,162.56,180.34,135,27,28,0,-1,-1,-1,0,-3,0,0,0,10.16,0,-1,-0.44,0,-1,0,1
Alexander Gustafsson,Thiago Silva,-260,240,38.46153846,240,4/14/2012,"Stockholm, Sweden", Sweden,Red,FALSE,Light Heavyweight,MALE,3,2,0,0,22.375,0.5725,0.375,0.625,0.3125,4,3,13,0,0,0,0,5,0,0,5,Orthodox,187.96,187.96,205,0,4,0,14.16666667,0.34,0.833333333,0.5,0.193333333,4,1,8,0,0,0,0,3,2,0,5,Orthodox,195.58,200.66,205,25,29,-2,-4,0,0,-2,5,0,2,-2,-7.62,-12.7,-4,0.2325,-0.458333333,0.125,0,1
Brian Stann,Alessio Sakara,-380,340,26.31578947,340,4/14/2012,"Stockholm, Sweden", Sweden,Red,FALSE,Middleweight,MALE,3,1,0,0,20.66666667,0.4475,0,0.833333333,0.125,3,6,19,0,0,1,1,4,0,0,6,Orthodox,182.88,182.88,185,1,0,0,26.875,0.4125,0.375,0,0,3,3,18,0,0,0,2,2,1,0,5,Orthodox,185.42,187.96,205,31,30,0,0,0,1,-3,1,0,2,-1,-2.54,-5.08,1,0.035,-0.375,0.833333333,0,1
Paulo Thiago,Siyar Bahadurzada,-150,140,66.66666667,140,4/14/2012,"Stockholm, Sweden", Sweden,Blue,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,0,1,0,17.57142857,0.382857143,1.714285714,1.428571429,0.277142857,2,3,18,0,0,0,2,1,1,0,4,Orthodox,180.34,185.42,170,31,27,0,-1,-2,-4,3,-18,0,-1,-1,0,0,4,-0.382857143,-1.714285714,-1.428571429,0,1
