,R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,constant_1,label
1029,Damien Brown,Dong Hyun Ma,115.0,-135.0,115.0,74.07407407,2018-02-10,"Perth, Western Australia, Australia", Australia,Blue,False,Lightweight,MALE,3.0,0.0,2.0,0.0,34.0,0.5425,0.0,1.5,0.415,2.0,2.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Orthodox,180.34,177.8,155.0,2.0,0.0,0.0,39.2,0.43200000000000005,0.6,0.6,0.122,2.0,3.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,Orthodox,177.8,172.72,155.0,33.0,29.0,2.0,2.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,2.54,5.08,4.0,0.1105,-0.6,0.9,1.0,0
1030,Rob Wilkinson,Israel Adesanya,305.0,-365.0,305.0,27.39726027,2018-02-10,"Perth, Western Australia, Australia", Australia,Blue,False,Middleweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switch,193.04,203.2,185.0,1.0,0.0,0.0,24.0,0.52,0.0,2.0,0.4,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,190.5,203.2,185.0,25.0,28.0,1.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,2.54,0.0,-3.0,-0.52,0.0,-2.0,1.0,0
1031,Alexander Volkanovski,Jeremy Kennedy,-200.0,170.0,50.0,170.0,2018-02-10,"Perth, Western Australia, Australia", Australia,Red,False,Featherweight,MALE,3.0,0.0,3.0,0.0,38.0,0.47666666700000004,0.0,7.0,0.6,3.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,Orthodox,180.34,180.34,145.0,0.0,3.0,0.0,68.33333333,0.62,0.0,4.0,0.64,3.0,0.0,8.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,Orthodox,167.64,180.34,145.0,29.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,12.7,0.0,4.0,-0.143333333,0.0,3.0,1.0,1
1032,Jussier Formiga,Ben Nguyen,-110.0,-110.0,90.90909091,90.90909091,2018-02-10,"Perth, Western Australia, Australia", Australia,Red,False,Flyweight,MALE,3.0,0.0,2.0,0.0,30.0,0.478,0.8,0.2,0.2,2.0,1.0,8.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,Switch,165.1,165.1,125.0,0.0,1.0,0.0,13.8,0.35,0.5,1.3,0.33799999999999997,3.0,4.0,23.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,6.0,Orthodox,165.1,170.18,125.0,32.0,29.0,0.0,1.0,-1.0,-2.0,3.0,-15.0,0.0,1.0,0.0,0.0,-5.08,3.0,0.128,0.3,-1.1,1.0,1
1033,Ross Pearson,Mizuto Hirota,-160.0,140.0,62.5,140.0,2018-02-10,"Perth, Western Australia, Australia", Australia,Red,False,Lightweight,MALE,3.0,1.0,0.0,0.0,54.2,0.384,0.0,1.8,0.45,1.0,4.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,170.18,170.18,155.0,4.0,0.0,0.0,41.95652174,0.421304348,0.0,0.6521739129999999,0.347826087,3.0,12.0,59.0,1.0,0.0,2.0,4.0,4.0,0.0,1.0,11.0,Orthodox,172.72,175.26,155.0,33.0,36.0,3.0,0.0,-2.0,-10.0,8.0,-44.0,-1.0,-5.0,0.0,-2.54,-5.08,-3.0,-0.037304348,0.0,1.147826087,1.0,1
1034,Teruto Ishihara,Jose Quinonez,135.0,-155.0,135.0,64.51612903,2018-02-10,"Perth, Western Australia, Australia", Australia,Blue,False,Bantamweight,MALE,3.0,0.0,3.0,0.0,38.75,0.485,1.0,2.5,0.5525,3.0,1.0,10.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,Orthodox,172.72,175.26,135.0,0.0,1.0,0.0,39.0,0.513333333,0.0,0.333333333,0.055,2.0,3.0,15.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,Southpaw,170.18,175.26,135.0,26.0,27.0,0.0,2.0,1.0,0.0,2.0,-5.0,1.0,-2.0,1.0,2.54,0.0,-1.0,-0.028333333,1.0,2.166666667,1.0,0
1035,Luke Jumeau,Daichi Abe,140.0,-160.0,140.0,62.5,2018-02-10,"Perth, Western Australia, Australia", Australia,Red,False,Welterweight,MALE,3.0,0.0,1.0,0.0,63.0,0.34,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,180.34,180.34,170.0,1.0,0.0,0.0,44.5,0.495,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,180.34,182.88,170.0,29.0,26.0,1.0,1.0,0.0,0.0,1.0,-3.0,0.0,0.0,0.0,0.0,-2.54,3.0,-0.155,0.0,1.0,1.0,1
1036,Lyoto Machida,Eryk Anders,205.0,-245.0,205.0,40.81632653,2018-02-03,"Belem, Para, Brazil", Brazil,Red,False,Middleweight,MALE,5.0,0.0,2.0,0.0,51.0,0.675,0.0,1.5,0.5,2.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Southpaw,185.42,190.5,185.0,3.0,0.0,0.0,29.22727273,0.522727273,0.363636364,0.636363636,0.279545455,8.0,8.0,56.0,5.0,0.0,1.0,6.0,6.0,1.0,0.0,14.0,Southpaw,185.42,187.96,185.0,39.0,30.0,3.0,2.0,-6.0,-12.0,8.0,-52.0,-5.0,-5.0,-1.0,0.0,2.54,9.0,0.152272727,-0.363636364,0.8636363640000001,1.0,1
1037,Valentina Shevchenko,Priscila Cachoeira,-1100.0,700.0,9.090909091,700.0,2018-02-03,"Belem, Para, Brazil", Brazil,Red,False,Women's Flyweight,FEMALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,170.18,165.1,125.0,1.0,0.0,0.0,46.4,0.546,0.2,2.0,0.5720000000000001,2.0,2.0,18.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,Southpaw,165.1,167.64,125.0,29.0,29.0,1.0,0.0,-2.0,-3.0,2.0,-18.0,-1.0,0.0,-1.0,5.08,-2.54,0.0,-0.546,-0.2,-2.0,1.0,1
1038,Michel Prazeres,Desmond Green,-120.0,100.0,83.33333333,100.0,2018-02-03,"Belem, Para, Brazil", Brazil,Red,False,Lightweight,MALE,3.0,1.0,0.0,0.0,52.0,0.435,0.0,1.0,0.5,1.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Southpaw,177.8,185.42,155.0,0.0,5.0,0.0,33.55555556,0.491111111,0.333333333,3.888888889,0.434444444,5.0,2.0,25.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,7.0,Orthodox,167.64,170.18,170.0,36.0,28.0,-1.0,-5.0,-4.0,-6.0,1.0,-19.0,0.0,0.0,-2.0,10.16,15.24,8.0,-0.056111111,-0.333333333,-2.888888889,1.0,1
1039,Tim Johnson,Marcelo Golm,150.0,-170.0,150.0,58.82352941,2018-02-03,"Belem, Para, Brazil", Brazil,Red,False,Heavyweight,MALE,3.0,0.0,1.0,0.0,35.0,0.64,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,190.5,190.5,249.0,1.0,0.0,0.0,34.5,0.431666667,0.0,1.0,0.261666667,1.0,3.0,14.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,Southpaw,190.5,195.58,265.0,32.0,25.0,1.0,1.0,0.0,-2.0,3.0,-13.0,0.0,-1.0,1.0,0.0,-5.08,7.0,0.208333333,1.0,0.0,1.0,1
1040,Douglas Silva de Andrade,Marlon Vera,165.0,-190.0,165.0,52.63157895,2018-02-03,"Belem, Para, Brazil", Brazil,Red,False,Bantamweight,MALE,3.0,1.0,0.0,0.0,32.85714286,0.428571429,1.142857143,0.428571429,0.212857143,3.0,3.0,18.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,Switch,172.72,177.8,135.0,1.0,0.0,0.0,41.5,0.3275,0.0,0.75,0.5,2.0,2.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Orthodox,170.18,172.72,135.0,32.0,25.0,0.0,0.0,1.0,2.0,-1.0,7.0,0.0,0.0,2.0,2.54,5.08,7.0,0.101071429,1.142857143,-0.321428571,1.0,1
1041,Thiago Santos,Anthony Smith,-255.0,215.0,39.21568627,215.0,2018-02-03,"Belem, Para, Brazil", Brazil,Red,False,Middleweight,MALE,3.0,0.0,3.0,0.0,37.83333333,0.443333333,0.333333333,0.333333333,0.066666667,3.0,2.0,15.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,Orthodox,193.04,193.04,205.0,0.0,3.0,0.0,22.0,0.42166666700000005,0.0,0.166666667,0.083333333,4.0,4.0,18.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,8.0,Orthodox,187.96,193.04,205.0,34.0,29.0,0.0,0.0,-1.0,-4.0,2.0,-3.0,0.0,-4.0,0.0,5.08,0.0,5.0,0.021666666,0.333333333,0.166666666,1.0,1
1042,Sergio Moraes,Tim Means,173.0,-205.0,173.0,48.780487799999996,2018-02-03,"Belem, Para, Brazil", Brazil,Red,False,Welterweight,MALE,3.0,1.0,0.0,0.0,45.25,0.495625,0.125,0.5,0.21875,4.0,7.0,37.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,9.0,Orthodox,187.96,190.5,170.0,1.0,0.0,0.0,28.22222222,0.468888889,0.333333333,0.8888888890000001,0.261111111,4.0,3.0,23.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,6.0,Orthodox,182.88,182.88,170.0,35.0,33.0,0.0,0.0,0.0,3.0,-4.0,14.0,-1.0,3.0,-1.0,5.08,7.62,2.0,0.026736111,-0.208333333,-0.38888888899999996,1.0,1
1043,Alan Patrick,Damir Hadzovic,-240.0,200.0,41.66666667,200.0,2018-02-03,"Belem, Para, Brazil", Brazil,Red,False,Lightweight,MALE,3.0,0.0,1.0,0.0,12.5,0.355,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,175.26,177.8,155.0,0.0,2.0,0.0,21.0,0.48,0.4,2.6,0.402,2.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,Southpaw,180.34,187.96,155.0,34.0,31.0,0.0,-1.0,-1.0,-3.0,0.0,-8.0,0.0,0.0,0.0,-5.08,-10.16,3.0,-0.125,-0.4,-2.6,1.0,1
1044,Maia Stevenson,Polyana Viana,350.0,-440.0,350.0,22.72727273,2018-02-03,"Belem, Para, Brazil", Brazil,Blue,False,Women's Strawweight,FEMALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,165.1,170.18,115.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,162.56,157.48,115.0,35.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,12.7,10.0,0.0,0.0,0.0,1.0,0
1045,Iuri Alcantara,Joe Soto,-120.0,100.0,83.33333333,100.0,2018-02-03,"Belem, Para, Brazil", Brazil,Red,False,Bantamweight,MALE,3.0,1.0,0.0,0.0,33.85714286,0.408571429,1.285714286,0.571428571,0.352857143,3.0,4.0,17.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,Orthodox,167.64,165.1,135.0,2.0,0.0,0.0,27.875,0.46625,0.5,1.0,0.385,3.0,7.0,37.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0,9.0,Southpaw,175.26,180.34,135.0,37.0,30.0,1.0,0.0,0.0,-6.0,3.0,-20.0,1.0,-2.0,0.0,-7.62,-15.24,7.0,-0.057678571,0.7857142859999999,-0.428571429,1.0,1
1046,Deiveson Figueiredo,Joseph Morales,110.0,-130.0,110.0,76.92307692,2018-02-03,"Belem, Para, Brazil", Brazil,Red,False,Flyweight,MALE,3.0,0.0,1.0,0.0,12.0,0.54,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Switch,167.64,175.26,125.0,0.0,1.0,0.0,19.0,0.39,5.0,1.0,0.25,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Orthodox,165.1,172.72,125.0,30.0,23.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,2.54,2.54,7.0,0.15,-4.0,-1.0,1.0,1
1047,Jacare Souza,Derek Brunson,120.0,-140.0,120.0,71.42857143,2018-01-27,"Charlotte, North Carolina, USA", USA,Red,False,Middleweight,MALE,5.0,0.0,2.0,0.0,20.66666667,0.475,0.25,1.083333333,0.11916666699999999,5.0,3.0,20.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,9.0,Southpaw,185.42,195.58,185.0,1.0,0.0,0.0,19.44444444,0.505555556,0.7777777779999999,1.333333333,0.392222222,5.0,2.0,16.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,7.0,Orthodox,185.42,182.88,185.0,38.0,34.0,1.0,2.0,0.0,2.0,-1.0,4.0,0.0,4.0,-3.0,0.0,12.7,4.0,-0.030555556,-0.5277777779999999,-0.25,1.0,1
1048,Dennis Bermudez,Andre Fili,-150.0,130.0,66.66666667,130.0,2018-01-27,"Charlotte, North Carolina, USA", USA,Blue,False,Featherweight,MALE,3.0,0.0,1.0,0.0,38.0,0.357777778,0.111111111,1.888888889,0.522222222,1.0,4.0,21.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,5.0,Orthodox,180.34,187.96,145.0,2.0,0.0,0.0,47.28571429,0.455714286,0.857142857,2.785714286,0.408571429,7.0,5.0,33.0,1.0,0.0,2.0,4.0,1.0,2.0,0.0,9.0,Orthodox,167.64,167.64,155.0,31.0,27.0,2.0,1.0,-6.0,-4.0,1.0,-12.0,-1.0,1.0,-2.0,12.7,20.32,4.0,-0.097936508,-0.746031746,-0.8968253970000001,1.0,0
1049,Jordan Rinaldi,Gregor Gillespie,425.0,-550.0,425.0,18.18181818,2018-01-27,"Charlotte, North Carolina, USA", USA,Blue,False,Lightweight,MALE,3.0,0.0,3.0,0.0,23.0,0.48666666700000005,0.333333333,3.0,0.306666667,3.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,Orthodox,170.18,180.34,155.0,0.0,1.0,0.0,12.0,0.405,1.0,1.0,0.14,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,177.8,182.88,145.0,30.0,31.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,-7.62,-2.54,-1.0,0.081666667,-0.666666667,2.0,1.0,0
1050,Drew Dober,Frank Camacho,-140.0,120.0,71.42857143,120.0,2018-01-27,"Charlotte, North Carolina, USA", USA,Red,False,Welterweight,MALE,3.0,0.0,1.0,0.0,154.0,0.51,0.0,1.0,0.2,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Orthodox,177.8,185.42,170.0,0.0,1.0,0.0,25.77777778,0.341111111,0.111111111,0.5555555560000001,0.038888888999999996,2.0,5.0,17.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,Southpaw,172.72,177.8,155.0,29.0,28.0,0.0,0.0,-1.0,-3.0,5.0,-14.0,0.0,-2.0,-1.0,5.08,7.62,1.0,0.168888889,-0.111111111,0.444444444,1.0,1
1051,Erik Koch,Bobby Green,155.0,-175.0,155.0,57.14285714,2018-01-27,"Charlotte, North Carolina, USA", USA,Blue,False,Lightweight,MALE,3.0,4.0,0.0,0.0,55.875,0.465,0.125,0.625,0.22875,4.0,4.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,Orthodox,177.8,180.34,155.0,1.0,0.0,0.0,17.75,0.3725,0.75,0.25,0.0625,2.0,4.0,16.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,Southpaw,177.8,180.34,155.0,29.0,31.0,-3.0,0.0,2.0,0.0,0.0,4.0,0.0,-1.0,0.0,0.0,0.0,-2.0,0.0925,-0.625,0.375,1.0,0
1052,Mirsad Bektic,Godofredo Pepey,-550.0,425.0,18.18181818,425.0,2018-01-27,"Charlotte, North Carolina, USA", USA,Red,False,Featherweight,MALE,3.0,1.0,0.0,0.0,18.4,0.402,0.8,0.2,0.1,3.0,5.0,18.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,5.0,Orthodox,170.18,185.42,145.0,1.0,0.0,0.0,32.8,0.494,0.4,3.0,0.564,4.0,1.0,12.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,Orthodox,172.72,177.8,145.0,26.0,30.0,0.0,0.0,-1.0,1.0,-4.0,6.0,1.0,0.0,2.0,-2.54,7.62,-4.0,-0.092,0.4,-2.8,1.0,1
1053,Katlyn Chookagian,Mara Romero Borella,-190.0,165.0,52.63157895,165.0,2018-01-27,"Charlotte, North Carolina, USA", USA,Red,False,Women's Flyweight,FEMALE,3.0,0.0,1.0,0.0,3.0,0.6,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,167.64,175.26,125.0,0.0,1.0,0.0,57.33333333,0.296666667,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,Orthodox,175.26,172.72,125.0,29.0,31.0,0.0,0.0,0.0,-1.0,1.0,-8.0,0.0,0.0,1.0,-7.62,2.54,-2.0,0.303333333,1.0,1.0,1.0,1
1054,Randa Markos,Juliana Lima,-155.0,135.0,64.51612903,135.0,2018-01-27,"Charlotte, North Carolina, USA", USA,Red,False,Women's Strawweight,FEMALE,3.0,1.0,0.0,0.0,28.0,0.43,0.0,1.6666666669999999,0.385,2.0,3.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,Orthodox,165.1,165.1,115.0,1.0,0.0,0.0,41.42857143,0.37285714299999995,0.28571428600000004,1.428571429,0.375714286,1.0,4.0,19.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,Orthodox,162.56,160.02,115.0,32.0,35.0,0.0,0.0,1.0,0.0,1.0,-2.0,0.0,0.0,0.0,2.54,5.08,-3.0,0.057142857000000005,-0.28571428600000004,0.23809523800000001,1.0,1
1055,Justine Kish,Ji Yeon Kim,-160.0,140.0,62.5,140.0,2018-01-27,"Charlotte, North Carolina, USA", USA,Blue,False,Women's Flyweight,FEMALE,3.0,1.0,0.0,0.0,60.0,0.37,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,170.18,182.88,125.0,1.0,0.0,0.0,54.33333333,0.5166666670000001,0.333333333,1.333333333,0.433333333,2.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Orthodox,165.1,162.56,125.0,29.0,28.0,0.0,0.0,-2.0,-2.0,0.0,-6.0,0.0,0.0,0.0,5.08,20.32,1.0,-0.146666667,-0.333333333,-1.333333333,1.0,0
1056,Vinc Pichel,Joaquim Silva,110.0,-130.0,110.0,76.92307692,2018-01-27,"Charlotte, North Carolina, USA", USA,Red,False,Lightweight,MALE,3.0,0.0,3.0,0.0,31.66666667,0.443333333,0.333333333,0.0,0.0,3.0,0.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,Orthodox,172.72,175.26,155.0,0.0,3.0,0.0,30.0,0.385,0.25,4.0,0.345,3.0,1.0,8.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,Orthodox,177.8,182.88,155.0,35.0,28.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,-5.08,-7.62,7.0,0.058333333,0.083333333,-4.0,1.0,1
1057,Niko Price,George Sullivan,-365.0,305.0,27.39726027,305.0,2018-01-27,"Charlotte, North Carolina, USA", USA,Red,False,Welterweight,MALE,3.0,1.0,0.0,0.0,42.2,0.488,0.6,1.0,0.32799999999999996,2.0,2.0,12.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,Orthodox,182.88,185.42,170.0,1.0,0.0,0.0,16.0,0.3325,0.5,0.25,0.0625,1.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,Orthodox,182.88,193.04,170.0,28.0,36.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,-1.0,0.0,-7.62,-8.0,0.1555,0.1,0.75,1.0,1
1058,Austin Arnett,Cory Sandhagen,170.0,-200.0,170.0,50.0,2018-01-27,"Charlotte, North Carolina, USA", USA,Blue,False,Featherweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switch,180.34,177.8,135.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,182.88,182.88,145.0,26.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.54,-5.08,1.0,0.0,0.0,0.0,1.0,0
1059,Stipe Miocic,Francis Ngannou,150.0,-170.0,150.0,58.82352941,2018-01-20,"Boston, Massachusetts, USA", USA,Red,True,Heavyweight,MALE,5.0,0.0,6.0,0.0,14.0,0.566666667,0.166666667,0.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,6.0,Orthodox,193.04,210.82,250.0,0.0,5.0,0.0,48.15384615,0.523076923,0.0,1.307692308,0.37076923100000003,5.0,2.0,29.0,3.0,0.0,0.0,3.0,8.0,0.0,0.0,11.0,Orthodox,193.04,203.2,240.0,35.0,31.0,0.0,1.0,1.0,-5.0,2.0,-21.0,-3.0,-3.0,1.0,0.0,7.62,4.0,0.04358974400000001,0.166666667,-1.307692308,1.0,1
1060,Daniel Cormier,Volkan Oezdemir,-345.0,285.0,28.98550725,285.0,2018-01-20,"Boston, Massachusetts, USA", USA,Red,True,Light Heavyweight,MALE,5.0,0.0,3.0,0.0,33.0,0.596666667,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,Orthodox,187.96,190.5,205.0,1.0,0.0,0.0,54.9,0.54,0.6,1.5,0.379,4.0,2.0,31.0,5.0,0.0,1.0,3.0,1.0,3.0,0.0,8.0,Orthodox,180.34,182.88,235.0,38.0,28.0,1.0,3.0,-1.0,-5.0,2.0,-26.0,-5.0,1.0,-3.0,7.62,7.62,10.0,0.056666667000000004,-0.6,-1.5,1.0,1
1061,Calvin Kattar,Shane Burgos,190.0,-230.0,190.0,43.47826087,2018-01-20,"Boston, Massachusetts, USA", USA,Red,False,Featherweight,MALE,3.0,0.0,3.0,0.0,84.0,0.45,0.0,0.666666667,0.666666667,3.0,0.0,9.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,Orthodox,180.34,190.5,145.0,0.0,1.0,0.0,75.0,0.46,0.0,2.0,0.66,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,180.34,182.88,145.0,29.0,26.0,0.0,2.0,2.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,7.62,3.0,-0.01,0.0,-1.333333333,1.0,1
1062,Gian Villante,Francimar Barroso,-155.0,135.0,64.51612903,135.0,2018-01-20,"Boston, Massachusetts, USA", USA,Red,False,Light Heavyweight,MALE,3.0,1.0,0.0,0.0,30.5,0.4475,0.0,2.125,0.23375,2.0,4.0,21.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,Orthodox,185.42,190.5,205.0,2.0,0.0,0.0,47.90909091,0.45727272700000005,0.0,0.454545455,0.204545455,2.0,6.0,28.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,5.0,Orthodox,190.5,193.04,205.0,32.0,37.0,1.0,0.0,0.0,-1.0,2.0,-7.0,0.0,-4.0,0.0,-5.08,-2.54,-5.0,-0.009772727,0.0,1.670454545,1.0,1
1063,Thomas Almeida,Rob Font,-145.0,125.0,68.96551724,125.0,2018-01-20,"Boston, Massachusetts, USA", USA,Blue,False,Bantamweight,MALE,3.0,1.0,0.0,0.0,38.33333333,0.5066666670000001,0.666666667,0.666666667,0.283333333,2.0,2.0,10.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,Orthodox,172.72,180.34,135.0,1.0,0.0,0.0,46.0,0.458571429,0.0,0.0,0.0,4.0,2.0,13.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,Southpaw,170.18,177.8,135.0,26.0,30.0,0.0,0.0,-2.0,-1.0,0.0,-3.0,0.0,-1.0,1.0,2.54,2.54,-4.0,0.048095238,0.666666667,0.666666667,1.0,0
1064,Kyle Bochniak,Brandon Davis,120.0,-140.0,120.0,71.42857143,2018-01-20,"Boston, Massachusetts, USA", USA,Red,False,Featherweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,182.88,135.0,1.0,0.0,0.0,38.66666667,0.37,0.0,0.666666667,0.176666667,1.0,2.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Orthodox,170.18,177.8,145.0,30.0,27.0,1.0,0.0,-1.0,-1.0,2.0,-9.0,0.0,0.0,0.0,7.62,5.08,3.0,-0.37,0.0,-0.666666667,1.0,1
