R_fighter,B_fighter,R_odds,B_odds,date,location,country,Winner,title_bout,weight_class,gender
Omari Akhmedov,Zak Cummings,-125,105,9/7/2019,"Abu Dhabi, Abu Dhabi, United Arab Emirates", United Arab Emirates,Red,FALSE,Middleweight,MALE
Don Madge,Fares Ziam,-190,165,9/7/2019,"Abu Dhabi, Abu Dhabi, United Arab Emirates", United Arab Emirates,Red,FALSE,Lightweight,MALE
Donald Cerrone,Justin Gaethje,160,-185,9/14/2019,"Vancouver, British Columbia, Canada", Canada,Blue,FALSE,Lightweight,MALE
Glover Teixeira,Nikita Krylov,-115,-105,9/14/2019,"Vancouver, British Columbia, Canada", Canada,Red,FALSE,Light Heavyweight,MALE
Michel Pereira,Tristan Connelly,-460,365,9/14/2019,"Vancouver, British Columbia, Canada", Canada,Blue,FALSE,Welterweight,MALE
Uriah Hall,Antonio Carlos Junior,230,-270,9/14/2019,"Vancouver, British Columbia, Canada", Canada,Red,FALSE,Middleweight,MALE
Misha Cirkunov,Jimmy Crute,-105,-115,9/14/2019,"Vancouver, British Columbia, Canada", Canada,Red,FALSE,Light Heavyweight,MALE
Marcin Tybura,Augusto Sakai,105,-125,9/14/2019,"Vancouver, British Columbia, Canada", Canada,Blue,FALSE,Heavyweight,MALE
Cole Smith,Miles Johns,115,-135,9/14/2019,"Vancouver, British Columbia, Canada", Canada,Blue,FALSE,Bantamweight,MALE
Brad Katona,Hunter Azure,-130,110,9/14/2019,"Vancouver, British Columbia, Canada", Canada,Blue,FALSE,Bantamweight,MALE
Chas Skelly,Jordan Griffin,145,-160,9/14/2019,"Vancouver, British Columbia, Canada", Canada,Red,FALSE,Featherweight,MALE
Louis Smolka,Ryan MacDonald,-230,190,9/14/2019,"Vancouver, British Columbia, Canada", Canada,Red,FALSE,Bantamweight,MALE
Kyle Prepolec,Austin Hubbard,120,-140,9/14/2019,"Vancouver, British Columbia, Canada", Canada,Blue,FALSE,Lightweight,MALE
Brandon Moreno,Askar Askarov,135,-155,9/21/2019,"Mexico City, Distrito Federal, Mexico", Mexico,Draw,FALSE,Flyweight,MALE
Carla Esparza,Alexa Grasso,125,-145,9/21/2019,"Mexico City, Distrito Federal, Mexico", Mexico,Red,FALSE,Women's Strawweight,FEMALE
Irene Aldana,Vanessa Melo,-525,415,9/21/2019,"Mexico City, Distrito Federal, Mexico", Mexico,Red,FALSE,Women's Bantamweight,FEMALE
Martin Bravo,Steven Peterson,-145,125,9/21/2019,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,FALSE,Featherweight,MALE
Jose Quinonez,Carlos Huachin,-150,130,9/21/2019,"Mexico City, Distrito Federal, Mexico", Mexico,Red,FALSE,Bantamweight,MALE
Marco Polo Reyes,Kyle Nelson,-105,-115,9/21/2019,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,FALSE,Featherweight,MALE
Ariane Carnelossi,Angela Hill,-115,-105,9/21/2019,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,FALSE,Women's Strawweight,FEMALE
Sergio Pettis,Tyson Nam,-300,250,9/21/2019,"Mexico City, Distrito Federal, Mexico", Mexico,Red,FALSE,Flyweight,MALE
Vinicius Moreira,Paul Craig,100,-120,9/21/2019,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,FALSE,Light Heavyweight,MALE
Sijara Eubanks,Bethe Correia,-290,245,9/21/2019,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,FALSE,Women's Bantamweight,FEMALE
Caludio Puelles,Marcos Mariano,-400,325,9/21/2019,"Mexico City, Distrito Federal, Mexico", Mexico,Red,FALSE,Lightweight,MALE
Jack Hermansson,Jared Cannonier,-275,235,9/28/2019,"Copenhagen, Denmark", Denmark,Blue,FALSE,Middleweight,MALE
Mark Madsen,Danilo Belluardo,-600,450,9/28/2019,"Copenhagen, Denmark", Denmark,Red,FALSE,Lightweight,MALE
Gunnar Nelson,Gilbert Burns,-105,-115,9/28/2019,"Copenhagen, Denmark", Denmark,Blue,FALSE,Welterweight,MALE
Ion Cutelaba,Khalil Rountree Jr.,-105,-115,9/28/2019,"Copenhagen, Denmark", Denmark,Red,FALSE,Light Heavyweight,MALE
Michal Oleksiejczuk,Ovince Saint Preux,-290,245,9/28/2019,"Copenhagen, Denmark", Denmark,Blue,FALSE,Light Heavyweight,MALE
Nicolas Dalby,Alex Oliveira,135,-155,9/28/2019,"Copenhagen, Denmark", Denmark,Red,FALSE,Welterweight,MALE
Alen Amedovski,John Phillips,-130,110,9/28/2019,"Copenhagen, Denmark", Denmark,Blue,FALSE,Middleweight,MALE
Alessio Di Chirico,Makhmud Muradov,145,-165,9/28/2019,"Copenhagen, Denmark", Denmark,Blue,FALSE,Middleweight,MALE
Siyar Bahadurzada,Ismail Naurdiev,190,-230,9/28/2019,"Copenhagen, Denmark", Denmark,Blue,FALSE,Welterweight,MALE
Brandon Davis,Giga Chikadze,-155,135,9/28/2019,"Copenhagen, Denmark", Denmark,Blue,FALSE,Featherweight,MALE
Macy Chiasson,Lina Lansberg,-430,345,9/28/2019,"Copenhagen, Denmark", Denmark,Blue,FALSE,Women's Bantamweight,FEMALE
Marc Diakiese,Lando Vannata,-165,145,9/28/2019,"Copenhagen, Denmark", Denmark,Red,FALSE,Lightweight,MALE
Jack Shore,Nohelin Hernandez,-235,195,9/28/2019,"Copenhagen, Denmark", Denmark,Red,FALSE,Bantamweight,MALE
Robert Whittaker,Israel Adesanya,110,-130,10/5/2019,"Melbourne, Victoria, Australia", Australia,Blue,TRUE,Middleweight,MALE
Al Iaquinta,Dan Hooker,115,-135,10/5/2019,"Melbourne, Victoria, Australia", Australia,Blue,FALSE,Lightweight,MALE
Tai Tuivasa,Serghei Spivac,-330,270,10/5/2019,"Melbourne, Victoria, Australia", Australia,Blue,FALSE,Heavyweight,MALE
Luke Jumeau,Dhiego Lima,120,-140,10/5/2019,"Melbourne, Victoria, Australia", Australia,Blue,FALSE,Welterweight,MALE
Justin Tafa,Yorgan De Castro,-105,-115,10/5/2019,"Melbourne, Victoria, Australia", Australia,Blue,FALSE,Heavyweight,MALE
Jake Matthews,Rostem Akman,-470,375,10/5/2019,"Melbourne, Victoria, Australia", Australia,Red,FALSE,Welterweight,MALE
Callan Potter,Maki Pitolo,325,-400,10/5/2019,"Melbourne, Victoria, Australia", Australia,Red,FALSE,Welterweight,MALE
Brad Riddell,Jamie Mullarkey,-165,145,10/5/2019,"Melbourne, Victoria, Australia", Australia,Red,FALSE,Lightweight,MALE
Megan Anderson,Zarah Fairn,-420,335,10/5/2019,"Melbourne, Victoria, Australia", Australia,Red,FALSE,Women's Featherweight,FEMALE
Nadia Kassem,Ji Yeon Kim,155,-175,10/5/2019,"Melbourne, Victoria, Australia", Australia,Blue,FALSE,Women's Flyweight,FEMALE
Khalid Taha,Bruno Silva,-220,180,10/5/2019,"Melbourne, Victoria, Australia", Australia,Red,FALSE,Bantamweight,MALE
Curtis Blaydes,Junior Dos Santos,-280,240,1/25/2020,"Raleigh, North Carolina, USA", USA,Red,FALSE,Heavyweight,MALE
Rafael Dos Anjos,Michael Chiesa,-225,185,1/25/2020,"Raleigh, North Carolina, USA", USA,Blue,FALSE,Welterweight,MALE
Jordan Espinosa,Alex Perez,210,-250,1/25/2020,"Raleigh, North Carolina, USA", USA,Blue,FALSE,Flyweight,MALE
Hannah Cifers,Angela Hill,180,-220,1/25/2020,"Raleigh, North Carolina, USA", USA,Blue,FALSE,Women's Strawweight,FEMALE
Jamahal Hill,Darko Stosic,-135,115,1/25/2020,"Raleigh, North Carolina, USA", USA,Red,FALSE,Light Heavyweight,MALE
Bevon Lewis,Dequan Townsend,-370,310,1/25/2020,"Raleigh, North Carolina, USA", USA,Red,FALSE,Middleweight,MALE
Arnold Allen,Nik Lentz,-235,195,1/25/2020,"Raleigh, North Carolina, USA", USA,Red,FALSE,Featherweight,MALE
Justine Kish,Luci Pudilova,150,-170,1/25/2020,"Raleigh, North Carolina, USA", USA,Red,FALSE,Women's Flyweight,FEMALE
Montel Jackson,Felipe Colares,-700,500,1/25/2020,"Raleigh, North Carolina, USA", USA,Red,FALSE,Bantamweight,MALE
Sara McMann,Lina Lansberg,-125,105,1/25/2020,"Raleigh, North Carolina, USA", USA,Red,FALSE,Women's Bantamweight,FEMALE
Brett Johns,Tony Gravely,-130,110,1/25/2020,"Raleigh, North Carolina, USA", USA,Red,FALSE,Bantamweight,MALE
Herbert Burns,Nate Landwehr,100,-120,1/25/2020,"Raleigh, North Carolina, USA", USA,Red,FALSE,Featherweight,MALE
Joanna Jedrzejczyk,Michelle Waterson,-300,250,10/12/2019,"Tampa, Florida, USA", USA,Red,FALSE,Women's Strawweight,FEMALE
Cub Swanson,Kron Gracie,155,-175,10/12/2019,"Tampa, Florida, USA", USA,Red,FALSE,Featherweight,MALE
Niko Price,James Vick,-145,125,10/12/2019,"Tampa, Florida, USA", USA,Red,FALSE,Welterweight,MALE
Mackenzie Dern,Amanda Ribas,-185,160,10/12/2019,"Tampa, Florida, USA", USA,Blue,FALSE,Women's Strawweight,FEMALE
Matt Frevola,Luis Pena,130,-150,10/12/2019,"Tampa, Florida, USA", USA,Red,FALSE,Lightweight,MALE
Eryk Anders,Gerald Meerschaert,-140,120,10/12/2019,"Tampa, Florida, USA", USA,Red,FALSE,Middleweight,MALE
Ryan Spann,Devin Clark,-175,155,10/12/2019,"Tampa, Florida, USA", USA,Red,FALSE,Light Heavyweight,MALE
Mike Davis,Thomas Gifford,-290,245,10/12/2019,"Tampa, Florida, USA", USA,Red,FALSE,Lightweight,MALE
Max Griffin,Alex Morono,-145,125,10/12/2019,"Tampa, Florida, USA", USA,Blue,FALSE,Welterweight,MALE
Deiveson Figueiredo,Tim Elliott,-175,155,10/12/2019,"Tampa, Florida, USA", USA,Red,FALSE,Flyweight,MALE
Marlon Vera,Andre Ewell,-140,120,10/12/2019,"Tampa, Florida, USA", USA,Red,FALSE,Bantamweight,MALE
Miguel Baeza,Hector Aldana,-250,210,10/12/2019,"Tampa, Florida, USA", USA,Red,FALSE,Welterweight,MALE
Marvin Vettori,Andrew Sanchez,-370,310,10/12/2019,"Tampa, Florida, USA", USA,Red,FALSE,Middleweight,MALE
JJ Aldrich,Lauren Mueller,-150,130,10/12/2019,"Tampa, Florida, USA", USA,Red,FALSE,Women's Flyweight,FEMALE
Yair Rodriguez,Jeremy Stephens,-140,120,10/18/2019,"Boston, Massachusetts, USA", USA,Red,FALSE,Featherweight,MALE
Dominick Reyes,Chris Weidman,-200,170,10/18/2019,"Boston, Massachusetts, USA", USA,Red,FALSE,Light Heavyweight,MALE
Joe Lauzon,Jonathan Pearce,170,-200,10/18/2019,"Boston, Massachusetts, USA", USA,Red,FALSE,Lightweight,MALE
Maycee Barber,Gillian Robertson,-170,150,10/18/2019,"Boston, Massachusetts, USA", USA,Red,FALSE,Women's Flyweight,FEMALE
Deron Winn,Darren Stewart,-115,-105,10/18/2019,"Boston, Massachusetts, USA", USA,Blue,FALSE,Middleweight,MALE
Charles Rosa,Manny Bermudez,160,-185,10/18/2019,"Boston, Massachusetts, USA", USA,Red,FALSE,Featherweight,MALE
Molly McCann,Diana Belbita,-640,470,10/18/2019,"Boston, Massachusetts, USA", USA,Red,FALSE,Women's Flyweight,FEMALE
Kyle Bochniak,Sean Woodson,-115,-105,10/18/2019,"Boston, Massachusetts, USA", USA,Blue,FALSE,Featherweight,MALE
Randy Costa,Boston Salmon,130,-150,10/18/2019,"Boston, Massachusetts, USA", USA,Red,FALSE,Bantamweight,MALE
Court McGee,Sean Brady,150,-170,10/18/2019,"Boston, Massachusetts, USA", USA,Blue,FALSE,Welterweight,MALE
Brendan Allen,Kevin Holland,135,-155,10/18/2019,"Boston, Massachusetts, USA", USA,Red,FALSE,Middleweight,MALE
Daniel Spitz,Tanner Boser,125,-145,10/18/2019,"Boston, Massachusetts, USA", USA,Blue,FALSE,Heavyweight,MALE
Demian Maia,Ben Askren,140,-160,10/26/2019,"Kallang, Singapore", Singapore,Red,FALSE,Welterweight,MALE
Michael Johnson,Stevie Ray,-275,235,10/26/2019,"Kallang, Singapore", Singapore,Blue,FALSE,Lightweight,MALE
Frank Camacho,Beneil Dariush,160,-185,10/26/2019,"Kallang, Singapore", Singapore,Blue,FALSE,Lightweight,MALE
Ciryl Gane,Don'tale Mayes,-325,265,10/26/2019,"Kallang, Singapore", Singapore,Red,FALSE,Heavyweight,MALE
Muslim Salikhov,Laureano Staropoli,-165,145,10/26/2019,"Kallang, Singapore", Singapore,Red,FALSE,Welterweight,MALE
Randa Markos,Ashley Yoder,-150,130,10/26/2019,"Kallang, Singapore", Singapore,Red,FALSE,Women's Strawweight,FEMALE
Alex White,Rafael Fiziev,165,-190,10/26/2019,"Kallang, Singapore", Singapore,Blue,FALSE,Lightweight,MALE
Enrique Barzola,Movsar Evloev,170,-200,10/26/2019,"Kallang, Singapore", Singapore,Blue,FALSE,Featherweight,MALE
Maurice Greene,Sergei Pavlovich,200,-240,10/26/2019,"Kallang, Singapore", Singapore,Blue,FALSE,Heavyweight,MALE
Loma Lookboonmee,Alexandra Albu,-135,115,10/26/2019,"Kallang, Singapore", Singapore,Red,FALSE,Women's Strawweight,FEMALE
Raphael Pessoa Nunes,Jeff Hughes,205,-245,10/26/2019,"Kallang, Singapore", Singapore,Red,FALSE,Heavyweight,MALE
Conor McGregor,Donald Cerrone,-305,275,1/18/2020,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE
Holly Holm,Raquel Pennington,-125,105,1/18/2020,"Las Vegas, Nevada, USA", USA,Red,FALSE,Women's Bantamweight,FEMALE
Aleksei Oleinik,Maurice Greene,110,-120,1/18/2020,"Las Vegas, Nevada, USA", USA,Red,FALSE,Heavyweight,MALE
Anthony Pettis,Diego Ferreira,200,-220,1/18/2020,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Lightweight,MALE
Roxanne Modafferi,Maycee Barber,655,-830,1/18/2020,"Las Vegas, Nevada, USA", USA,Red,FALSE,Women's Flyweight,FEMALE
Andre Fili,Sodiq Yusuff,125,-135,1/18/2020,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Featherweight,MALE
Drew Dober,Nasrat Haqparast,290,-320,1/18/2020,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE
Aleksa Camur,Justin Ledet,-115,105,1/18/2020,"Las Vegas, Nevada, USA", USA,Red,FALSE,Light Heavyweight,MALE
Tim Elliott,Askar Askarov,130,-140,1/18/2020,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Flyweight,MALE
Brian Kelleher,Ode Obsourne,125,-135,1/18/2020,"Las Vegas, Nevada, USA", USA,Red,FALSE,Bantamweight,MALE
Sabina Mazo,JJ Aldrich,-105,-105,1/18/2020,"Las Vegas, Nevada, USA", USA,Red,FALSE,Women's Flyweight,FEMALE
Jorge Masvidal,Nate Diaz,-155,135,11/2/2019,"New York City, New York, USA", USA,Red,FALSE,Welterweight,MALE
Kelvin Gastelum,Darren Till,-200,170,11/2/2019,"New York City, New York, USA", USA,Blue,FALSE,Middleweight,MALE
Stephen Thompson,Vicente Luque,-115,-105,11/2/2019,"New York City, New York, USA", USA,Red,FALSE,Welterweight,MALE
Derrick Lewis,Blagoy Ivanov,-115,-105,11/2/2019,"New York City, New York, USA", USA,Red,FALSE,Heavyweight,MALE
Kevin Lee,Gregor Gillespie,150,-170,11/2/2019,"New York City, New York, USA", USA,Red,FALSE,Lightweight,MALE
Corey Anderson,Johnny Walker,155,-175,11/2/2019,"New York City, New York, USA", USA,Red,FALSE,Light Heavyweight,MALE
Shane Burgos,Makwan Amirkhani,-220,180,11/2/2019,"New York City, New York, USA", USA,Red,FALSE,Featherweight,MALE
Brad Tavares,Edmen Shahbazyan,160,-185,11/2/2019,"New York City, New York, USA", USA,Blue,FALSE,Middleweight,MALE
Andrei Arlovski,Jairzinho Rozenstruik,140,-160,11/2/2019,"New York City, New York, USA", USA,Blue,FALSE,Heavyweight,MALE
Katlyn Chookagian,Jennifer Maia,-135,115,11/2/2019,"New York City, New York, USA", USA,Red,FALSE,Women's Flyweight,FEMALE
Lyman Good,Chance Rencountre,-115,-105,11/2/2019,"New York City, New York, USA", USA,Red,FALSE,Welterweight,MALE
Julio Arce,Hakeem Dawodu,-110,-110,11/2/2019,"New York City, New York, USA", USA,Blue,FALSE,Featherweight,MALE
Zabit Magomedsharipov,Calvin Kattar,-275,235,11/9/2019,"Moscow, Moscow, Russia", Russia,Red,FALSE,Featherweight,MALE
Alekander Volkov,Greg Hardy,-270,230,11/9/2019,"Moscow, Moscow, Russia", Russia,Red,FALSE,Heavyweight,MALE
Zelim Imadaev,Danny Roberts,-240,200,11/9/2019,"Moscow, Moscow, Russia", Russia,Blue,FALSE,Welterweight,MALE
Khadis Ibragimov,Ed Herman,-235,195,11/9/2019,"Moscow, Moscow, Russia", Russia,Blue,FALSE,Light Heavyweight,MALE
Ramazan Emeev,Rocco Martin,-135,115,11/9/2019,"Moscow, Moscow, Russia", Russia,Blue,FALSE,Welterweight,MALE
Shamil Gamzatov,Klidson Abreu,-145,125,11/9/2019,"Moscow, Moscow, Russia", Russia,Red,FALSE,Light Heavyweight,MALE
Magomed Ankalaev,Dalcha Lungiambula,-330,270,11/9/2019,"Moscow, Moscow, Russia", Russia,Red,FALSE,Light Heavyweight,MALE
Rustam Khabilov,Sergey Khandozhko,-245,205,11/9/2019,"Moscow, Moscow, Russia", Russia,Red,FALSE,Welterweight,MALE
Roman Kopylov,Karl Roberson,-145,125,11/9/2019,"Moscow, Moscow, Russia", Russia,Blue,FALSE,Middleweight,MALE
Abubakar Nurmagomedov,David Zawada,-265,225,11/9/2019,"Moscow, Moscow, Russia", Russia,Blue,FALSE,Welterweight,MALE
Alexander Yakovlev,Roosevelt Roberts,110,-130,11/9/2019,"Moscow, Moscow, Russia", Russia,Blue,FALSE,Lightweight,MALE
Jessica-Rose Clark,Pannie Kianzad,-105,-115,11/9/2019,"Moscow, Moscow, Russia", Russia,Blue,FALSE,Women's Bantamweight,FEMALE
Grigorii Popov,Davey Grant,-150,130,11/9/2019,"Moscow, Moscow, Russia", Russia,Blue,FALSE,Bantamweight,MALE
Jan Blachowicz,Jacare Souza,-160,140,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil,Red,FALSE,Light Heavyweight,MALE
Mauricio Rua,Paul Craig,-225,185,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil,Draw,FALSE,Light Heavyweight,MALE
Charles Oliveira,Jared Gordon,-390,320,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil,Red,FALSE,Lightweight,MALE
Antonio Arroyo,Andre Muniz,105,-125,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil,Blue,FALSE,Middleweight,MALE
Markus Perez,Wellington Turman,135,-155,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil,Blue,FALSE,Middleweight,MALE
Sergio Moraes,James Krause,170,-200,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil,Blue,FALSE,Welterweight,MALE
Ricardo Ramos,Eduardo Garagorri,-430,345,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil,Red,FALSE,Featherweight,MALE
Francisco Trinaldo,Bobby Green,-155,135,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil,Red,FALSE,Lightweight,MALE
Warlley Alves,Randy Brown,-135,115,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil,Blue,FALSE,Welterweight,MALE
Douglas Silva de Andrade,Renan Barao,-235,195,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil,Red,FALSE,Featherweight,MALE
Ariane Lipski,Isabela De Pauda,-260,220,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil,Red,FALSE,Women's Flyweight,FEMALE
Vanessa Melo,Tracy Cortez,195,-235,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil,Blue,FALSE,Women's Bantamweight,FEMALE
Frankie Edgar,Chan Sung Jung,129,-151,12/21/2019,"Busan, South Korea", South Korea,Blue,FALSE,Featherweight,MALE
Volkan Oezdemir,Aleksandar Rakic,145,-175,12/21/2019,"Busan, South Korea", South Korea,Red,FALSE,Light Heavyweight,MALE
Dooho Choi,Charles Jourdain,-280,220,12/21/2019,"Busan, South Korea", South Korea,Blue,FALSE,Featherweight,MALE
Da Un Jung,Mike Rodriguez,-118,-118,12/21/2019,"Busan, South Korea", South Korea,Red,FALSE,Light Heavyweight,MALE
 Jun Yong Park,Marc-Andre Barriault,-138,105,12/21/2019,"Busan, South Korea", South Korea,Red,FALSE,Middleweight,MALE
Kyung Ho Kang,Liu Pingyuan,-275,200,12/21/2019,"Busan, South Korea", South Korea,Red,FALSE,Bantamweight,MALE
Ciryl Gane,Tanner Boser,-641,484,12/21/2019,"Busan, South Korea", South Korea,Red,FALSE,Heavyweight,MALE
Seungwoo Choi,Suman Mokhtarian,-275,200,12/21/2019,"Busan, South Korea", South Korea,Red,FALSE,Featherweight,MALE
Dong Hyun Ma,Omar Antonio Morales Ferrer,150,-200,12/21/2019,"Busan, South Korea", South Korea,Blue,FALSE,Lightweight,MALE
Alexandre Pantoja,Matt Schnell,-181,159,12/21/2019,"Busan, South Korea", South Korea,Red,FALSE,Flyweight,MALE
Raoni Barcelos,Said Nurmagomedov,-151,129,12/21/2019,"Busan, South Korea", South Korea,Red,FALSE,Bantamweight,MALE
Miranda Granger,Amanda Lemos,-303,234,12/21/2019,"Busan, South Korea", South Korea,Blue,FALSE,Women's Strawweight,FEMALE
Heili Alateng,Ryan Benoit,126,-154,12/21/2019,"Busan, South Korea", South Korea,Red,FALSE,Bantamweight,MALE
Kamaru Usman,Colby Covington,-190,165,12/14/2019,"Las Vegas, Nevada, USA", USA,Red,TRUE,Welterweight,MALE
Max Holloway,Alexander Volkanovski,-200,170,12/14/2019,"Las Vegas, Nevada, USA", USA,Blue,TRUE,Featherweight,MALE
Amanda Nunes,Germaine de Randamie,-460,365,12/14/2019,"Las Vegas, Nevada, USA", USA,Red,TRUE,Women's Bantamweight,FEMALE
Marlon Moraes,Jose Aldo,-165,145,12/14/2019,"Las Vegas, Nevada, USA", USA,Red,FALSE,Bantamweight,MALE
Peter Yan,Urijah Faber,-470,375,12/14/2019,"Las Vegas, Nevada, USA", USA,Red,FALSE,Bantamweight,MALE
Geoff Neal,Mike Perry,-300,250,12/14/2019,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE
Ketlen Vieira,Irene Aldana,-240,200,12/14/2019,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Women's Bantamweight,FEMALE
Ian Heinisch,Omari Akhmedov,-115,-105,12/14/2019,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Middleweight,MALE
Matt Brown,Ben Saunders,-355,295,12/14/2019,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE
Chase Hooper,Daniel Teymur,-165,145,12/14/2019,"Las Vegas, Nevada, USA", USA,Red,FALSE,Featherweight,MALE
Brandon Moreno,Kai Kara France,140,-160,12/14/2019,"Las Vegas, Nevada, USA", USA,Red,FALSE,Flyweight,MALE
Jessica Eye,Viviane Araujo,185,-225,12/14/2019,"Las Vegas, Nevada, USA", USA,Red,FALSE,Women's Flyweight,FEMALE
Punahele Soriano,Oskar Piechota,-125,105,12/14/2019,"Las Vegas, Nevada, USA", USA,Red,FALSE,Middleweight,MALE
Alistair Overeem,Jairzinho Rozenstruik,130,-150,12/7/2019,"Washington, DC, USA", USA,Blue,FALSE,Heavyweight,MALE
Marina Rodriguez,Cynthia Calvillo,-150,130,12/7/2019,"Washington, DC, USA", USA,Draw,FALSE,Women's Strawweight,FEMALE
Stefan Struve,Ben Rothwell,130,-150,12/7/2019,"Washington, DC, USA", USA,Blue,FALSE,Heavyweight,MALE
Aspen Ladd,Yana Kunitskaya,-210,175,12/7/2019,"Washington, DC, USA", USA,Red,FALSE,Women's Bantamweight,FEMALE
Cody Stamann,Yadong Song,200,-240,12/7/2019,"Washington, DC, USA", USA,Draw,FALSE,Bantamweight,MALE
Rob Font,Ricky Simon,-145,125,12/7/2019,"Washington, DC, USA", USA,Red,FALSE,Bantamweight,MALE
Thiago Alves,Tim Means,225,-265,12/7/2019,"Washington, DC, USA", USA,Blue,FALSE,Welterweight,MALE
Billy Quarantillo,Jacob Kilburn,-320,260,12/7/2019,"Washington, DC, USA", USA,Red,FALSE,Featherweight,MALE
Bryce Mitchell,Matt Sayles,110,-130,12/7/2019,"Washington, DC, USA", USA,Red,FALSE,Featherweight,MALE
Joe Solecki,Matt Wiman,-400,325,12/7/2019,"Washington, DC, USA", USA,Red,FALSE,Lightweight,MALE
Mallory Martin,Virna Jandiroba,215,-255,12/7/2019,"Washington, DC, USA", USA,Red,FALSE,Women's Strawweight,FEMALE
Makhmud Muradov,Trevor Smith,-500,400,12/7/2019,"Washington, DC, USA", USA,Red,FALSE,Light Heavyweight,MALE
Henry Cejudo,Marlon Moraes,145,-165,6/8/2019,"Chicago, Illinois, USA", USA,Red,TRUE,Bantamweight,MALE
Valentina Shevchenko,Jessica Eye,-1100,700,6/8/2019,"Chicago, Illinois, USA", USA,Red,TRUE,Women's Flyweight,FEMALE
Tony Ferguson,Donald Cerrone,-210,175,6/8/2019,"Chicago, Illinois, USA", USA,Red,FALSE,Lightweight,MALE
Jimmie Rivera,Petr Yan,300,-360,6/8/2019,"Chicago, Illinois, USA", USA,Blue,FALSE,Bantamweight,MALE
Tai Tuivasa,Blagoy Ivanov,-160,140,6/8/2019,"Chicago, Illinois, USA", USA,Blue,FALSE,Heavyweight,MALE
Tatiana Suarez,Nina Ansaroff,-750,525,6/8/2019,"Chicago, Illinois, USA", USA,Red,FALSE,Women's Strawweight,FEMALE
Aljamain Sterling,Pedro Munhoz,-160,140,6/8/2019,"Chicago, Illinois, USA", USA,Red,FALSE,Bantamweight,MALE
Karolina Kowalkiewicz,Alexa Grasso,105,-125,6/8/2019,"Chicago, Illinois, USA", USA,Blue,FALSE,Women's Strawweight,FEMALE
Ricardo Lamas,Calvin Kattar,155,-175,6/8/2019,"Chicago, Illinois, USA", USA,Blue,FALSE,Featherweight,MALE
Yan Xiaonan,Angela Hill,-220,180,6/8/2019,"Chicago, Illinois, USA", USA,Red,FALSE,Women's Strawweight,FEMALE
Bevon Lewis,Darren Stewart,-170,150,6/8/2019,"Chicago, Illinois, USA", USA,Blue,FALSE,Middleweight,MALE
Eddie Wineland,Grigorii Popov,-155,135,6/8/2019,"Chicago, Illinois, USA", USA,Red,FALSE,Bantamweight,MALE
Katlyn Chookagian,Joanne Calderwood,-105,-115,6/8/2019,"Chicago, Illinois, USA", USA,Red,FALSE,Women's Flyweight,FEMALE
Alexander Gustafsson,Anthony Smith,-320,260,6/1/2019,"Stockholm, Sweden", Sweden,Blue,FALSE,Light Heavyweight,MALE
