R_fighter,B_fighter,finish,finish_details,date
Richie Vaculik,Justin Scoggins,KO/TKO,Punches,12/6/2013
Bruno Santos,Krzysztof Jotko,U-DEC,,12/6/2013
Ben Wall,Alex Garcia,KO/TKO,Punch,12/6/2013
Gray Maynard,Nate Diaz,KO/TKO,Punches,11/30/2013
Jessica Rakoczy,Julianna Pena,KO/TKO,Punches,11/30/2013
Davey Grant,Chris Holdsworth,SUB,Rear Naked Choke,11/30/2013
Peggy Morgan,Jessamyn Duke,U-DEC,,11/30/2013
Roxanne Modafferi,Raquel Pennington,U-DEC,,11/30/2013
Maximo Blanco,Akira Corassani,DQ,,11/30/2013
Rani Yahya,Tom Niinimaki,S-DEC,,11/30/2013
Walt Harris,Jared Rosholt,U-DEC,,11/30/2013
Drew Dober,Sean Spencer,U-DEC,,11/30/2013
Ryan Benoit,Josh Sampo,SUB,Rear Naked Choke,11/30/2013
Johny Hendricks,Georges St-Pierre,S-DEC,,11/16/2013
Chael Sonnen,Rashad Evans,KO/TKO,Punches,11/16/2013
Rory MacDonald,Robbie Lawler,S-DEC,,11/16/2013
Josh Koscheck,Tyron Woodley,KO/TKO,Punch,11/16/2013
Tim Elliott,Ali Bagautinov,U-DEC,,11/16/2013
Evan Dunham,Donald Cerrone,SUB,Triangle Choke,11/16/2013
Ed Herman,Thales Leites,U-DEC,,11/16/2013
Brian Ebersole,Rick Story,U-DEC,,11/16/2013
Edwin Figueroa,Erik Perez,U-DEC,,11/16/2013
Anthony Lapsley,Jason High,U-DEC,,11/16/2013
Will Campuzano,Sergio Pettis,U-DEC,,11/16/2013
Cody Donovan,Gian Villante,KO/TKO,Punch,11/16/2013
Dan Henderson,Vitor Belfort,KO/TKO,Kick,11/9/2013
Daniel Sarafian,Cezar Ferreira,S-DEC,,11/9/2013
Igor Pokrajac,Rafael Cavalcante,KO/TKO,Knee,11/9/2013
Paulo Thiago,Brandon Thatch,KO/TKO,Knee,11/9/2013
Santiago Ponzinibbio,Ryan LaFlare,U-DEC,,11/9/2013
Rony Jason,Jeremy Stephens,KO/TKO,Kick,11/9/2013
Godofredo Pepey,Sam Sicilia,KO/TKO,Punches,11/9/2013
Thiago Perpetuo,Omari Akhmedov,KO/TKO,,11/9/2013
Justin Salas,Thiago Tavares,SUB,Rear Naked Choke,11/9/2013
Daron Cruickshank,Adriano Martins,SUB,Armbar,11/9/2013
Jose Maria,Dustin Ortiz,KO/TKO,Punches,11/9/2013
Rafael Natal,Tim Kennedy,KO/TKO,Punch,11/6/2013
Liz Carmouche,Alexis Davis,U-DEC,,11/6/2013
Ronny Markes,Yoel Romero,KO/TKO,Punch,11/6/2013
Jorge Masvidal,Rustam Khabilov,U-DEC,,11/6/2013
Colton Smith,Michael Chiesa,SUB,Rear Naked Choke,11/6/2013
James Krause,Bobby Green,KO/TKO,Kick,11/6/2013
George Roop,Francisco Rivera,KO/TKO,Punch,11/6/2013
Steven Siler,Dennis Bermudez,U-DEC,,11/6/2013
Germaine de Randamie,Amanda Nunes,KO/TKO,Elbows,11/6/2013
Chris Camozzi,Lorenz Larkin,U-DEC,,11/6/2013
Yancy Medeiros,Yves Edwards,Overturned,,11/6/2013
Neil Magny,Seth Baczynski,U-DEC,,11/6/2013
Brian Houston,Derek Brunson,SUB,Rear Naked Choke,11/6/2013
Mark Munoz,Lyoto Machida,KO/TKO,Kick,10/26/2013
Melvin Guillard,Ross Pearson,CNC,,10/26/2013
Ryan Jimmo,Jimi Manuwa,KO/TKO,,10/26/2013
Jon Tuck,Norman Parke,U-DEC,,10/26/2013
Alessio Sakara,Nicholas Musoke,SUB,Armbar,10/26/2013
Phil Harris,John Lineker,KO/TKO,Punch,10/26/2013
Piotr Hallmann,Al Iaquinta,U-DEC,,10/26/2013
Andrew Craig,Luke Barnatt,SUB,Rear Naked Choke,10/26/2013
Rosi Sexton,Jessica Andrade,U-DEC,,10/26/2013
Andy Ogle,Cole Miller,U-DEC,,10/26/2013
Robert Whiteford,Jimy Hettes,SUB,Triangle Choke,10/26/2013
Michael Kuiper,Brad Scott,SUB,Guillotine Choke,10/26/2013
Junior Dos Santos,Cain Velasquez,KO/TKO,Punch,10/19/2013
Roy Nelson,Daniel Cormier,U-DEC,,10/19/2013
Diego Sanchez,Gilbert Melendez,U-DEC,,10/19/2013
Shawn Jordan,Gabriel Gonzaga,KO/TKO,Punch,10/19/2013
Darrell Montague,John Dodson,KO/TKO,Punch,10/19/2013
CB Dollaway,Tim Boetsch,S-DEC,,10/19/2013
Nate Marquardt,Hector Lombard,KO/TKO,Punch,10/19/2013
Jessica Eye,Sarah Kaufman,Overturned,,10/19/2013
George Sotiropoulos,KJ Noons,U-DEC,,10/19/2013
TJ Waldburger,Adlan Amagov,KO/TKO,Punch,10/19/2013
Mike Rio,Tony Ferguson,SUB,D'Arce Choke,10/19/2013
Jeremy Larsen,Andre Fili,KO/TKO,Punch,10/19/2013
Dustin Pague,Kyoji Horiguchi,KO/TKO,Punches,10/19/2013
Demian Maia,Jake Shields,S-DEC,,10/9/2013
Erick Silva,Dong Hyun Kim,KO/TKO,Punch,10/9/2013
Matt Hamill,Thiago Silva,U-DEC,,10/9/2013
Joey Beltran,Fabio Maldonado,S-DEC,,10/9/2013
Mike Pierce,Rousimar Palhares,SUB,Heel Hook,10/9/2013
TJ Dillashaw,Raphael Assuncao,S-DEC,,10/9/2013
Ildemar Alcantara,Igor Araujo,U-DEC,,10/9/2013
David Mitchell,Yan Cabral,U-DEC,,10/9/2013
Iliarde Santos,Chris Cariaso,KO/TKO,Punches,10/9/2013
Garett Whiteley,Alan Patrick,KO/TKO,Punch,10/9/2013
Alexander Gustafsson,Jon Jones,U-DEC,,9/21/2013
Eddie Wineland,Renan Barao,KO/TKO,Spinning Back Kick,9/21/2013
Matt Mitrione,Brendan Schaub,SUB,D'Arce Choke,9/21/2013
Constantinos Philippou,Francis Carmont,U-DEC,,9/21/2013
Pat Healy,Khabib Nurmagomedov,U-DEC,,9/21/2013
Mike Ricci,Myles Jury,S-DEC,,9/21/2013
Ivan Menjivar,Wilson Reis,U-DEC,,9/21/2013
Chris Clements,Stephen Thompson,KO/TKO,Punch,9/21/2013
Dustin Kimura,Mitch Gagnon,SUB,Guillotine Choke,9/21/2013
Renee Forte,John Makdessi,KO/TKO,Punch,9/21/2013
Jesse Ronson,Michel Prazeres,S-DEC,,9/21/2013
Roland Delorme,Alex Caceres,S-DEC,,9/21/2013
Nandor Guelmino,Daniel Omielanczuk,KO/TKO,Punch,9/21/2013
Ryan Bader,Glover Teixeira,KO/TKO,Punch,9/4/2013
Yushin Okami,Jacare Souza,KO/TKO,Punch,9/4/2013
Jussier Formiga,Joseph Benavidez,KO/TKO,Knee,9/4/2013
Francisco Trinaldo,Piotr Hallmann,SUB,Kimura,9/4/2013
Tor Troeng,Rafael Natal,U-DEC,,9/4/2013
Marcos Vinicius,Ali Bagautinov,KO/TKO,Punch,9/4/2013
Felipe Arantes,Edimilson Souza,S-DEC,,9/4/2013
Ramiro Hernandez,Lucas Martins,SUB,Rear Naked Choke,9/4/2013
Joao Zeferino,Elias Silverio,U-DEC,,9/4/2013
Keith Wisniewski,Ivan Jorge,U-DEC,,9/4/2013
Yuri Villefort,Sean Spencer,S-DEC,,9/4/2013
Benson Henderson,Anthony Pettis,SUB,Armbar,8/31/2013
Frank Mir,Josh Barnett,KO/TKO,Knee,8/31/2013
Clay Guida,Chad Mendes,KO/TKO,Punch,8/31/2013
Brandon Vera,Ben Rothwell,KO/TKO,Punches,8/31/2013
Erik Koch,Dustin Poirier,U-DEC,,8/31/2013
Jamie Varner,Gleison Tibau,S-DEC,,8/31/2013
Louis Gaudinot,Tim Elliott,U-DEC,,8/31/2013
Pascal Krauss,Hyun Gyu Lim,KO/TKO,Knee,8/31/2013
Kyung Ho Kang,Chico Camus,U-DEC,,8/31/2013
Nikita Krylov,Soa Palelei,KO/TKO,Punches,8/31/2013
Ryan Couture,Al Iaquinta,U-DEC,,8/31/2013
Jared Hamman,Magnus Cedenblad,SUB,Guillotine Choke,8/31/2013
Martin Kampmann,Carlos Condit,KO/TKO,Punch,8/28/2013
Donald Cerrone,Rafael Dos Anjos,U-DEC,,8/28/2013
Brian Melancon,Kelvin Gastelum,SUB,Rear Naked Choke,8/28/2013
Robert Whittaker,Court McGee,S-DEC,,8/28/2013
Erik Perez,Takeya Mizugaki,S-DEC,,8/28/2013
Robert McDaniel,Brad Tavares,U-DEC,,8/28/2013
Papy Abedi,Dylan Andrews,KO/TKO,Punch,8/28/2013
Justin Edwards,Brandon Thatch,KO/TKO,Punch,8/28/2013
Hatsu Hioki,Darren Elkins,U-DEC,,8/28/2013
James Head,Jason High,SUB,Guillotine Choke,8/28/2013
Ben Alloway,Zak Cummings,SUB,D'Arce Choke,8/28/2013
Abel Trujillo,Roger Bowling,CNC,,8/28/2013
Mauricio Rua,Chael Sonnen,SUB,Guillotine Choke,8/17/2013
Alistair Overeem,Travis Browne,KO/TKO,Kick,8/17/2013
Iuri Alcantara,Urijah Faber,U-DEC,,8/17/2013
Mike Pyle,Matt Brown,KO/TKO,Knee,8/17/2013
Uriah Hall,John Howard,S-DEC,,8/17/2013
Joe Lauzon,Michael Johnson,U-DEC,,8/17/2013
Brad Pickett,Michael McDonald,SUB,Triangle Choke,8/17/2013
Max Holloway,Conor McGregor,U-DEC,,8/17/2013
Mike Brown,Steven Siler,KO/TKO,Punch,8/17/2013
Daniel Pineda,Diego Brandao,U-DEC,,8/17/2013
Cole Miller,Manvel Gamburyan,U-DEC,,8/17/2013
Cody Donovan,Ovince Saint Preux,KO/TKO,Punches,8/17/2013
Ramsey Nijem,James Vick,SUB,Guillotine Choke,8/17/2013
Chan Sung Jung,Jose Aldo,KO/TKO,Punches,8/3/2013
Lyoto Machida,Phil Davis,U-DEC,,8/3/2013
Thiago Santos,Cezar Ferreira,SUB,Guillotine Choke,8/3/2013
Tom Watson,Thales Leites,U-DEC,,8/3/2013
Jose Maria,John Lineker,KO/TKO,Punches,8/3/2013
Vinny Magalhaes,Anthony Perosh,KO/TKO,Punch,8/3/2013
Sheila Gaff,Amanda Nunes,KO/TKO,Elbows,8/3/2013
Neil Magny,Sergio Moraes,SUB,Triangle Choke,8/3/2013
Iliarde Santos,Ian McCall,U-DEC,,8/3/2013
Josh Clopton,Rani Yahya,U-DEC,,8/3/2013
Ednaldo Oliveira,Francimar Barroso,U-DEC,,8/3/2013
Bristol Marunde,Viscardi Andrade,KO/TKO,Punch,8/3/2013
John Moraga,Demetrious Johnson,SUB,Armbar,7/27/2013
Jake Ellenberger,Rory MacDonald,U-DEC,,7/27/2013
Bobby Voelker,Robbie Lawler,KO/TKO,Kick,7/27/2013
Jessica Andrade,Liz Carmouche,KO/TKO,Punches,7/27/2013
Michael Chiesa,Jorge Masvidal,SUB,D'Arce Choke,7/27/2013
Tim Means,Danny Castillo,U-DEC,,7/27/2013
Mac Danzig,Melvin Guillard,KO/TKO,Punch,7/27/2013
Yves Edwards,Daron Cruickshank,S-DEC,,7/27/2013
Trevor Smith,Ed Herman,S-DEC,,7/27/2013
Julie Kedzie,Germaine de Randamie,S-DEC,,7/27/2013
Aaron Riley,Justin Salas,S-DEC,,7/27/2013
John Albert,Yaotzin Meza,SUB,Rear Naked Choke,7/27/2013
Anderson Silva,Chris Weidman,KO/TKO,Punch,7/6/2013
Charles Oliveira,Frankie Edgar,U-DEC,,7/6/2013
Roger Gracie,Tim Kennedy,U-DEC,,7/6/2013
Tim Boetsch,Mark Munoz,U-DEC,,7/6/2013
Dennis Siver,Cub Swanson,KO/TKO,Punches,7/6/2013
Chris Leben,Andrew Craig,S-DEC,,7/6/2013
Kazuki Tokudome,Norman Parke,U-DEC,,7/6/2013
Dave Herman,Gabriel Gonzaga,KO/TKO,Punch,7/6/2013
Rafaello Oliveira,Edson Barboza,KO/TKO,Kicks,7/6/2013
Seth Baczynski,Brian Melancon,KO/TKO,Punches,7/6/2013
David Mitchell,Mike Pierce,KO/TKO,Knee,7/6/2013
Dan Henderson,Rashad Evans,S-DEC,,6/15/2013
Roy Nelson,Stipe Miocic,U-DEC,,6/15/2013
Igor Pokrajac,Ryan Jimmo,U-DEC,,6/15/2013
Rosi Sexton,Alexis Davis,U-DEC,,6/15/2013
Pat Barry,Shawn Jordan,KO/TKO,Punches,6/15/2013
Tyron Woodley,Jake Shields,S-DEC,,6/15/2013
Sam Stout,James Krause,SUB,Guillotine Choke,6/15/2013
Kenny Robertson,Sean Pierson,M-DEC,,6/15/2013
Edwin Figueroa,Roland Delorme,U-DEC,,6/15/2013
John Maguire,Mitch Clarke,U-DEC,,6/15/2013
Dustin Pague,Yves Jabouin,S-DEC,,6/15/2013
Antonio Rodrigo Nogueira,Fabricio Werdum,SUB,Armbar,6/8/2013
William Macario,Leonardo Santos,SUB,Arm Triangle,6/8/2013
Rafael Cavalcante,Thiago Silva,KO/TKO,Punch,6/8/2013
Jason High,Erick Silva,SUB,Armbar,6/8/2013
Eddie Mendez,Daniel Sarafian,SUB,Arm Triangle,6/8/2013
Mike Wilkinson,Rony Jason,SUB,Triangle Choke,6/8/2013
Vaughan Lee,Raphael Assuncao,SUB,Armbar,6/8/2013
Godofredo Pepey,Felipe Arantes,KO/TKO,Elbows,6/8/2013
Leandro Silva,Ildemar Alcantara,U-DEC,,6/8/2013
Mizuto Hirota,Rodrigo Damm,S-DEC,,6/8/2013
Karlos Vemola,Caio Magalhaes,SUB,Rear Naked Choke,6/8/2013
Anthony Smith,Antonio Braga Neto,SUB,Kneebar,6/8/2013
Antonio Silva,Cain Velasquez,KO/TKO,Punch,5/25/2013
Mark Hunt,Junior Dos Santos,KO/TKO,Kick,5/25/2013
James Te Huna,Glover Teixeira,SUB,Guillotine Choke,5/25/2013
Gray Maynard,TJ Grant,KO/TKO,Punches,5/25/2013
KJ Noons,Donald Cerrone,U-DEC,,5/25/2013
Rick Story,Mike Pyle,S-DEC,,5/25/2013
Max Holloway,Dennis Bermudez,S-DEC,,5/25/2013
Colton Smith,Robert Whittaker,KO/TKO,Punch,5/25/2013
Abel Trujillo,Khabib Nurmagomedov,U-DEC,,5/25/2013
Nah-Shon Burrell,Stephen Thompson,U-DEC,,5/25/2013
Brian Bowles,George Roop,KO/TKO,Punch,5/25/2013
Estevan Payan,Jeremy Stephens,U-DEC,,5/25/2013
Luke Rockhold,Vitor Belfort,KO/TKO,Kick,5/18/2013
Chris Camozzi,Jacare Souza,SUB,Arm Triangle,5/18/2013
Evan Dunham,Rafael Dos Anjos,U-DEC,,5/18/2013
Joao Zeferino,Rafael Natal,U-DEC,,5/18/2013
Hacran Dias,Nik Lentz,U-DEC,,5/18/2013
Mike Rio,Francisco Trinaldo,SUB,Arm Triangle,5/18/2013
John Cholish,Gleison Tibau,SUB,Guillotine Choke,5/18/2013
Michel Prazeres,Paulo Thiago,U-DEC,,5/18/2013
Iliarde Santos,Iuri Alcantara,KO/TKO,Punch,5/18/2013
Roger Hollett,Fabio Maldonado,U-DEC,,5/18/2013
Azamat Gashimov,John Lineker,KO/TKO,Punch,5/18/2013
Chris Cariaso,Jussier Formiga,U-DEC,,5/18/2013
Jeremy Larsen,Lucas Martins,KO/TKO,Punch,5/18/2013
Chael Sonnen,Jon Jones,KO/TKO,Punches,4/27/2013
Alan Belcher,Michael Bisping,U-DEC,,4/27/2013
Cheick Kongo,Roy Nelson,KO/TKO,Punch,4/27/2013
Vinny Magalhaes,Phil Davis,U-DEC,,4/27/2013
Pat Healy,Jim Miller,Overturned,,4/27/2013
Yancy Medeiros,Rustam Khabilov,KO/TKO,,4/27/2013
Gian Villante,Ovince Saint Preux,M-DEC,,4/27/2013
Sheila Gaff,Sara McMann,KO/TKO,Punches,4/27/2013
Johnny Bedford,Bryan Caraway,SUB,Guillotine Choke,4/27/2013
Leonard Garcia,Cody McKenzie,U-DEC,,4/27/2013
Kurt Holobaugh,Steven Siler,U-DEC,,4/27/2013
Gilbert Melendez,Benson Henderson,S-DEC,,4/20/2013
Frank Mir,Daniel Cormier,U-DEC,,4/20/2013
Nate Diaz,Josh Thomson,KO/TKO,Kick,4/20/2013
Jordan Mein,Matt Brown,KO/TKO,Elbows,4/20/2013
Darren Elkins,Chad Mendes,KO/TKO,Punch,4/20/2013
Lorenz Larkin,Francis Carmont,U-DEC,,4/20/2013
Ramsey Nijem,Myles Jury,KO/TKO,Punch,4/20/2013
Darren Uyenoyama,Joseph Benavidez,KO/TKO,Punch,4/20/2013
Tim Means,Jorge Masvidal,U-DEC,,4/20/2013
Hugo Viana,TJ Dillashaw,KO/TKO,Punches,4/20/2013
Roger Bowling,Anthony Njokuani,KO/TKO,Punch,4/20/2013
Clifford Starks,Yoel Romero,KO/TKO,Flying Knee,4/20/2013
Scott Jorgensen,Urijah Faber,SUB,Rear Naked Choke,4/13/2013
Uriah Hall,Kelvin Gastelum,S-DEC,,4/13/2013
Miesha Tate,Cat Zingano,KO/TKO,Knees,4/13/2013
Gabriel Gonzaga,Travis Browne,KO/TKO,Elbows,4/13/2013
Gilbert Smith,Robert McDaniel,SUB,Triangle Choke,4/13/2013
Kevin Casey,Josh Samman,KO/TKO,Knee,4/13/2013
Collin Hart,Luke Barnatt,U-DEC,,4/13/2013
Jimmy Quinlan,Dylan Andrews,KO/TKO,Punch,4/13/2013
Bristol Marunde,Clint Hester,KO/TKO,Elbow,4/13/2013
Bart Palaszewski,Cole Miller,SUB,Rear Naked Choke,4/13/2013
Sam Sicilia,Maximo Blanco,U-DEC,,4/13/2013
Justin Lawrence,Daniel Pineda,SUB,Kimura,4/13/2013
Ilir Latifi,Gegard Mousasi,U-DEC,,4/6/2013
Ryan Couture,Ross Pearson,KO/TKO,Punches,4/6/2013
Philip De Fries,Matt Mitrione,KO/TKO,Punches,4/6/2013
Mike Easton,Brad Pickett,S-DEC,,4/6/2013
Pablo Garza,Diego Brandao,SUB,Arm Triangle,4/6/2013
Robert Peralta,Akira Corassani,U-DEC,,4/6/2013
Michael Johnson,Reza Madadi,SUB,D'Arce Choke,4/6/2013
Adam Cella,Tor Troeng,SUB,Rear Naked Choke,4/6/2013
Chris Spang,Adlan Amagov,U-DEC,,4/6/2013
Marcus Brimage,Conor McGregor,KO/TKO,Punches,4/6/2013
Ben Alloway,Ryan LaFlare,U-DEC,,4/6/2013
Michael Kuiper,Tom Lawlor,SUB,Guillotine Choke,4/6/2013
Besam Yousef,Papy Abedi,S-DEC,,4/6/2013
Nick Diaz,Georges St-Pierre,U-DEC,,3/16/2013
Carlos Condit,Johny Hendricks,U-DEC,,3/16/2013
Nate Marquardt,Jake Ellenberger,KO/TKO,Punch,3/16/2013
Nick Ring,Chris Camozzi,S-DEC,,3/16/2013
Colin Fletcher,Mike Ricci,U-DEC,,3/16/2013
Bobby Voelker,Patrick Cote,U-DEC,,3/16/2013
Antonio Carvalho,Darren Elkins,KO/TKO,Punch,3/16/2013
Dan Miller,Jordan Mein,KO/TKO,Punches,3/16/2013
Daron Cruickshank,John Makdessi,U-DEC,,3/16/2013
Quinn Mulhern,Rick Story,KO/TKO,Punch,3/16/2013
Issei Tamura,TJ Dillashaw,KO/TKO,Kick,3/16/2013
Reuben Duran,George Roop,U-DEC,,3/16/2013
Brian Stann,Wanderlei Silva,KO/TKO,Punch,3/2/2013
Stefan Struve,Mark Hunt,KO/TKO,Punch,3/2/2013
Takanori Gomi,Diego Sanchez,S-DEC,,3/2/2013
Hector Lombard,Yushin Okami,S-DEC,,3/2/2013
Mizuto Hirota,Rani Yahya,U-DEC,,3/2/2013
Siyar Bahadurzada,Dong Hyun Kim,U-DEC,,3/2/2013
Riki Fukuda,Brad Tavares,U-DEC,,3/2/2013
Bryan Caraway,Takeya Mizugaki,S-DEC,,3/2/2013
Cristiano Marcello,Kazuki Tokudome,U-DEC,,3/2/2013
Kyung Ho Kang,Alex Caceres,Overturned,,3/2/2013
Marcelo Guimaraes,Hyun Gyu Lim,KO/TKO,Knee,3/2/2013
Liz Carmouche,Ronda Rousey,SUB,Armbar,2/23/2013
Dan Henderson,Lyoto Machida,S-DEC,,2/23/2013
Ivan Menjivar,Urijah Faber,SUB,Rear Naked Choke,2/23/2013
Josh Neer,Court McGee,U-DEC,,2/23/2013
Josh Koscheck,Robbie Lawler,KO/TKO,Punches,2/23/2013
Lavar Johnson,Brendan Schaub,U-DEC,,2/23/2013
Anton Kuivanen,Michael Chiesa,SUB,Rear Naked Choke,2/23/2013
Matt Grice,Dennis Bermudez,S-DEC,,2/23/2013
Caros Fodor,Sam Stout,S-DEC,,2/23/2013
Brock Jardine,Kenny Robertson,SUB,Kneebar,2/23/2013
Jon Manley,Neil Magny,U-DEC,,2/23/2013
Yuri Villefort,Nah-Shon Burrell,U-DEC,,2/23/2013
Michael McDonald,Renan Barao,SUB,Arm Triangle,2/16/2013
Dustin Poirier,Cub Swanson,U-DEC,,2/16/2013
Cyrille Diabate,Jimi Manuwa,KO/TKO,,2/16/2013
Jorge Santiago,Gunnar Nelson,U-DEC,,2/16/2013
Ryan Jimmo,James Te Huna,U-DEC,,2/16/2013
Matthew Riddle,Che Mills,Overturned,,2/16/2013
Terry Etim,Renee Forte,U-DEC,,2/16/2013
Paul Sass,Danny Castillo,U-DEC,,2/16/2013
Josh Grispi,Andy Ogle,U-DEC,,2/16/2013
Stanislav Nedkov,Tom Watson,KO/TKO,Knee,2/16/2013
Motonobu Tezuka,Vaughan Lee,U-DEC,,2/16/2013
Ulysses Gomez,Phil Harris,U-DEC,,2/16/2013
Frankie Edgar,Jose Aldo,U-DEC,,2/2/2013
Rashad Evans,Rogerio Nogueira,U-DEC,,2/2/2013
Alistair Overeem,Antonio Silva,KO/TKO,Punches,2/2/2013
Jon Fitch,Demian Maia,U-DEC,,2/2/2013
Ian McCall,Joseph Benavidez,U-DEC,,2/2/2013
Gleison Tibau,Evan Dunham,S-DEC,,2/2/2013
Jay Hieron,Tyron Woodley,KO/TKO,Punch,2/2/2013
Jacob Volkmann,Bobby Green,SUB,Rear Naked Choke,2/2/2013
Yves Edwards,Isaac Vallie-Flagg,S-DEC,,2/2/2013
Chico Camus,Dustin Kimura,SUB,Rear Naked Choke,2/2/2013
Edwin Figueroa,Francisco Rivera,KO/TKO,Punches,2/2/2013
John Dodson,Demetrious Johnson,U-DEC,,1/26/2013
Quinton Jackson,Glover Teixeira,U-DEC,,1/26/2013
Donald Cerrone,Anthony Pettis,KO/TKO,Kick,1/26/2013
Erik Koch,Ricardo Lamas,KO/TKO,Elbows,1/26/2013
Matt Wiman,TJ Grant,KO/TKO,Elbows,1/26/2013
Hatsu Hioki,Clay Guida,S-DEC,,1/26/2013
Mike Stumpf,Pascal Krauss,U-DEC,,1/26/2013
Vladimir Matyushenko,Ryan Bader,SUB,Guillotine Choke,1/26/2013
Mike Russow,Shawn Jordan,KO/TKO,,1/26/2013
Sean Spencer,Rafael Natal,SUB,Arm Triangle,1/26/2013
Simeon Thoresen,David Mitchell,U-DEC,,1/26/2013
Michael Bisping,Vitor Belfort,KO/TKO,Kick,1/19/2013
Daniel Sarafian,CB Dollaway,S-DEC,,1/19/2013
Ben Rothwell,Gabriel Gonzaga,SUB,Guillotine Choke,1/19/2013
Thiago Tavares,Khabib Nurmagomedov,KO/TKO,Elbows,1/19/2013
Milton Vieira,Godofredo Pepey,S-DEC,,1/19/2013
Andrew Craig,Ronny Markes,U-DEC,,1/19/2013
Diego Nunes,Nik Lentz,U-DEC,,1/19/2013
Lucas Martins,Edson Barboza,KO/TKO,Punches,1/19/2013
Pedro Nobre,Iuri Alcantara,CNC,,1/19/2013
Wagner Prado,Ildemar Alcantara,SUB,Kneebar,1/19/2013
CJ Keith,Francisco Trinaldo,SUB,Arm Triangle,1/19/2013
Junior Dos Santos,Cain Velasquez,U-DEC,,12/29/2012
Joe Lauzon,Jim Miller,U-DEC,,12/29/2012
Tim Boetsch,Constantinos Philippou,KO/TKO,Punches,12/29/2012
Alan Belcher,Yushin Okami,U-DEC,,12/29/2012
Chris Leben,Derek Brunson,U-DEC,,12/29/2012
Brad Pickett,Eddie Wineland,S-DEC,,12/29/2012
Byron Bloodworth,Erik Perez,KO/TKO,Punches,12/29/2012
Melvin Guillard,Jamie Varner,S-DEC,,12/29/2012
Michael Johnson,Myles Jury,U-DEC,,12/29/2012
Philip De Fries,Todd Duffee,KO/TKO,Punches,12/29/2012
Leonard Garcia,Max Holloway,S-DEC,,12/29/2012
Chris Cariaso,John Moraga,SUB,Guillotine Choke,12/29/2012
Matt Mitrione,Roy Nelson,KO/TKO,Punch,12/15/2012
Mike Ricci,Colton Smith,U-DEC,,12/15/2012
Shane del Rosario,Pat Barry,KO/TKO,Punch,12/15/2012
Jonathan Brookins,Dustin Poirier,SUB,D'Arce Choke,12/15/2012
James Head,Mike Pyle,KO/TKO,Knee,12/15/2012
Marcos Vinicius,Johnny Bedford,KO/TKO,Punch,12/15/2012
Vinc Pichel,Rustam Khabilov,KO/TKO,Slam,12/15/2012
Nick Catone,TJ Waldburger,SUB,Triangle Choke,12/15/2012
Reuben Duran,Hugo Viana,KO/TKO,Punch,12/15/2012
John Cofer,Mike Rio,SUB,Armbar,12/15/2012
Jared Papazian,Tim Elliott,U-DEC,,12/15/2012
George Sotiropoulos,Ross Pearson,KO/TKO,Punch,12/14/2012
Brad Scott,Robert Whittaker,U-DEC,,12/14/2012
Colin Fletcher,Norman Parke,U-DEC,,12/14/2012
Rousimar Palhares,Hector Lombard,KO/TKO,Punches,12/14/2012
Yaotzin Meza,Chad Mendes,KO/TKO,Punch,12/14/2012
Joey Beltran,Igor Pokrajac,Overturned,,12/14/2012
Seth Baczynski,Mike Pierce,U-DEC,,12/14/2012
Manuel Rodriguez,Ben Alloway,KO/TKO,Kick,12/14/2012
Brendan Loughnane,Mike Wilkinson,U-DEC,,12/14/2012
Nick Penner,Cody Donovan,KO/TKO,Punch,12/14/2012
Nate Diaz,Benson Henderson,U-DEC,,12/8/2012
Mauricio Rua,Alexander Gustafsson,U-DEC,,12/8/2012
BJ Penn,Rory MacDonald,U-DEC,,12/8/2012
Mike Swick,Matt Brown,KO/TKO,Punches,12/8/2012
Jeremy Stephens,Yves Edwards,KO/TKO,Punch,12/8/2012
Mike Easton,Raphael Assuncao,U-DEC,,12/8/2012
Joe Proctor,Ramsey Nijem,U-DEC,,12/8/2012
Henry Martinez,Daron Cruickshank,KO/TKO,Kick,12/8/2012
Marcus LeVesseur,Abel Trujillo,KO/TKO,Knees,12/8/2012
Nam Phan,Dennis Siver,U-DEC,,12/8/2012
John Albert,Scott Jorgensen,SUB,Rear Naked Choke,12/8/2012
Carlos Condit,Georges St-Pierre,U-DEC,,11/17/2012
Martin Kampmann,Johny Hendricks,KO/TKO,Punch,11/17/2012
Tom Lawlor,Francis Carmont,S-DEC,,11/17/2012
Mark Bocek,Rafael Dos Anjos,U-DEC,,11/17/2012
Mark Hominick,Pablo Garza,U-DEC,,11/17/2012
Alessio Sakara,Patrick Cote,DQ,,11/17/2012
Chad Griggs,Cyrille Diabate,SUB,Rear Naked Choke,11/17/2012
Sam Stout,John Makdessi,U-DEC,,11/17/2012
Rodrigo Damm,Antonio Carvalho,S-DEC,,11/17/2012
John Maguire,Matthew Riddle,U-DEC,,11/17/2012
Azamat Gashimov,Ivan Menjivar,SUB,Armbar,11/17/2012
Steven Siler,Darren Elkins,U-DEC,,11/17/2012
Rich Franklin,Cung Le,KO/TKO,Punch,11/10/2012
Stanislav Nedkov,Thiago Silva,Overturned,,11/10/2012
Paulo Thiago,Dong Hyun Kim,U-DEC,,11/10/2012
Mac Danzig,Takanori Gomi,S-DEC,,11/10/2012
Tiequan Zhang,Jon Tuck,U-DEC,,11/10/2012
Jeff Hougland,Takeya Mizugaki,U-DEC,,11/10/2012
