R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details
Charles Rosa,Kevin Aguilar,170,-185,170.0,54.05405405,6/13/2020,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,2,0,0,3.73,0.36,0.0,0.24,0.5,2,2,2,0,0,0,2,0,0,0,2,Orthodox,170.18,185.42,155,1,0,0,3.21,0.36,1.0,2.35,0.34,1,4,15,0,0,0,1,0,2,0,3,Switch,175.26,175.26,145,33,31,1,0,1,-1,-2,-13,0,0,-2,-5.08,10.16,-2,0.52,-1.0,-2.11,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,
Andre Fili,Charles Jourdain,-220,200,45.45454545,200.0,6/13/2020,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,MALE,3,0,1,0,4.85,0.43,0.0,0.0,0.0,1,1,0,0,0,0,0,1,0,0,1,Switch,175.26,175.26,145,1,0,0,4.0,0.37,0.2,2.49,0.45,2,6,12,0,0,1,4,3,0,0,8,Orthodox,180.34,187.96,145,29,24,-1,1,-1,-7,-5,-12,0,-2,0,-5.08,-12.7,-5,0.85,-0.2,-2.49,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,
Jordan Espinosa,Mark De La Rosa,-167,157,59.88023952,157.0,6/13/2020,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,3,0,0,3.28,0.36,0.2,0.66,0.15,2,4,1,0,0,1,0,0,1,0,2,Orthodox,167.64,165.1,135,2,0,0,4.25,0.55,0.4,0.85,0.2,1,2,0,0,0,0,1,0,0,0,1,Orthodox,167.64,175.26,125,30,25,1,0,1,1,2,1,0,0,1,0.0,-10.16,-5,-0.97,-0.2,-0.19,1,1,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,neither,U-DEC,
Mariya Agapova,Hannah Cifers,-335,305,29.85074627,305.0,6/13/2020,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,FEMALE,3,2,0,0,4.71,0.44,0.3,0.31,1.0,2,3,0,0,0,1,1,0,0,0,2,Orthodox,154.94,157.48,115,0,0,0,2.6,0.48,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,167.64,172.72,125,23,27,2,0,2,2,3,0,0,0,0,-12.7,-15.24,4,2.11,0.3,0.31,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke
Merab Dvalishvili,Gustavo Lopez,-800,635,12.5,635.0,6/13/2020,"Las Vegas, Nevada, USA",USA,Red,False,Catch Weight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,170.18,135,0,3,0,3.84,0.37,0.0,7.8,0.45,3,2,7,0,0,0,3,0,0,0,3,Orthodox,167.64,172.72,135,29,30,0,-3,-3,-3,-2,-7,0,0,0,-2.54,-2.54,1,-3.84,0.0,-7.8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Julia Avila,Gina Mazany,-575,485,17.39130435,485.0,6/13/2020,"Las Vegas, Nevada, USA",USA,Red,False,Women's Bantamweight,FEMALE,3,2,0,0,2.72,0.49,0.0,3.18,0.77,1,3,1,0,0,0,1,0,0,0,1,Southpaw,167.64,172.72,135,0,1,0,3.27,0.4,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,Orthodox,170.18,172.72,135,32,31,2,-1,0,0,3,1,0,0,0,-2.54,0.0,-1,-0.55,0.0,3.18,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches
Tyson Nam,Zarrukh Adashev,-135,125,74.07407407,125.0,6/13/2020,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,165.1,165.1,125,2,0,0,3.0,0.27,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,125,36,27,-2,0,0,0,-2,0,0,0,0,-5.08,-7.62,-9,-3.0,0.0,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch
Anthony Ivy,Christian Aguilera,-185,170,54.05405405,170.0,6/13/2020,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Switch,175.26,182.88,170,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,187.96,185,30,28,0,0,0,0,0,0,0,0,0,-12.7,-5.08,-2,0.0,0.0,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches
Amanda Nunes,Felicia Spencer,-600,450,16.66666667,450.0,6/6/2020,"Las Vegas, Nevada, USA",USA,Red,True,Women's Featherweight,FEMALE,5,0,1,0,4.54,0.55,0.7,1.36,0.16,1,1,5,0,0,0,0,1,1,0,2,Orthodox,167.64,172.72,145,0,10,0,4.34,0.49,0.7,2.33,0.47,10,2,32,7,0,1,2,8,2,0,13,Orthodox,172.72,175.26,145,32,29,0,-9,-9,-11,-1,-27,-7,-7,-1,-5.08,-2.54,-3,0.2,0.0,-0.97,1,1,,0.0,,0.0,,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,Red,U-DEC,
Raphael Assuncao,Cody Garbrandt,120,-140,120.0,71.42857143,6/6/2020,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,3,0,0,3.53,0.37,0.0,0.94,0.33,6,3,18,3,0,0,2,4,0,0,6,Orthodox,172.72,165.1,135,2,0,0,3.32,0.41,0.3,1.54,0.38,7,6,54,0,0,4,7,2,1,0,14,Orthodox,165.1,167.64,135,37,28,1,0,-1,-8,-3,-36,3,2,-1,7.62,-2.54,-9,0.21,-0.3,-0.6,1,1,9.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,,,9.0,,,Red,KO/TKO,Punch
Aljamain Sterling,Cory Sandhagen,-115,-105,86.95652174,95.23809524,6/6/2020,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,0,5,0,7.14,0.48,0.6,1.24,0.5,5,0,11,0,0,1,1,2,1,0,5,Switch,180.34,177.8,135,0,4,0,4.85,0.5,0.8,1.91,0.29,4,3,35,0,0,0,6,1,3,0,10,Orthodox,170.18,180.34,135,30,28,0,1,1,-5,-3,-24,0,1,-2,10.16,-2.54,-2,2.29,-0.2,-0.67,1,1,4.0,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,,Red,SUB,Rear Naked Choke
Neil Magny,Anthony Rocco Martin,-135,115,74.07407407,115.0,6/6/2020,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,0,1,0,2.7,0.36,1.1,0.68,0.25,4,5,38,0,0,0,5,1,3,0,9,Orthodox,182.88,185.42,170,0,1,0,3.93,0.46,0.3,2.7,0.47,7,6,55,0,0,1,8,5,1,0,15,Orthodox,190.5,203.2,170,32,30,0,0,-3,-6,-1,-17,0,-4,2,-7.62,-17.78,-2,-1.23,0.8,-2.02,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Eddie Wineland,Sean O'Malley,400,-500,400.0,20.0,6/6/2020,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,0,3,0,6.87,0.57,1.2,1.24,0.5,3,0,7,0,0,0,2,1,0,0,3,Switch,180.34,182.88,135,0,1,0,3.41,0.29,0.1,0.28,0.28,4,9,47,3,0,1,2,8,0,0,11,Orthodox,170.18,175.26,135,35,25,0,2,-1,-8,-9,-40,-3,-7,0,10.16,7.62,-10,3.46,1.1,0.96,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch
Alex Caceres,Chase Hooper,168,-195,168.0,51.28205128,6/6/2020,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,MALE,3,0,1,0,5.16,0.63,3.8,0.77,0.16,1,0,1,0,0,0,0,1,0,0,1,Southpaw,185.42,187.96,145,0,1,0,3.98,0.48,0.8,0.53,0.75,4,10,55,0,0,3,4,1,2,0,10,Southpaw,177.8,185.42,145,31,20,0,0,-3,-9,-10,-54,0,0,-2,7.62,2.54,-11,1.18,3.0,0.24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Ian Heinisch,Gerald Meerschaert,-130,110,76.92307692,110.0,6/6/2020,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,3,0,1,0,3.32,0.43,1.7,2.37,0.43,2,4,21,0,0,0,0,1,5,0,6,Southpaw,185.42,195.58,185,2,0,0,3.38,0.5,0.5,1.18,0.19,2,2,12,0,0,0,2,0,0,0,2,Orthodox,180.34,182.88,185,31,32,-2,1,0,4,2,9,0,1,5,5.08,12.7,1,-0.06,1.2,1.19,1,1,,13.0,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch
Cody Stamann,Brian Kelleher,-250,210,40.0,210.0,6/6/2020,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,MALE,3,0,2,0,4.65,0.43,0.8,1.26,0.23,2,3,15,0,0,0,1,2,2,0,5,Switch,167.64,167.64,145,0,1,1,4.25,0.49,0.0,3.58,0.48,3,1,17,0,0,2,2,0,0,0,4,Orthodox,167.64,162.56,135,30,33,0,1,-1,1,2,-2,0,2,2,0.0,5.08,3,0.4,0.8,-2.32,1,1,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,neither,U-DEC,
Charles Byrd,Maki Pitolo,-175,155,57.14285714,155.0,6/6/2020,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,1,0,0,5.42,0.45,0.9,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,190.5,170,2,0,0,3.86,0.57,1.9,2.52,0.5,1,2,4,0,0,0,0,0,1,0,1,Orthodox,177.8,185.42,185,36,29,-1,0,-1,-1,-1,-1,0,0,-1,0.0,5.08,-7,1.56,-1.0,-2.52,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches
Jussier Formiga,Alex Perez,115,-135,115.0,74.07407407,6/6/2020,"Las Vegas, Nevada, USA",USA,Blue,False,Flyweight,MALE,3,0,2,0,4.48,0.47,1.5,3.27,0.5,3,1,11,0,0,0,2,1,2,0,5,Orthodox,167.64,165.1,125,2,0,0,1.35,0.39,0.6,1.87,0.35,4,6,37,0,0,0,6,0,3,0,9,Orthodox,165.1,170.18,125,35,28,-2,2,-1,-4,-5,-26,0,1,-1,2.54,-5.08,-7,3.13,0.9,1.4,1,1,9.0,4.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,9.0,,Red,KO/TKO,Kick
Alonzo Menifield,Devin Clark,-225,185,44.44444444,185.0,6/6/2020,"Las Vegas, Nevada, USA",USA,Blue,False,Light Heavyweight,MALE,3,0,1,0,3.12,0.55,0.1,3.03,0.42,2,4,21,0,0,0,5,0,0,0,5,Orthodox,182.88,190.5,205,0,2,0,5.07,0.48,0.0,0.0,0.0,2,0,2,0,0,0,0,2,0,0,2,Orthodox,182.88,193.04,205,32,30,0,-1,0,3,4,19,0,-2,0,0.0,-2.54,-2,-1.95,0.1,3.03,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Evan Dunham,Herbert Burns,185,-225,185.0,44.44444444,6/6/2020,"Las Vegas, Nevada, USA",USA,Blue,False,Catch Weight,MALE,3,0,1,0,2.31,0.42,5.8,2.88,1.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,175.26,185.42,145,2,0,1,5.35,0.39,1.0,1.83,0.33,4,8,49,0,0,3,5,2,1,0,11,Southpaw,177.8,177.8,155,38,32,-2,1,-3,-10,-8,-48,0,-1,-1,-2.54,7.62,-6,-3.04,4.8,1.05,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke
Tyron Woodley,Gilbert Burns,-170,150,58.82352941,150.0,5/30/2020,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,MALE,5,0,5,0,3.13,0.44,0.7,2.39,0.38,5,3,31,0,0,0,4,3,4,0,11,Orthodox,177.8,180.34,170,1,0,1,2.5,0.49,0.5,1.21,0.41,8,4,58,7,1,3,3,6,4,0,17,Orthodox,175.26,187.96,170,38,33,-1,5,-3,-6,-1,-27,-7,-3,0,2.54,-7.62,-5,0.63,0.2,1.18,1,1,6.0,1.0,,,,,,,,1.0,,,,,14.0,,,,,,,,6.0,,,,,,Red,U-DEC,
Blagoy Ivanov,Augusto Sakai,-105,-115,95.23809524,86.95652174,5/30/2020,"Las Vegas, Nevada, USA",USA,Blue,False,Heavyweight,MALE,3,0,3,0,5.51,0.46,0.0,0.24,0.5,3,0,7,0,0,1,0,2,0,0,3,Orthodox,190.5,195.58,265,1,0,0,3.09,0.38,0.2,1.07,0.62,2,2,14,0,0,0,2,0,0,0,2,Southpaw,180.34,185.42,250,33,29,-1,3,1,1,-2,-7,0,2,0,10.16,10.16,-4,2.42,-0.2,-0.83,1,1,13.0,12.0,,,,,12.0,,,,,,,,,,,,,13.0,,,,,,,,,Red,S-DEC,
Billy Quarantillo,Spike Carlyle,-130,110,76.92307692,110.0,5/30/2020,"Las Vegas, Nevada, USA",USA,Red,False,Catch Weight,MALE,3,0,1,0,14.12,0.68,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Switch,172.72,180.34,145,0,1,0,10.77,0.81,4.0,0.8,0.25,1,0,2,0,0,0,0,0,1,0,1,Orthodox,177.8,177.8,145,31,27,0,0,0,0,0,-1,0,1,-1,-5.08,2.54,-4,3.35,-4.0,-0.8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Roosevelt Roberts,Brok Weaver,-360,300,27.77777778,300.0,5/30/2020,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,0,1,0,5.57,0.73,0.8,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,Southpaw,182.88,185.42,155,0,1,0,2.87,0.46,0.5,1.84,0.63,2,1,10,0,0,0,2,0,1,0,3,Orthodox,187.96,185.42,155,26,28,0,0,-1,-2,-1,-9,0,0,-1,-5.08,0.0,2,2.7,0.3,-1.84,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke
Mackenzie Dern,Hannah Cifers,-420,335,23.80952381,335.0,5/30/2020,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,FEMALE,3,1,0,0,4.82,0.45,0.3,0.32,1.0,2,2,10,0,0,1,1,0,0,0,2,Orthodox,154.94,157.48,115,1,0,0,3.24,0.32,0.9,0.46,0.08,2,1,7,0,0,1,0,0,1,0,2,Orthodox,162.56,160.02,115,27,27,0,0,0,0,1,3,0,0,-1,-7.62,-2.54,0,1.58,-0.6,-0.14,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Kneebar
Katlyn Chookagian,Antonina Shevchenko,110,-130,110.0,76.92307692,5/30/2020,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,FEMALE,3,0,1,0,4.9,0.57,1.0,0.67,1.0,1,1,8,0,0,0,1,0,1,0,2,Southpaw,172.72,170.18,125,1,0,0,4.11,0.32,0.1,0.0,0.0,3,3,27,1,0,1,5,0,0,0,6,Orthodox,175.26,172.72,125,31,35,-1,1,-2,-4,-2,-19,-1,0,1,-2.54,-2.54,4,0.79,0.9,0.67,1,1,12.0,2.0,2.0,,,,,,,,,,,,11.0,12.0,,,,,,,,,,,,,Red,U-DEC,
Daniel Rodriguez,Gabe Green,-335,275,29.85074627,275.0,5/30/2020,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Switch,177.8,185.42,170,0,1,0,6.65,0.45,0.6,2.54,0.8,1,0,2,0,0,0,0,0,1,0,1,Southpaw,185.42,187.96,170,33,27,0,-1,-1,-1,0,-2,0,0,-1,-7.62,-2.54,-6,-6.65,-0.6,-2.54,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Jamahal Hill,Klidson Abreu,-117,-103,85.47008547,97.08737864,5/30/2020,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,MALE,3,1,0,0,2.02,0.39,0.0,0.67,0.2,1,2,9,0,0,0,1,0,0,0,1,Orthodox,182.88,187.96,205,0,1,0,7.92,0.52,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Southpaw,193.04,200.66,205,29,27,1,-1,0,0,2,6,0,0,0,-10.16,-12.7,-2,-5.9,0.0,0.67,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Knee
Tim Elliott,Brandon Royval,-162,142,61.72839506,142.0,5/30/2020,"Las Vegas, Nevada, USA",USA,Blue,False,Flyweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,175.26,172.72,125,2,0,0,3.49,0.46,1.2,4.14,0.57,2,8,31,1,0,0,3,0,1,0,4,Southpaw,170.18,167.64,125,33,27,-2,0,-2,-4,-8,-31,-1,0,-1,5.08,5.08,-6,-3.49,-1.2,-4.14,1,1,,11.0,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,Red,SUB,Arm Triangle
Louis Smolka,Casey Kenney,230,-270,230.0,37.03703704,5/30/2020,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,1,0,0,3.39,0.4,0.6,1.4,0.5,2,1,9,0,0,0,2,0,0,0,2,Southpaw,170.18,172.72,135,0,1,0,4.22,0.46,2.1,1.65,0.34,4,6,30,0,0,0,2,3,2,0,7,Orthodox,177.8,185.42,135,28,29,1,-1,-2,-5,-5,-21,0,-3,-2,-7.62,-12.7,1,-0.83,-1.5,-0.25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke
Chris Gutierrez,Vince Morales,-110,-110,90.90909091,90.90909091,5/30/2020,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,MALE,3,1,0,0,4.84,0.39,0.0,0.0,0.0,1,2,9,0,0,0,1,0,0,0,1,Orthodox,170.18,177.8,145,0,2,0,3.65,0.55,0.0,0.38,0.33,2,1,8,0,0,1,1,0,0,0,2,Orthodox,175.26,170.18,145,29,29,1,-2,-1,-1,1,1,0,0,0,-5.08,7.62,0,1.19,0.0,-0.38,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick
Alistair Overeem,Walt Harris,135,-155,135.0,64.51612903,5/16/2020,"Jacksonville, Florida, USA",USA,Red,False,Heavyweight,MALE,5,1,0,0,2.97,0.39,0.2,0.32,0.33,3,7,22,0,0,0,0,0,0,0,6,Southpaw,195.58,195.58,250,0,1,0,3.66,0.63,0.9,1.4,0.54,11,15,76,3,0,0,0,0,0,0,32,Orthodox,193.04,203.2,265,39,36,1,-1,-8,-26,-8,-54,-3,0,0,2.54,-7.62,-3,-0.69,-0.7,-1.08,1,1,9.0,8.0,,,,,8.0,,,,,,,,,,,,,9.0,,,,,,,,,Red,KO/TKO,Punches
Claudia Gadelha,Angela Hill,-255,215,39.21568627,215.0,5/16/2020,"Jacksonville, Florida, USA",USA,Red,False,Women's Strawweight,FEMALE,3,1,0,0,5.76,0.49,0.2,0.47,0.37,3,8,37,0,0,0,0,0,0,0,7,Orthodox,160.02,162.56,115,0,2,0,3.4,0.41,0.7,3.13,0.45,2,4,30,1,0,0,0,0,0,0,7,Orthodox,162.56,160.02,115,31,35,1,-2,1,0,4,7,-1,0,0,-2.54,2.54,4,2.36,-0.5,-2.66,1,1,,6.0,,,6.0,,,,,,,,,,14.0,,,,,,,,,,,,,,Red,S-DEC,
Dan Ige,Edson Barboza,112,-132,112.0,75.75757576,5/16/2020,"Jacksonville, Florida, USA",USA,Red,False,Featherweight,MALE,3,3,0,0,4.08,0.43,0.1,0.46,0.44,4,9,55,0,0,0,0,0,0,0,14,Orthodox,180.34,190.5,145,0,6,0,4.12,0.48,0.7,2.15,0.34,6,1,14,0,0,0,0,0,0,0,6,Orthodox,170.18,180.34,145,28,34,3,-6,-2,8,8,41,0,0,0,10.16,10.16,6,-0.04,-0.6,-1.69,1,1,,15.0,,,,,,,,,,15.0,,,,,,,,,,,,11.0,,,,,Red,S-DEC,
Krzysztof Jotko,Eryk Anders,-105,-105,95.23809524,95.23809524,5/16/2020,"Jacksonville, Florida, USA",USA,Red,False,Middleweight,MALE,3,1,0,0,3.02,0.45,0.1,1.34,0.34,2,5,25,0,0,0,0,0,0,0,5,Southpaw,185.42,190.5,185,0,3,0,2.98,0.45,0.1,1.27,0.35,5,4,32,0,0,0,0,0,0,0,9,Southpaw,185.42,195.58,185,30,33,1,-3,-3,-4,1,-7,0,0,0,0.0,-5.08,3,0.04,0.0,0.07,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Song Yadong,Marlon Vera,-200,170,50.0,170.0,5/16/2020,"Jacksonville, Florida, USA",USA,Red,False,Featherweight,MALE,3,1,0,0,3.7,0.48,1.3,0.88,0.42,5,5,31,0,0,0,0,0,0,0,9,Switch,172.72,177.8,145,0,5,1,4.32,0.42,0.5,0.73,0.75,4,0,10,0,0,0,0,0,0,0,5,Orthodox,172.72,170.18,145,22,27,1,-5,1,4,5,21,0,0,0,0.0,7.62,5,-0.62,0.8,0.15,1,1,,,,,,,,,,,,,14.0,,,,,,,,,,,,,15.0,,,neither,U-DEC,
Miguel Baeza,Matt Brown,-155,-155,64.51612903,64.51612903,5/16/2020,"Jacksonville, Florida, USA",USA,Red,False,Welterweight,MALE,3,1,0,0,3.81,0.54,1.5,1.6,0.47,7,11,56,0,0,0,0,0,0,0,15,Orthodox,182.88,190.5,170,0,2,0,4.78,0.56,1.1,0.54,0.33,2,0,2,0,0,0,0,0,0,0,2,Orthodox,187.96,187.96,170,27,39,1,-2,5,13,11,54,0,0,0,-5.08,2.54,12,-0.97,0.4,1.06,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch
Kevin Holland,Anthony Hernandez,-110,-110,90.90909091,90.90909091,5/16/2020,"Jacksonville, Florida, USA",USA,Red,False,Middleweight,MALE,3,1,0,0,5.03,0.53,0.9,5.27,0.66,1,2,4,0,0,0,0,0,0,0,1,Orthodox,182.88,190.5,185,0,1,0,4.29,0.55,1.1,1.26,0.43,3,2,14,0,0,0,0,0,0,0,4,Orthodox,190.5,205.74,170,27,26,1,-1,-2,-3,0,-10,0,0,0,-7.62,-15.24,-1,0.74,-0.2,4.01,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Knees
Giga Chikadze,Irwin Rivera,-420,335,23.80952381,335.0,5/16/2020,"Jacksonville, Florida, USA",USA,Red,False,Featherweight,MALE,3,1,0,0,2.27,0.36,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,Southpaw,167.64,0.0,145,0,3,0,3.31,0.44,0.0,0.51,0.5,3,0,6,0,0,0,0,0,0,0,3,Orthodox,182.88,187.96,145,31,31,1,-3,-3,-3,1,-6,0,0,0,-15.24,-187.96,0,-1.04,0.0,-0.51,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Nate Landwehr,Darren Elkins,100,-120,100.0,83.33333333,5/16/2020,"Jacksonville, Florida, USA",USA,Red,False,Featherweight,MALE,3,4,0,0,3.54,0.37,1.2,2.43,0.33,6,8,54,0,0,0,0,0,0,0,14,Orthodox,177.8,180.34,145,0,1,0,6.89,0.5,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,1,Orthodox,175.26,182.88,145,31,36,4,-1,5,13,7,53,0,0,0,2.54,-2.54,5,-3.35,1.2,2.43,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Cortney Casey,Mara Romero Borella,-185,160,54.05405405,160.0,5/16/2020,"Jacksonville, Florida, USA",USA,Red,False,Women's Flyweight,FEMALE,3,3,0,0,2.54,0.37,0.2,1.66,0.43,1,4,13,0,0,0,0,0,0,0,2,Orthodox,167.64,175.26,125,0,1,0,4.72,0.38,0.7,0.34,0.3,2,6,26,0,0,0,0,0,0,0,5,Orthodox,170.18,170.18,125,33,33,3,-1,-1,-3,-2,-13,0,0,0,-2.54,5.08,0,-2.18,-0.5,1.32,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar
Rodrigo Nascimento,Don'Tale Mayes,-115,-105,86.95652174,95.23809524,5/16/2020,"Jacksonville, Florida, USA",USA,Red,False,Heavyweight,MALE,3,2,0,0,4.19,0.45,0.0,0.0,0.0,0,2,3,0,0,0,0,0,0,0,0,Orthodox,198.12,205.74,260,0,1,0,4.44,0.56,2.9,2.9,1.0,1,0,0,0,0,0,0,0,0,0,1,Orthodox,187.96,203.2,246,27,28,2,-1,-1,-1,2,3,0,0,0,10.16,2.54,1,-0.25,-2.9,-2.9,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke
