R_fighter,B_fighter,round,time,date
Mark Coleman,Julian Sanchez,1,0:45,9/20/1996
Roberto Traven,Dave Berry,1,1:33,9/20/1996
Scott Ferrozzo,Sam Fulton,1,1:45,9/20/1996
Cain Velasquez,Antonio Rodrigo Nogueira,1,2:20,2/20/2010
Wanderlei Silva,Michael Bisping,3,5:00,2/20/2010
George Sotiropoulos,Joe Stevenson,3,5:00,2/20/2010
Ryan Bader,Keith Jardine,3,2:10,2/20/2010
Mirko Filipovic,Anthony Perosh,2,5:00,2/20/2010
Krzysztof Soszynski,Stephan Bonnar,3,1:04,2/20/2010
Chris Lytle,Brian Foster,1,1:41,2/20/2010
CB Dollaway,Goran Reljic,3,5:00,2/20/2010
James Te Huna,Igor Pokrajac,3,3:26,2/20/2010
Georges St-Pierre,Dan Hardy,5,5:00,3/27/2010
Shane Carwin,Frank Mir,1,3:48,3/27/2010
Kurt Pellegrino,Fabricio Camoes,2,4:20,3/27/2010
Jon Fitch,Ben Saunders,3,5:00,3/27/2010
Jim Miller,Mark Bocek,3,5:00,3/27/2010
Nate Diaz,Rory Markham,1,2:47,3/27/2010
Ricardo Almeida,Matt Brown,2,3:30,3/27/2010
Rousimar Palhares,Tomasz Drwal,1,0:45,3/27/2010
Jared Hamman,Rodney Wallace,3,5:00,3/27/2010
Matthew Riddle,Greg Soto,3,1:30,3/27/2010
Anderson Silva,Demian Maia,5,5:00,4/10/2010
Frankie Edgar,BJ Penn,5,5:00,4/10/2010
Matt Hughes,Renzo Gracie,3,4:40,4/10/2010
Rafael Dos Anjos,Terry Etim,2,4:30,4/10/2010
Mark Munoz,Kendall Grove,2,2:50,4/10/2010
Phil Davis,Alexander Gustafsson,1,4:55,4/10/2010
Rick Story,Nick Osipczak,3,5:00,4/10/2010
DaMarques Johnson,Brad Blackburn,3,2:08,4/10/2010
Paul Kelly,Matt Veach,2,3:41,4/10/2010
Jon Madsen,Mostapha Al-Turk,3,5:00,4/10/2010
Mauricio Rua,Lyoto Machida,1,3:35,5/8/2010
Josh Koscheck,Paul Daley,3,5:00,5/8/2010
Jeremy Stephens,Sam Stout,3,5:00,5/8/2010
Matt Mitrione,Kevin Ferguson,2,4:24,5/8/2010
Alan Belcher,Patrick Cote,2,3:25,5/8/2010
Joe Doerksen,Tom Lawlor,2,2:10,5/8/2010
Marcus Davis,Jonathan Goulet,2,1:23,5/8/2010
Johny Hendricks,TJ Grant,3,5:00,5/8/2010
Joey Beltran,Tim Hague,3,5:00,5/8/2010
Mike Guymon,Yoshiyuki Yoshida,3,5:00,5/8/2010
John Salter,Jason MacDonald,1,2:42,5/8/2010
Rashad Evans,Quinton Jackson,3,5:00,5/29/2010
Michael Bisping,Dan Miller,3,5:00,5/29/2010
Mike Russow,Todd Duffee,3,2:35,5/29/2010
Rogerio Nogueira,Jason Brilz,3,5:00,5/29/2010
John Hathaway,Diego Sanchez,3,5:00,5/29/2010
Dong Hyun Kim,Amir Sadollah,3,5:00,5/29/2010
Efrain Escudero,Dan Lauzon,3,5:00,5/29/2010
Melvin Guillard,Waylon Lowe,1,3:28,5/29/2010
Cyrille Diabate,Luiz Cane,1,2:13,5/29/2010
Aaron Riley,Joe Brammer,3,5:00,5/29/2010
Ryan Jensen,Jesse Forbes,1,1:06,5/29/2010
Rich Franklin,Chuck Liddell,1,4:55,6/12/2010
Mirko Filipovic,Pat Barry,3,4:30,6/12/2010
Martin Kampmann,Paulo Thiago,3,5:00,6/12/2010
Ben Rothwell,Gilbert Yvel,3,5:00,6/12/2010
Carlos Condit,Rory MacDonald,3,4:53,6/12/2010
Evan Dunham,Tyson Griffin,3,5:00,6/12/2010
Matt Wiman,Mac Danzig,1,1:45,6/12/2010
Mario Miranda,David Loiseau,2,4:07,6/12/2010
James Wilks,Peter Sobotta,3,5:00,6/12/2010
Claude Patrick,Ricardo Funch,2,1:48,6/12/2010
Mike Pyle,Jesse Lennox,3,4:44,6/12/2010
Brock Lesnar,Shane Carwin,2,2:19,7/3/2010
Chris Leben,Yoshihiro Akiyama,3,4:40,7/3/2010
Chris Lytle,Matt Brown,2,2:02,7/3/2010
Stephan Bonnar,Krzysztof Soszynski,2,3:08,7/3/2010
George Sotiropoulos,Kurt Pellegrino,3,5:00,7/3/2010
Brendan Schaub,Chris Tuchscherer,1,1:07,7/3/2010
Ricardo Romero,Seth Petruzelli,2,3:05,7/3/2010
Kendall Grove,Goran Reljic,3,5:00,7/3/2010
Gerald Harris,David Branch,3,2:35,7/3/2010
Daniel Roberts,Forrest Petz,3,5:00,7/3/2010
Jon Madsen,Karlos Vemola,3,5:00,7/3/2010
Anderson Silva,Chael Sonnen,5,3:10,8/7/2010
Jon Fitch,Thiago Alves,3,5:00,8/7/2010
Clay Guida,Rafael Dos Anjos,3,1:51,8/7/2010
Matt Hughes,Ricardo Almeida,1,3:15,8/7/2010
Junior Dos Santos,Roy Nelson,3,5:00,8/7/2010
Rick Story,Dustin Hazelett,2,1:15,8/7/2010
Phil Davis,Rodney Wallace,3,5:00,8/7/2010
Johny Hendricks,Charlie Brenneman,2,0:40,8/7/2010
Tim Boetsch,Todd Brown,3,5:00,8/7/2010
Stefan Struve,Christian Morecraft,2,0:22,8/7/2010
Dennis Hallman,Ben Saunders,3,5:00,8/7/2010
Frankie Edgar,BJ Penn,5,5:00,8/28/2010
Randy Couture,James Toney,1,3:19,8/28/2010
Demian Maia,Mario Miranda,3,5:00,8/28/2010
Gray Maynard,Kenny Florian,3,5:00,8/28/2010
Nate Diaz,Marcus Davis,3,4:02,8/28/2010
Joe Lauzon,Gabe Ruediger,1,2:01,8/28/2010
Nik Lentz,Andre Winner,3,5:00,8/28/2010
Dan Miller,John Salter,2,1:53,8/28/2010
Greg Soto,Nick Osipczak,3,5:00,8/28/2010
Mike Pierce,Amilcar Alves,3,3:11,8/28/2010
Frank Mir,Mirko Filipovic,3,4:02,9/25/2010
Ryan Bader,Rogerio Nogueira,3,5:00,9/25/2010
Chris Lytle,Matt Serra,3,5:00,9/25/2010
Sean Sherk,Evan Dunham,3,5:00,9/25/2010
Melvin Guillard,Jeremy Stephens,3,5:00,9/25/2010
CB Dollaway,Joe Doerksen,1,2:13,9/25/2010
Matt Mitrione,Joey Beltran,3,5:00,9/25/2010
Thiago Tavares,Pat Audinwood,1,3:47,9/25/2010
Waylon Lowe,Steve Lopez,3,5:00,9/25/2010
TJ Grant,Julio Paulino,3,5:00,9/25/2010
Sean McCorkle,Mark Hunt,1,1:03,9/25/2010
Mark Coleman,Dan Severn,1,2:57,2/7/1997
Vitor Belfort,Scott Ferrozzo,1,0:43,2/7/1997
Jerry Bohlander,Nick Sanzo,1,0:39,2/7/1997
Vitor Belfort,Tra Telligman,1,1:17,2/7/1997
Scott Ferrozzo,Jim Mullen,1,8:02,2/7/1997
Yoshiki Takahashi,Wallid Ismail,2,3:00,2/7/1997
Jerry Bohlander,Rainy Martinez,1,1:24,2/7/1997
Justin Martin,Eric Martin,1,0:14,2/7/1997
Nick Sanzo,Jackie Lee,1,0:48,2/7/1997
Michael Bisping,Yoshihiro Akiyama,3,5:00,10/16/2010
Carlos Condit,Dan Hardy,1,4:27,10/16/2010
Mike Pyle,John Hathaway,3,5:00,10/16/2010
Cheick Kongo,Travis Browne,3,5:00,10/16/2010
Claude Patrick,James Wilks,3,5:00,10/16/2010
Alexander Gustafsson,Cyrille Diabate,2,2:41,10/16/2010
Rob Broughton,Vinicius Queiroz,3,1:43,10/16/2010
Paul Sass,Mark Holst,1,4:45,10/16/2010
Spencer Fisher,Curt Warburton,3,5:00,10/16/2010
Fabio Maldonado,James McSweeney,3,0:48,10/16/2010
Cain Velasquez,Brock Lesnar,1,4:12,10/23/2010
Jake Shields,Martin Kampmann,3,5:00,10/23/2010
Diego Sanchez,Paulo Thiago,3,5:00,10/23/2010
Matt Hamill,Tito Ortiz,3,5:00,10/23/2010
Brendan Schaub,Gabriel Gonzaga,3,5:00,10/23/2010
Court McGee,Ryan Jensen,3,1:21,10/23/2010
Tom Lawlor,Patrick Cote,3,5:00,10/23/2010
Daniel Roberts,Mike Guymon,1,1:13,10/23/2010
Sam Stout,Paul Taylor,3,5:00,10/23/2010
Chris Camozzi,Dongi Yang,3,5:00,10/23/2010
Jon Madsen,Gilbert Yvel,1,1:48,10/23/2010
Yushin Okami,Nate Marquardt,3,5:00,11/13/2010
Dennis Siver,Andre Winner,1,3:37,11/13/2010
Amir Sadollah,Peter Sobotta,3,5:00,11/13/2010
Krzysztof Soszynski,Goran Reljic,3,5:00,11/13/2010
Duane Ludwig,Nick Osipczak,3,5:00,11/13/2010
Vladimir Matyushenko,Alexandre Ferreira,1,2:20,11/13/2010
Pascal Krauss,Mark Scanlon,3,5:00,11/13/2010
Kyle Noke,Rob Kimmons,2,1:33,11/13/2010
Karlos Vemola,Seth Petruzelli,1,3:46,11/13/2010
Carlos Eduardo Rocha,Kris McCray,1,2:21,11/13/2010
Quinton Jackson,Lyoto Machida,3,5:00,11/20/2010
BJ Penn,Matt Hughes,1,0:21,11/20/2010
Maiquel Falcao,Gerald Harris,3,5:00,11/20/2010
Phil Davis,Tim Boetsch,2,2:55,11/20/2010
George Sotiropoulos,Joe Lauzon,2,2:43,11/20/2010
Brian Foster,Matt Brown,2,2:11,11/20/2010
Mark Munoz,Aaron Simpson,3,5:00,11/20/2010
Dennis Hallman,Karo Parisyan,1,1:47,11/20/2010
Edson Barboza,Mike Lullo,3,0:26,11/20/2010
Paul Kelly,TJ O'Brien,2,3:16,11/20/2010
Nik Lentz,Tyson Griffin,3,5:00,11/20/2010
Georges St-Pierre,Josh Koscheck,5,5:00,12/11/2010
Stefan Struve,Sean McCorkle,1,3:55,12/11/2010
Jim Miller,Charles Oliveira,1,1:59,12/11/2010
Mac Danzig,Joe Stevenson,1,1:54,12/11/2010
Thiago Alves,John Howard,3,5:00,12/11/2010
Dan Miller,Joe Doerksen,3,5:00,12/11/2010
Mark Bocek,Dustin Hazelett,1,2:33,12/11/2010
Jesse Bongfeldt,Rafael Natal,3,5:00,12/11/2010
Sean Pierson,Matthew Riddle,3,5:00,12/11/2010
Ricardo Almeida,TJ Grant,3,5:00,12/11/2010
John Makdessi,Pat Audinwood,3,5:00,12/11/2010
Frankie Edgar,Gray Maynard,5,5:00,1/1/2011
Brian Stann,Chris Leben,1,3:37,1/1/2011
Brandon Vera,Thiago Silva,3,5:00,1/1/2011
Dong Hyun Kim,Nate Diaz,3,5:00,1/1/2011
Clay Guida,Takanori Gomi,2,4:27,1/1/2011
Jeremy Stephens,Marcus Davis,3,2:33,1/1/2011
Dustin Poirier,Josh Grispi,3,5:00,1/1/2011
Brad Tavares,Phil Baroni,1,4:20,1/1/2011
Diego Nunes,Mike Brown,3,5:00,1/1/2011
Daniel Roberts,Greg Soto,1,3:45,1/1/2011
Jacob Volkmann,Antonio McKee,3,5:00,1/1/2011
Anderson Silva,Vitor Belfort,1,3:25,2/5/2011
Forrest Griffin,Rich Franklin,3,5:00,2/5/2011
Jon Jones,Ryan Bader,2,4:20,2/5/2011
Jake Ellenberger,Carlos Eduardo Rocha,3,5:00,2/5/2011
Miguel Torres,Antonio Banuelos,3,5:00,2/5/2011
Donald Cerrone,Paul Kelly,2,3:48,2/5/2011
Chad Mendes,Michihiro Omigawa,3,5:00,2/5/2011
Demetrious Johnson,Norifumi Yamamoto,3,5:00,2/5/2011
Paul Taylor,Gabe Ruediger,2,1:42,2/5/2011
Kyle Kingsbury,Ricardo Romero,1,0:21,2/5/2011
Mike Pierce,Kenny Robertson,2,0:29,2/5/2011
BJ Penn,Jon Fitch,3,5:00,2/26/2011
Michael Bisping,Jorge Rivera,2,1:54,2/26/2011
Dennis Siver,George Sotiropoulos,3,5:00,2/26/2011
Brian Ebersole,Chris Lytle,3,5:00,2/26/2011
Kyle Noke,Chris Camozzi,1,1:35,2/26/2011
Ross Pearson,Spencer Fisher,3,5:00,2/26/2011
Alexander Gustafsson,James Te Huna,1,4:27,2/26/2011
Nick Ring,Riki Fukuda,3,5:00,2/26/2011
Anthony Perosh,Tom Blackledge,1,2:45,2/26/2011
Tiequan Zhang,Jason Reinhardt,1,0:48,2/26/2011
Mark Hunt,Chris Tuchscherer,2,1:41,2/26/2011
Curt Warburton,Maciej Jewtuszko,3,5:00,2/26/2011
Jon Jones,Mauricio Rua,3,2:37,3/19/2011
Urijah Faber,Eddie Wineland,3,5:00,3/19/2011
Jim Miller,Kamal Shalorus,3,2:15,3/19/2011
Nate Marquardt,Dan Miller,3,5:00,3/19/2011
Brendan Schaub,Mirko Filipovic,3,3:44,3/19/2011
Luiz Cane,Eliot Marshall,1,2:15,3/19/2011
Edson Barboza,Anthony Njokuani,3,5:00,3/19/2011
Mike Pyle,Ricardo Almeida,3,5:00,3/19/2011
Gleison Tibau,Kurt Pellegrino,3,5:00,3/19/2011
Joseph Benavidez,Ian Loveland,3,5:00,3/19/2011
Nick Catone,Constantinos Philippou,3,5:00,3/19/2011
Erik Koch,Raphael Assuncao,1,2:32,3/19/2011
Georges St-Pierre,Jake Shields,5,5:00,4/30/2011
Jose Aldo,Mark Hominick,5,5:00,4/30/2011
Lyoto Machida,Randy Couture,2,1:05,4/30/2011
Vladimir Matyushenko,Jason Brilz,1,0:20,4/30/2011
Benson Henderson,Mark Bocek,3,5:00,4/30/2011
Rory MacDonald,Nate Diaz,3,5:00,4/30/2011
Jake Ellenberger,Sean Pierson,1,2:42,4/30/2011
Claude Patrick,Daniel Roberts,3,5:00,4/30/2011
Ivan Menjivar,Charlie Valencia,1,1:30,4/30/2011
Jason MacDonald,Ryan Jensen,1,1:37,4/30/2011
John Makdessi,Kyle Watson,3,1:27,4/30/2011
Pablo Garza,Yves Jabouin,1,4:31,4/30/2011
Vitor Belfort,David Abbott,1,0:52,5/30/1997
Randy Couture,Steven Graham,1,3:13,5/30/1997
Guy Mezger,Tito Ortiz,1,2:00,5/30/1997
Randy Couture,Tony Halme,1,0:56,5/30/1997
Steven Graham,Dmitri Stepanov,1,1:30,5/30/1997
Enson Inoue,Royce Alger,1,1:36,5/30/1997
Guy Mezger,Christophe Leninger,2,3:00,5/30/1997
Jack Nilson,Saeed Hosseini,1,1:23,5/30/1997
Tito Ortiz,Wes Albritton,1,0:31,5/30/1997
Quinton Jackson,Matt Hamill,3,5:00,5/28/2011
Frank Mir,Roy Nelson,3,5:00,5/28/2011
Travis Browne,Stefan Struve,1,4:11,5/28/2011
Rick Story,Thiago Alves,3,5:00,5/28/2011
Brian Stann,Jorge Santiago,2,4:29,5/28/2011
Demetrious Johnson,Miguel Torres,3,5:00,5/28/2011
Tim Boetsch,Kendall Grove,3,5:00,5/28/2011
Gleison Tibau,Rafaello Oliveira,2,3:28,5/28/2011
Michael McDonald,Chris Cariaso,3,5:00,5/28/2011
Renan Barao,Cole Escovedo,3,5:00,5/28/2011
Junior Dos Santos,Shane Carwin,3,5:00,6/11/2011
Kenny Florian,Diego Nunes,3,5:00,6/11/2011
Mark Munoz,Demian Maia,3,5:00,6/11/2011
Dave Herman,Jon Olav Einemo,2,3:19,6/11/2011
Donald Cerrone,Vagner Rocha,3,5:00,6/11/2011
Sam Stout,Yves Edwards,1,3:52,6/11/2011
Chris Weidman,Jesse Bongfeldt,1,4:54,6/11/2011
Krzysztof Soszynski,Mike Massenzio,3,5:00,6/11/2011
Nick Ring,James Head,3,3:33,6/11/2011
Dustin Poirier,Jason Young,3,5:00,6/11/2011
Joey Beltran,Aaron Rosa,3,1:26,6/11/2011
Darren Elkins,Michihiro Omigawa,3,5:00,6/11/2011
Dominick Cruz,Urijah Faber,5,5:00,7/2/2011
Chris Leben,Wanderlei Silva,1,0:27,7/2/2011
Dennis Siver,Matt Wiman,3,5:00,7/2/2011
Tito Ortiz,Ryan Bader,1,1:56,7/2/2011
Carlos Condit,Dong Hyun Kim,1,2:58,7/2/2011
Melvin Guillard,Shane Roller,1,2:12,7/2/2011
Rafael Dos Anjos,George Sotiropoulos,1,0:59,7/2/2011
Brian Bowles,Takeya Mizugaki,3,5:00,7/2/2011
Aaron Simpson,Brad Tavares,3,5:00,7/2/2011
Anthony Njokuani,Andre Winner,3,5:00,7/2/2011
Jeff Hougland,Donny Walker,3,5:00,7/2/2011
Rashad Evans,Tito Ortiz,2,4:48,8/6/2011
Vitor Belfort,Yoshihiro Akiyama,1,1:52,8/6/2011
Brian Ebersole,Dennis Hallman,1,4:28,8/6/2011
Constantinos Philippou,Jorge Rivera,3,5:00,8/6/2011
Rory MacDonald,Mike Pyle,1,3:54,8/6/2011
Alexander Gustafsson,Matt Hamill,2,3:34,8/6/2011
Chad Mendes,Rani Yahya,3,5:00,8/6/2011
Ivan Menjivar,Nick Pace,3,5:00,8/6/2011
Johny Hendricks,Mike Pierce,3,5:00,8/6/2011
Mike Brown,Nam Phan,3,5:00,8/6/2011
Rafael Natal,Paul Bradley,3,5:00,8/6/2011
Anderson Silva,Yushin Okami,2,2:04,8/27/2011
Mauricio Rua,Forrest Griffin,1,1:53,8/27/2011
Edson Barboza,Ross Pearson,3,5:00,8/27/2011
Antonio Rodrigo Nogueira,Brendan Schaub,1,3:09,8/27/2011
Stanislav Nedkov,Luiz Cane,1,4:13,8/27/2011
Thiago Tavares,Spencer Fisher,2,2:51,8/27/2011
Rousimar Palhares,Dan Miller,3,5:00,8/27/2011
Paulo Thiago,David Mitchell,3,5:00,8/27/2011
Raphael Assuncao,Johnny Eduardo,3,5:00,8/27/2011
Erick Silva,Luis Ramos,1,0:40,8/27/2011
Iuri Alcantara,Felipe Arantes,3,5:00,8/27/2011
Yves Jabouin,Ian Loveland,3,5:00,8/27/2011
Jon Jones,Quinton Jackson,4,1:14,9/24/2011
Josh Koscheck,Matt Hughes,1,4:59,9/24/2011
Mark Hunt,Ben Rothwell,3,5:00,9/24/2011
Travis Browne,Rob Broughton,3,5:00,9/24/2011
Nate Diaz,Takanori Gomi,1,4:27,9/24/2011
Tony Ferguson,Aaron Riley,1,5:00,9/24/2011
Tim Boetsch,Nick Ring,3,5:00,9/24/2011
Junior Assuncao,Eddie Yagin,3,5:00,9/24/2011
Takeya Mizugaki,Cole Escovedo,2,4:30,9/24/2011
James Te Huna,Ricardo Romero,1,0:47,9/24/2011
Frankie Edgar,Gray Maynard,4,3:54,10/8/2011
Jose Aldo,Kenny Florian,5,5:00,10/8/2011
Chael Sonnen,Brian Stann,2,3:51,10/8/2011
Nam Phan,Leonard Garcia,3,5:00,10/8/2011
Joe Lauzon,Melvin Guillard,1,0:47,10/8/2011
Demian Maia,Jorge Santiago,3,5:00,10/8/2011
Anthony Pettis,Jeremy Stephens,3,5:00,10/8/2011
Stipe Miocic,Joey Beltran,3,5:00,10/8/2011
Darren Elkins,Tiequan Zhang,3,5:00,10/8/2011
Aaron Simpson,Eric Schafer,3,5:00,10/8/2011
Mike Massenzio,Steve Cantwell,3,5:00,10/8/2011
Nick Diaz,BJ Penn,3,5:00,10/29/2011
Cheick Kongo,Matt Mitrione,3,5:00,10/29/2011
Roy Nelson,Mirko Filipovic,3,1:30,10/29/2011
Scott Jorgensen,Jeff Curran,3,5:00,10/29/2011
Hatsu Hioki,George Roop,3,5:00,10/29/2011
Donald Cerrone,Dennis Siver,1,2:22,10/29/2011
Bart Palaszewski,Tyson Griffin,1,2:45,10/29/2011
Brandon Vera,Eliot Marshall,3,5:00,10/29/2011
Ramsey Nijem,Danny Downes,3,5:00,10/29/2011
Francis Carmont,Chris Camozzi,3,5:00,10/29/2011
Clifford Starks,Dustin Jacoby,3,5:00,10/29/2011
Mark Munoz,Chris Leben,2,5:00,11/5/2011
Renan Barao,Brad Pickett,1,4:09,11/5/2011
Thiago Alves,Papy Abedi,1,3:32,11/5/2011
Anthony Perosh,Cyrille Diabate,2,3:09,11/5/2011
Terry Etim,Edward Faaloloto,1,0:17,11/5/2011
John Maguire,Justin Edwards,3,5:00,11/5/2011
Philip De Fries,Rob Broughton,3,5:00,11/5/2011
Michihiro Omigawa,Jason Young,3,5:00,11/5/2011
Che Mills,Chris Cope,1,0:40,11/5/2011
Chris Cariaso,Vaughan Lee,3,5:00,11/5/2011
Dan Henderson,Mauricio Rua,5,5:00,11/19/2011
Wanderlei Silva,Cung Le,2,4:49,11/19/2011
Urijah Faber,Brian Bowles,2,1:27,11/19/2011
Martin Kampmann,Rick Story,3,5:00,11/19/2011
Stephan Bonnar,Kyle Kingsbury,3,5:00,11/19/2011
Ryan Bader,Jason Brilz,1,1:17,11/19/2011
Michael McDonald,Alex Soto,1,0:56,11/19/2011
Chris Weidman,Tom Lawlor,1,2:07,11/19/2011
Gleison Tibau,Rafael Dos Anjos,3,5:00,11/19/2011
Miguel Torres,Nick Pace,3,5:00,11/19/2011
Seth Baczynski,Matt Brown,2,0:42,11/19/2011
Danny Castillo,Shamar Bailey,1,4:52,11/19/2011
Maurice Smith,Mark Coleman,3,3:00,7/27/1997
Mark Kerr,Dan Bobish,1,1:38,7/27/1997
Kevin Jackson,Tony Fryklund,1,0:44,7/27/1997
Dan Bobish,Brian Johnston,1,2:10,7/27/1997
Mark Kerr,Moti Horenstein,1,2:22,7/27/1997
Kevin Jackson,Todd Butler,1,1:27,7/27/1997
Joe Moreira,Yuri Vaulin,2,3:00,7/27/1997
Alex Hunter,Sam Fulton,1,2:30,7/27/1997
Tony Fryklund,Donnie Chappell,1,1:31,7/27/1997
Jon Jones,Lyoto Machida,2,4:26,12/10/2011
Frank Mir,Antonio Rodrigo Nogueira,1,3:38,12/10/2011
Rogerio Nogueira,Tito Ortiz,1,3:15,12/10/2011
Brian Ebersole,Claude Patrick,3,5:00,12/10/2011
Chan Sung Jung,Mark Hominick,1,0:07,12/10/2011
Igor Pokrajac,Krzysztof Soszynski,1,0:35,12/10/2011
Constantinos Philippou,Jared Hamman,1,3:11,12/10/2011
Dennis Hallman,John Makdessi,1,2:58,12/10/2011
Yves Jabouin,Walel Watson,3,5:00,12/10/2011
Mark Bocek,Nik Lentz,3,5:00,12/10/2011
Jake Hecht,Rich Attonito,2,1:10,12/10/2011
John Cholish,Mitch Clarke,2,4:36,12/10/2011
Alistair Overeem,Brock Lesnar,1,2:26,12/30/2011
Nate Diaz,Donald Cerrone,3,5:00,12/30/2011
Johny Hendricks,Jon Fitch,1,0:12,12/30/2011
Alexander Gustafsson,Vladimir Matyushenko,1,2:13,12/30/2011
Jimy Hettes,Nam Phan,3,5:00,12/30/2011
Ross Pearson,Junior Assuncao,3,5:00,12/30/2011
Danny Castillo,Anthony Njokuani,3,5:00,12/30/2011
Dong Hyun Kim,Sean Pierson,3,5:00,12/30/2011
Jacob Volkmann,Efrain Escudero,3,5:00,12/30/2011
Diego Nunes,Manvel Gamburyan,3,5:00,12/30/2011
Jose Aldo,Chad Mendes,1,4:59,1/14/2012
Vitor Belfort,Anthony Johnson,1,4:49,1/14/2012
Rousimar Palhares,Mike Massenzio,1,1:03,1/14/2012
Carlo Prater,Erick Silva,1,0:29,1/14/2012
Edson Barboza,Terry Etim,3,2:02,1/14/2012
Thiago Tavares,Sam Stout,3,5:00,1/14/2012
Gabriel Gonzaga,Ednaldo Oliveira,1,3:22,1/14/2012
Iuri Alcantara,Michihiro Omigawa,3,5:00,1/14/2012
Mike Pyle,Ricardo Funch,1,1:22,1/14/2012
Felipe Arantes,Antonio Carvalho,3,5:00,1/14/2012
Carlos Condit,Nick Diaz,5,5:00,2/4/2012
Fabricio Werdum,Roy Nelson,3,5:00,2/4/2012
Josh Koscheck,Mike Pierce,3,5:00,2/4/2012
Renan Barao,Scott Jorgensen,3,5:00,2/4/2012
Ed Herman,Clifford Starks,2,1:43,2/4/2012
Dustin Poirier,Max Holloway,1,3:23,2/4/2012
Edwin Figueroa,Alex Caceres,3,5:00,2/4/2012
Matt Brown,Chris Cope,2,1:19,2/4/2012
Matthew Riddle,Henry Martinez,3,5:00,2/4/2012
Rafael Natal,Michael Kuiper,3,5:00,2/4/2012
Stephen Thompson,Dan Stittgen,1,4:13,2/4/2012
Benson Henderson,Frankie Edgar,5,5:00,2/25/2012
Ryan Bader,Quinton Jackson,3,5:00,2/25/2012
Mark Hunt,Cheick Kongo,1,2:11,2/25/2012
Jake Shields,Yoshihiro Akiyama,3,5:00,2/25/2012
Tim Boetsch,Yushin Okami,3,0:54,2/25/2012
Hatsu Hioki,Bart Palaszewski,3,5:00,2/25/2012
Anthony Pettis,Joe Lauzon,1,1:21,2/25/2012
Takanori Gomi,Eiji Mitsuoka,2,2:21,2/25/2012
Vaughan Lee,Norifumi Yamamoto,1,4:29,2/25/2012
Riki Fukuda,Steve Cantwell,3,5:00,2/25/2012
Chris Cariaso,Takeya Mizugaki,3,5:00,2/25/2012
Issei Tamura,Tiequan Zhang,2,0:32,2/25/2012
Jon Jones,Rashad Evans,5,5:00,4/21/2012
Rory MacDonald,Che Mills,2,2:20,4/21/2012
Ben Rothwell,Brendan Schaub,1,1:10,4/21/2012
Michael McDonald,Miguel Torres,1,3:18,4/21/2012
Eddie Yagin,Mark Hominick,3,5:00,4/21/2012
Mark Bocek,John Alessio,3,5:00,4/21/2012
Travis Browne,Chad Griggs,1,2:29,4/21/2012
Matt Brown,Stephen Thompson,3,5:00,4/21/2012
Anthony Njokuani,John Makdessi,3,5:00,4/21/2012
Mac Danzig,Efrain Escudero,3,5:00,4/21/2012
Chris Clements,Keith Wisniewski,3,5:00,4/21/2012
Marcus Brimage,Maximo Blanco,3,5:00,4/21/2012
Junior Dos Santos,Frank Mir,2,3:04,5/26/2012
Cain Velasquez,Antonio Silva,1,3:36,5/26/2012
Roy Nelson,Dave Herman,1,0:51,5/26/2012
Stipe Miocic,Shane del Rosario,2,3:14,5/26/2012
Stefan Struve,Lavar Johnson,1,1:05,5/26/2012
Darren Elkins,Diego Brandao,3,5:00,5/26/2012
Jamie Varner,Edson Barboza,1,3:23,5/26/2012
CB Dollaway,Jason Miller,3,5:00,5/26/2012
Dan Hardy,Duane Ludwig,1,3:51,5/26/2012
Paul Sass,Jacob Volkmann,1,1:54,5/26/2012
Glover Teixeira,Kyle Kingsbury,1,1:53,5/26/2012
Mike Brown,Daniel Pineda,3,5:00,5/26/2012
Rich Franklin,Wanderlei Silva,5,5:00,6/23/2012
Cezar Ferreira,Sergio Moraes,3,5:00,6/23/2012
Rony Jason,Godofredo Pepey,3,5:00,6/23/2012
Fabricio Werdum,Mike Russow,1,2:28,6/23/2012
Hacran Dias,Iuri Alcantara,3,5:00,6/23/2012
Rodrigo Damm,Anistavio Medeiros,1,2:12,6/23/2012
Francisco Trinaldo,Delson Heleno,1,4:21,6/23/2012
Hugo Viana,John Teixeira,3,5:00,6/23/2012
Thiago Perpetuo,Leonardo Mafra,3,0:41,6/23/2012
Marcos Vinicius,Wagner Campos,3,1:04,6/23/2012
Felipe Arantes,Milton Vieira,3,5:00,6/23/2012
Anderson Silva,Chael Sonnen,2,1:55,7/7/2012
Forrest Griffin,Tito Ortiz,3,5:00,7/7/2012
Cung Le,Patrick Cote,3,5:00,7/7/2012
Demian Maia,Dong Hyun Kim,1,0:47,7/7/2012
Chad Mendes,Cody McKenzie,1,0:31,7/7/2012
Mike Easton,Ivan Menjivar,3,5:00,7/7/2012
Melvin Guillard,Fabricio Camoes,3,5:00,7/7/2012
Khabib Nurmagomedov,Gleison Tibau,3,5:00,7/7/2012
Constantinos Philippou,Riki Fukuda,3,5:00,7/7/2012
Shane Roller,John Alessio,3,5:00,7/7/2012
Rafaello Oliveira,Yoislandy Izquierdo,3,5:00,7/7/2012
Renan Barao,Urijah Faber,5,5:00,7/21/2012
Tim Boetsch,Hector Lombard,3,5:00,7/21/2012
Cheick Kongo,Shawn Jordan,3,5:00,7/21/2012
James Head,Brian Ebersole,3,5:00,7/21/2012
Chris Clements,Matthew Riddle,3,2:02,7/21/2012
