R_fighter,B_fighter,date,finish,finish_details
Chad Mendes,Ricardo Lamas,4/4/2015,KO/TKO,Punches
Jorge Masvidal,Al Iaquinta,4/4/2015,S-DEC,
Michael Chiesa,Mitch Clarke,4/4/2015,U-DEC,
Julianna Pena,Milana Dudieva,4/4/2015,KO/TKO,Elbows
Clay Guida,Robert Peralta,4/4/2015,U-DEC,
Dustin Poirier,Diego Ferreira,4/4/2015,KO/TKO,Punch
Liz Carmouche,Lauren Murphy,4/4/2015,U-DEC,
Gray Maynard,Alexander Yakovlev,4/4/2015,U-DEC,
Shamil Abdurakhimov,Tim Johnson,4/4/2015,,
Ron Stallings,Justin Jones,4/4/2015,U-DEC,
Demian Maia,Ryan LaFlare,3/21/2015,U-DEC,
Erick Silva,Josh Koscheck,3/21/2015,SUB,Guillotine Choke
Leonardo Santos,Anthony Rocco Martin,3/21/2015,SUB,Rear Naked Choke
Amanda Nunes,Shayna Baszler,3/21/2015,KO/TKO,Kick
Gilbert Burns,Alex Oliveira,3/21/2015,SUB,Armbar
Godofredo Pepey,Andre Fili,3/21/2015,SUB,Triangle Choke
Francisco Trinaldo,Akbarh Arreola,3/21/2015,U-DEC,
Kevin Souza,Katsunori Kikuno,3/21/2015,,
Leonardo Mafra,Cain Carrizosa,3/21/2015,U-DEC,
Jorge de Oliveira,Christos Giagos,3/21/2015,SUB,Rear Naked Choke
Bentley Syler,Fredy Serrano,3/21/2015,KO/TKO,Punch
Anthony Pettis,Rafael Dos Anjos,3/14/2015,U-DEC,
Carla Esparza,Joanna Jedrzejczyk,3/14/2015,KO/TKO,Punches
Johny Hendricks,Matt Brown,3/14/2015,U-DEC,
Roy Nelson,Alistair Overeem,3/14/2015,U-DEC,
Chris Cariaso,Henry Cejudo,3/14/2015,U-DEC,
Ross Pearson,Sam Stout,3/14/2015,KO/TKO,Punch
Elias Theodorou,Roger Narvaez,3/14/2015,KO/TKO,Punches
Daron Cruickshank,Beneil Dariush,3/14/2015,SUB,Rear Naked Choke
Jared Rosholt,Josh Copeland,3/14/2015,KO/TKO,Punches
Sergio Pettis,Ryan Benoit,3/14/2015,KO/TKO,Punch
Jake Lindsey,Joe Duffy,3/14/2015,KO/TKO,Punch
Larissa Pacheco,Germaine de Randamie,3/14/2015,KO/TKO,Punch
Ronda Rousey,Cat Zingano,2/28/2015,SUB,Armbar
Raquel Pennington,Holly Holm,2/28/2015,S-DEC,
Jake Ellenberger,Josh Koscheck,2/28/2015,SUB,North-South Choke
Alan Jouban,Richard Walsh,2/28/2015,KO/TKO,Elbow
Tony Ferguson,Gleison Tibau,2/28/2015,SUB,Rear Naked Choke
Mark Munoz,Roan Carneiro,2/28/2015,SUB,Rear Naked Choke
Dhiego Lima,Tim Means,2/28/2015,KO/TKO,Punch
Derrick Lewis,Ruan Potts,2/28/2015,KO/TKO,Punches
James Krause,Valmir Lazaro,2/28/2015,S-DEC,
Masio Fullen,Alex Torres,2/28/2015,S-DEC,
Antonio Silva,Frank Mir,2/22/2015,KO/TKO,Punch
Edson Barboza,Michael Johnson,2/22/2015,U-DEC,
Cezar Ferreira,Sam Alvey,2/22/2015,KO/TKO,Punches
Rustam Khabilov,Adriano Martins,2/22/2015,S-DEC,
Iuri Alcantara,Frankie Saenz,2/22/2015,U-DEC,
Santiago Ponzinibbio,Sean Strickland,2/22/2015,U-DEC,
Jessica Andrade,Marion Reneau,2/22/2015,SUB,Triangle Choke
William Patolino,Matt Dwyer,2/22/2015,,
Tiago Trator,Mike de la Torre,2/22/2015,,
Douglas Silva de Andrade,Cody Gibson,2/22/2015,U-DEC,
Ivan Jorge,Josh Shockley,2/22/2015,U-DEC,
Benson Henderson,Brandon Thatch,2/14/2015,SUB,Rear Naked Choke
Max Holloway,Cole Miller,2/14/2015,U-DEC,
Neil Magny,Kiichi Kunimoto,2/14/2015,SUB,Rear Naked Choke
Daniel Kelly,Patrick Walsh,2/14/2015,U-DEC,
Michel Prazeres,Kevin Lee,2/14/2015,U-DEC,
Ray Borg,Chris Kelades,2/14/2015,SUB,Kimura
Efrain Escudero,Rodrigo de Lima,2/14/2015,U-DEC,
Chas Skelly,Jim Alers,2/14/2015,KO/TKO,Punches
Zach Makovsky,Tim Elliott,2/14/2015,U-DEC,
James Moontasri,Cody Pfister,2/14/2015,SUB,Rear Naked Choke
Tyron Woodley,Kelvin Gastelum,1/31/2015,S-DEC,
Joe Lauzon,Al Iaquinta,1/31/2015,KO/TKO,Punches
Thales Leites,Tim Boetsch,1/31/2015,SUB,Arm Triangle
Jordan Mein,Thiago Alves,1/31/2015,KO/TKO,Kick
Miesha Tate,Sara McMann,1/31/2015,M-DEC,
Ed Herman,Derek Brunson,1/31/2015,KO/TKO,Punch
Ian McCall,John Lineker,1/31/2015,U-DEC,
Rafael Natal,Tom Watson,1/31/2015,U-DEC,
Richardson Moreira,Ildemar Alcantara,1/31/2015,S-DEC,
Thiago Santos,Andy Enz,1/31/2015,KO/TKO,Punches
Alexander Gustafsson,Anthony Johnson,1/24/2015,KO/TKO,Punches
Dan Henderson,Gegard Mousasi,1/24/2015,KO/TKO,Punch
Phil Davis,Ryan Bader,1/24/2015,S-DEC,
Akira Corassani,Sam Sicilia,1/24/2015,KO/TKO,Punch
Nico Musoke,Albert Tumenov,1/24/2015,,
Kenny Robertson,Sultan Aliev,1/24/2015,KO/TKO,Punch
Andy Ogle,Makwan Amirkhani,1/24/2015,KO/TKO,Punches
Nikita Krylov,Stanislav Nedkov,1/24/2015,SUB,Guillotine Choke
Mairbek Taisumov,Anthony Christodoulou,1/24/2015,KO/TKO,Punches
Mirsad Bektic,Paul Redmond,1/24/2015,U-DEC,
Viktor Pesta,Konstantin Erokhin,1/24/2015,U-DEC,
Neil Seery,Chris Beal,1/24/2015,U-DEC,
Conor McGregor,Dennis Siver,1/18/2015,KO/TKO,Punch
Donald Cerrone,Benson Henderson,1/18/2015,U-DEC,
Uriah Hall,Ron Stallings,1/18/2015,KO/TKO,
Norman Parke,Gleison Tibau,1/18/2015,S-DEC,
Cathal Pendred,Sean Spencer,1/18/2015,U-DEC,
John Howard,Lorenz Larkin,1/18/2015,KO/TKO,Punch
Zhang Lipeng,Chris Wade,1/18/2015,,
Paddy Holohan,Shane Howell,1/18/2015,U-DEC,
Johnny Case,Frankie Perez,1/18/2015,KO/TKO,Punches
Charles Rosa,Sean Soriano,1/18/2015,SUB,D'Arce Choke
Matt Van Buren,Sean O'Connell,1/18/2015,KO/TKO,Punches
Tateki Matsuda,Joby Sanchez,1/18/2015,S-DEC,
Jon Jones,Daniel Cormier,1/3/2015,U-DEC,
Donald Cerrone,Myles Jury,1/3/2015,U-DEC,
Brad Tavares,Nate Marquardt,1/3/2015,U-DEC,
Kyoji Horiguchi,Louis Gaudinot,1/3/2015,U-DEC,
Danny Castillo,Paul Felder,1/3/2015,KO/TKO,Spinning Back Fist
Marcus Brimage,Cody Garbrandt,1/3/2015,KO/TKO,Punches
Shawn Jordan,Jared Cannonier,1/3/2015,KO/TKO,Punch
Evan Dunham,Rodrigo Damm,1/3/2015,U-DEC,
Omari Akhmedov,Mats Nilsson,1/3/2015,U-DEC,
Alexis Dufresne,Marion Reneau,1/3/2015,U-DEC,
Lyoto Machida,CB Dollaway,12/20/2014,KO/TKO,Kick
Renan Barao,Mitch Gagnon,12/20/2014,SUB,Arm Triangle
Antonio Carlos Junior,Patrick Cummins,12/20/2014,U-DEC,
Elias Silverio,Rashid Magomedov,12/20/2014,KO/TKO,Punches
Erick Silva,Mike Rhodes,12/20/2014,SUB,Arm Triangle
Daniel Sarafian,Antonio Dos Santos,12/20/2014,KO/TKO,
Marcos Rogerio de Lima,Igor Pokrajac,12/20/2014,KO/TKO,Punches
Tom Niinimaki,Renato Moicano,12/20/2014,SUB,Rear Naked Choke
Darren Elkins,Hacran Dias,12/20/2014,U-DEC,
Leandro Issa,Ulka Sasaki,12/20/2014,,
Marcio Alexandre Junior,Tim Means,12/20/2014,S-DEC,
Vitor Miranda,Jake Collier,12/20/2014,KO/TKO,Kick
Junior Dos Santos,Stipe Miocic,12/13/2014,U-DEC,
Rafael Dos Anjos,Nate Diaz,12/13/2014,U-DEC,
Alistair Overeem,Stefan Struve,12/13/2014,KO/TKO,Punch
Gabriel Gonzaga,Matt Mitrione,12/13/2014,KO/TKO,Punch
Claudia Gadelha,Joanna Jedrzejczyk,12/13/2014,S-DEC,
John Moraga,Willie Gates,12/13/2014,SUB,Rear Naked Choke
Joe Riggs,Ben Saunders,12/13/2014,SUB,Injury
Jamie Varner,Drew Dober,12/13/2014,SUB,Rear Naked Choke
Joe Ellenberger,Bryan Barberena,12/13/2014,KO/TKO,Punches
David Michaud,Garett Whiteley,12/13/2014,U-DEC,
Henry Cejudo,Dustin Kimura,12/13/2014,U-DEC,
Anthony Birchak,Ian Entwistle,12/13/2014,SUB,Heel Hook
Carla Esparza,Rose Namajunas,12/12/2014,SUB,Rear Naked Choke
Jeremy Stephens,Charles Oliveira,12/12/2014,U-DEC,
Joe Proctor,Yancy Medeiros,12/12/2014,SUB,Guillotine Choke
Jessica Penne,Randa Markos,12/12/2014,S-DEC,
Felice Herrig,Lisa Ellis,12/12/2014,SUB,Armbar
Bec Rawlings,Heather Jo Clark,12/12/2014,,
Joanne Calderwood,Seohee Ham,12/12/2014,,
Tecia Torres,Angela Magana,12/12/2014,U-DEC,
Aisling Daly,Alex Chambers,12/12/2014,SUB,Armbar
Emily Peters Kagan,Angela Hill,12/12/2014,,
Johny Hendricks,Robbie Lawler,12/6/2014,S-DEC,
Anthony Pettis,Gilbert Melendez,12/6/2014,SUB,Guillotine Choke
Travis Browne,Brendan Schaub,12/6/2014,KO/TKO,Punches
Todd Duffee,Anthony Hamilton,12/6/2014,KO/TKO,Punch
Tony Ferguson,Abel Trujillo,12/6/2014,SUB,Rear Naked Choke
Urijah Faber,Francisco Rivera,12/6/2014,SUB,Other - Choke
Eddie Gordon,Josh Samman,12/6/2014,KO/TKO,Kick
Corey Anderson,Justin Jones,12/6/2014,U-DEC,
Raquel Pennington,Ashlee Evans-Smith,12/6/2014,SUB,Other - Choke
Sergio Pettis,Matt Hobar,12/6/2014,U-DEC,
Alex White,Clay Collard,12/6/2014,U-DEC,
Frankie Edgar,Cub Swanson,11/22/2014,SUB,Neck Crank
Bobby Green,Edson Barboza,11/22/2014,U-DEC,
Brad Pickett,Chico Camus,11/22/2014,S-DEC,
Jared Rosholt,Aleksei Oleinik,11/22/2014,KO/TKO,Punch
Joseph Benavidez,Dustin Ortiz,11/22/2014,U-DEC,
Matt Wiman,Isaac Vallie-Flagg,11/22/2014,U-DEC,
Ruslan Magomedov,Josh Copeland,11/22/2014,U-DEC,
Luke Barnatt,Roger Narvaez,11/22/2014,S-DEC,
James Vick,Nick Hein,11/22/2014,U-DEC,
Yves Edwards,Akbarh Arreola,11/22/2014,SUB,Armbar
Paige VanZant,Kailin Curran,11/22/2014,KO/TKO,Punches
Juan Puig,Dooho Choi,11/22/2014,,
Fabricio Werdum,Mark Hunt,11/15/2014,KO/TKO,Flying Knee
Jake Ellenberger,Kelvin Gastelum,11/15/2014,SUB,Rear Naked Choke
Ricardo Lamas,Dennis Bermudez,11/15/2014,SUB,Guillotine Choke
Augusto Montano,Chris Heatherly,11/15/2014,KO/TKO,Knees
Edgar Garcia,Hector Urbina,11/15/2014,SUB,Guillotine Choke
Yair Rodriguez,Leonardo Morales,11/15/2014,U-DEC,
Alejandro Perez,Jose Quinonez,11/15/2014,U-DEC,
Jessica Eye,Leslie Smith,11/15/2014,KO/TKO,
Gabriel Benitez,Humberto Brown,11/15/2014,,
Henry Briones,Guido Cannetti,11/15/2014,SUB,Rear Naked Choke
Marco Beltran,Marlon Vera,11/15/2014,U-DEC,
Mauricio Rua,Ovince Saint Preux,11/8/2014,KO/TKO,Punch
Warlley Alves,Alan Jouban,11/8/2014,U-DEC,
Claudio Silva,Leon Edwards,11/8/2014,S-DEC,
Dhiego Lima,Jorge de Oliveira,11/8/2014,U-DEC,
Juliana Lima,Nina Ansaroff,11/8/2014,U-DEC,
Diego Rivas,Rodolfo Rubio,11/8/2014,,
Caio Magalhaes,Trevor Smith,11/8/2014,KO/TKO,Punch
Leandro Silva,Charlie Brenneman,11/8/2014,SUB,Rear Naked Choke
Thomas Almeida,Tim Gorman,11/8/2014,U-DEC,
Wagner Silva,Colby Covington,11/8/2014,SUB,Rear Naked Choke
Luke Rockhold,Michael Bisping,11/7/2014,SUB,Guillotine Choke
Ross Pearson,Al Iaquinta,11/7/2014,KO/TKO,Punch
Robert Whittaker,Clint Hester,11/7/2014,KO/TKO,Knee
Soa Palelei,Walt Harris,11/7/2014,KO/TKO,Punches
Jake Matthews,Vagner Rocha,11/7/2014,SUB,Rear Naked Choke
Anthony Perosh,Guto Inocente,11/7/2014,SUB,Rear Naked Choke
Dylan Andrews,Sam Alvey,11/7/2014,KO/TKO,Punches
Richie Vaculik,Louis Smolka,11/7/2014,KO/TKO,Kick
Vik Grujic,Chris Clements,11/7/2014,KO/TKO,Knee
Luke Zachrich,Daniel Kelly,11/7/2014,SUB,Kimura
Jumabieke Tuerxun,Marcus Brimage,11/7/2014,KO/TKO,Kick
Jose Aldo,Chad Mendes,10/25/2014,U-DEC,
Glover Teixeira,Phil Davis,10/25/2014,U-DEC,
Fabio Maldonado,Hans Stringer,10/25/2014,KO/TKO,Punches
Darren Elkins,Lucas Martins,10/25/2014,S-DEC,
Diego Ferreira,Beneil Dariush,10/25/2014,U-DEC,
William Patolino,Neil Magny,10/25/2014,,
Yan Cabral,Naoyuki Kotani,10/25/2014,SUB,Rear Naked Choke
Scott Jorgensen,Wilson Reis,10/25/2014,SUB,Arm Triangle
Felipe Arantes,Andre Fili,10/25/2014,U-DEC,
Gilbert Burns,Christos Giagos,10/25/2014,SUB,Armbar
Fabricio Camoes,Anthony Rocco Martin,10/25/2014,SUB,Kimura
Rory MacDonald,Tarec Saffiedine,10/4/2014,KO/TKO,Punch
Raphael Assuncao,Bryan Caraway,10/4/2014,U-DEC,
Chad Laprise,Yosdenis Cedeno,10/4/2014,U-DEC,
Elias Theodorou,Bruno Santos,10/4/2014,U-DEC,
Nordine Taleb,Li Jingliang,10/4/2014,,
Mitch Gagnon,Roman Salazar,10/4/2014,SUB,Rear Naked Choke
Daron Cruickshank,Anthony Njokuani,10/4/2014,U-DEC,
Olivier Aubin-Mercier,Jake Lindsey,10/4/2014,SUB,Other - Choke
Jason Saggo,Paul Felder,10/4/2014,S-DEC,
Paddy Holohan,Chris Kelades,10/4/2014,U-DEC,
Albert Tumenov,Matt Dwyer,10/4/2014,KO/TKO,Kick
Gunnar Nelson,Rick Story,10/4/2014,S-DEC,
Akira Corassani,Max Holloway,10/4/2014,KO/TKO,Punch
Ilir Latifi,Jan Blachowicz,10/4/2014,KO/TKO,Kick
Niklas Backstrom,Mike Wilkinson,10/4/2014,KO/TKO,Punch
Magnus Cedenblad,Scott Askham,10/4/2014,U-DEC,
Nico Musoke,Alexander Yakovlev,10/4/2014,,
Dennis Siver,Charles Rosa,10/4/2014,U-DEC,
Cathal Pendred,Gasan Umalatov,10/4/2014,S-DEC,
Tor Troeng,Krzysztof Jotko,10/4/2014,U-DEC,
Mairbek Taisumov,Marcin Bandel,10/4/2014,KO/TKO,Punch
Zubaira Tukhugov,Ernest Chavez,10/4/2014,KO/TKO,Punches
Demetrious Johnson,Chris Cariaso,9/27/2014,SUB,Kimura
Donald Cerrone,Eddie Alvarez,9/27/2014,U-DEC,
Dustin Poirier,Conor McGregor,9/27/2014,KO/TKO,Punch
Tim Kennedy,Yoel Romero,9/27/2014,KO/TKO,Punch
Cat Zingano,Amanda Nunes,9/27/2014,KO/TKO,Punches
Dominick Cruz,Takeya Mizugaki,9/27/2014,KO/TKO,Punches
Jorge Masvidal,James Krause,9/27/2014,U-DEC,
Patrick Cote,Stephen Thompson,9/27/2014,U-DEC,
John Howard,Brian Ebersole,9/27/2014,S-DEC,
Jon Tuck,Kevin Lee,9/27/2014,U-DEC,
Manvel Gamburyan,Cody Gibson,9/27/2014,SUB,Guillotine Choke
Mark Hunt,Roy Nelson,9/20/2014,KO/TKO,Punch
Myles Jury,Takanori Gomi,9/20/2014,KO/TKO,Punch
Yoshihiro Akiyama,Amir Sadollah,9/20/2014,U-DEC,
Miesha Tate,Rin Nakai,9/20/2014,U-DEC,
Kiichi Kunimoto,Richard Walsh,9/20/2014,S-DEC,
Kyoji Horiguchi,Jon Delos Reyes,9/20/2014,KO/TKO,Punches
Alex Caceres,Masanori Kanehara,9/20/2014,U-DEC,
Katsunori Kikuno,Sam Sicilia,9/20/2014,SUB,Rear Naked Choke
Hyun Gyu Lim,Takenori Sato,9/20/2014,KO/TKO,Elbows
Michinori Tanaka,Kyung Ho Kang,9/20/2014,S-DEC,
Kazuki Tokudome,Johnny Case,9/20/2014,SUB,Guillotine Choke
Maximo Blanco,Dan Hooker,9/20/2014,U-DEC,
Antonio Silva,Andrei Arlovski,9/13/2014,KO/TKO,Punch
Gleison Tibau,Piotr Hallmann,9/13/2014,S-DEC,
Leonardo Santos,Efrain Escudero,9/13/2014,U-DEC,
Santiago Ponzinibbio,Wendell Oliveira,9/13/2014,,
Iuri Alcantara,Russell Doane,9/13/2014,U-DEC,
Jessica Andrade,Larissa Pacheco,9/13/2014,SUB,Guillotine Choke
Godofredo Pepey,Dashon Johnson,9/13/2014,SUB,Armbar
Igor Araujo,George Sullivan,9/13/2014,KO/TKO,Punch
Francisco Trinaldo,Leandro Silva,9/13/2014,U-DEC,
Paulo Thiago,Sean Spencer,9/13/2014,U-DEC,
Rani Yahya,Johnny Bedford,9/13/2014,SUB,Kimura
Jacare Souza,Gegard Mousasi,9/5/2014,SUB,Guillotine Choke
Alistair Overeem,Ben Rothwell,9/5/2014,KO/TKO,Punch
Matt Mitrione,Derrick Lewis,9/5/2014,KO/TKO,Punches
Joe Lauzon,Michael Chiesa,9/5/2014,KO/TKO,
John Moraga,Justin Scoggins,9/5/2014,SUB,Guillotine Choke
Al Iaquinta,Rodrigo Damm,9/5/2014,KO/TKO,Elbows
Rafael Natal,Chris Camozzi,9/5/2014,S-DEC,
Chris Beal,Tateki Matsuda,9/5/2014,U-DEC,
Sean Soriano,Chas Skelly,9/5/2014,U-DEC,
TJ Dillashaw,Joe Soto,8/30/2014,KO/TKO,Kick
Tony Ferguson,Danny Castillo,8/30/2014,S-DEC,
Bethe Correia,Shayna Baszler,8/30/2014,KO/TKO,Punches
Ramsey Nijem,Diego Ferreira,8/30/2014,KO/TKO,Punch
Yancy Medeiros,Damon Jackson,8/30/2014,SUB,Other - Choke
Lorenz Larkin,Derek Brunson,8/30/2014,U-DEC,
Ruan Potts,Anthony Hamilton,8/30/2014,KO/TKO,Punches
Chris Wade,Cain Carrizosa,8/30/2014,SUB,Guillotine Choke
Benson Henderson,Rafael Dos Anjos,8/23/2014,KO/TKO,Punch
Mike Pyle,Jordan Mein,8/23/2014,KO/TKO,Punch
Francis Carmont,Thales Leites,8/23/2014,KO/TKO,Punch
Max Holloway,Clay Collard,8/23/2014,KO/TKO,Punches
James Vick,Valmir Lazaro,8/23/2014,U-DEC,
Chas Skelly,Tom Niinimaki,8/23/2014,SUB,Rear Naked Choke
Neil Magny,Alex Garcia,8/23/2014,U-DEC,
Beneil Dariush,Anthony Rocco Martin,8/23/2014,SUB,Arm Triangle
Aaron Phillips,Matt Hobar,8/23/2014,U-DEC,
Ben Saunders,Chris Heatherly,8/23/2014,SUB,Omoplata
Wilson Reis,Joby Sanchez,8/23/2014,U-DEC,
Michael Bisping,Cung Le,8/23/2014,KO/TKO,Knee
Tyron Woodley,Dong Hyun Kim,8/23/2014,KO/TKO,Punch
Zhang Lipeng,Brendan O'Reilly,8/23/2014,,
Ning Guangyou,Jianping Yang,8/23/2014,,
Sai Wang,Danny Mitchell,8/23/2014,U-DEC,
Alberto Mina,Shinsho Anzai,8/23/2014,KO/TKO,Punch
Roland Delorme,Ulka Sasaki,8/23/2014,,
An Ying Wang,Colby Covington,8/23/2014,,
Yao Zhikui,Royston Wee,8/23/2014,S-DEC,
Elizabeth Phillips,Milana Dudieva,8/23/2014,S-DEC,
Ryan Bader,Ovince Saint Preux,8/16/2014,U-DEC,
Gray Maynard,Ross Pearson,8/16/2014,KO/TKO,Punch
Tim Boetsch,Brad Tavares,8/16/2014,KO/TKO,Punch
Seth Baczynski,Alan Jouban,8/16/2014,KO/TKO,Punch
Shawn Jordan,Jack May,8/16/2014,KO/TKO,Punches
Thiago Tavares,Robert Peralta,8/16/2014,SUB,Rear Naked Choke
Jussier Formiga,Zach Makovsky,8/16/2014,U-DEC,
Sara McMann,Lauren Murphy,8/16/2014,S-DEC,
Tom Watson,Sam Alvey,8/16/2014,U-DEC,
Nolan Ticman,Frankie Saenz,8/16/2014,U-DEC,
Robbie Lawler,Matt Brown,7/26/2014,U-DEC,
Anthony Johnson,Rogerio Nogueira,7/26/2014,KO/TKO,Punch
Clay Guida,Dennis Bermudez,7/26/2014,SUB,Rear Naked Choke
Josh Thomson,Bobby Green,7/26/2014,S-DEC,
Daron Cruickshank,Jorge Masvidal,7/26/2014,U-DEC,
Kyle Kingsbury,Patrick Cummins,7/26/2014,U-DEC,
Hernani Perpetuo,Tim Means,7/26/2014,U-DEC,
Akbarh Arreola,Tiago Trator,7/26/2014,,
Andreas Stahl,Gilbert Burns,7/26/2014,U-DEC,
Juliana Lima,Joanna Jedrzejczyk,7/26/2014,U-DEC,
Steven Siler,Noad Lahat,7/26/2014,U-DEC,
Conor McGregor,Diego Brandao,7/19/2014,KO/TKO,Punch
Gunnar Nelson,Zak Cummings,7/19/2014,SUB,Rear Naked Choke
Brad Pickett,Ian McCall,7/19/2014,U-DEC,
Norman Parke,Naoyuki Kotani,7/19/2014,KO/TKO,Punches
Ilir Latifi,Chris Dempsey,7/19/2014,KO/TKO,Punch
Neil Seery,Phil Harris,7/19/2014,U-DEC,
Cathal Pendred,Mike King,7/19/2014,SUB,Rear Naked Choke
Tor Troeng,Trevor Smith,7/19/2014,U-DEC,
Cody Donovan,Nikita Krylov,7/19/2014,KO/TKO,Punches
Paddy Holohan,Joshua Sampo,7/19/2014,,
Donald Cerrone,Jim Miller,7/16/2014,KO/TKO,Kick
Edson Barboza,Evan Dunham,7/16/2014,KO/TKO,Kick
Rick Story,Leonardo Mafra,7/16/2014,SUB,Arm Triangle
Justin Salas,Joe Proctor,7/16/2014,KO/TKO,Punch
John Lineker,Alptekin Ozkilic,7/16/2014,KO/TKO,Punch
Lucas Martins,Alex White,7/16/2014,KO/TKO,Punch
Gleison Tibau,Pat Healy,7/16/2014,U-DEC,
Jessamyn Duke,Leslie Smith,7/16/2014,KO/TKO,Punch
Hugo Viana,Aljamain Sterling,7/16/2014,KO/TKO,Punches
Yosdenis Cedeno,Jerrod Sanders,7/16/2014,KO/TKO,
Claudia Gadelha,Tina Lahdemaki,7/16/2014,U-DEC,
Frankie Edgar,BJ Penn,7/6/2014,KO/TKO,Punches
Corey Anderson,Matt Van Buren,7/6/2014,KO/TKO,Punches
Dhiego Lima,Eddie Gordon,7/6/2014,KO/TKO,Punches
Derrick Lewis,Guto Inocente,7/6/2014,KO/TKO,Punches
Justin Scoggins,Dustin Ortiz,7/6/2014,S-DEC,
Jesse Ronson,Kevin Lee,7/6/2014,S-DEC,
Jumabieke Tuerxun,Leandro Issa,7/6/2014,SUB,Armbar
Adriano Martins,Juan Puig,7/6/2014,,
Patrick Walsh,Daniel Spohn,7/6/2014,U-DEC,
Sarah Moras,Alexis Dufresne,7/6/2014,U-DEC,
Chris Weidman,Lyoto Machida,7/5/2014,U-DEC,
Ronda Rousey,Alexis Davis,7/5/2014,KO/TKO,Punches
Uriah Hall,Thiago Santos,7/5/2014,U-DEC,
Marcus Brimage,Russell Doane,7/5/2014,S-DEC,
Urijah Faber,Alex Caceres,7/5/2014,SUB,Rear Naked Choke
Kenny Robertson,Ildemar Alcantara,7/5/2014,U-DEC,
Chris Camozzi,Bruno Santos,7/5/2014,S-DEC,
George Roop,Rob Font,7/5/2014,KO/TKO,Punch
Luke Zachrich,Guilherme Vasconcelos,7/5/2014,U-DEC,
Cub Swanson,Jeremy Stephens,6/28/2014,U-DEC,
Kelvin Gastelum,Nico Musoke,6/28/2014,,
Cezar Ferreira,Andrew Craig,6/28/2014,U-DEC,
Ricardo Lamas,Hacran Dias,6/28/2014,U-DEC,
Clint Hester,Antonio Braga Neto,6/28/2014,S-DEC,
Joe Ellenberger,James Moontasri,6/28/2014,S-DEC,
Colton Smith,Diego Ferreira,6/28/2014,SUB,Rear Naked Choke
Johnny Bedford,Cody Gibson,6/28/2014,KO/TKO,Punch
Marcelo Guimaraes,Andy Enz,6/28/2014,S-DEC,
Ray Borg,Shane Howell,6/28/2014,SUB,Rear Naked Choke
Aleksei Oleinik,Anthony Hamilton,6/28/2014,SUB,Neck Crank
James Te Huna,Nate Marquardt,6/28/2014,SUB,Armbar
Soa Palelei,Jared Rosholt,6/28/2014,U-DEC,
Hatsu Hioki,Charles Oliveira,6/28/2014,SUB,Anaconda Choke
Robert Whittaker,Mike Rhodes,6/28/2014,U-DEC,
Jake Matthews,Dashon Johnson,6/28/2014,SUB,Triangle Choke
Richie Vaculik,Roldan Sangcha-an,6/28/2014,,
Chris Indich,Vik Grujic,6/28/2014,KO/TKO,Punch
Neil Magny,Rodrigo de Lima,6/28/2014,KO/TKO,Punch
Dan Hooker,Ian Entwistle,6/28/2014,KO/TKO,Elbows
Gian Villante,Sean O'Connell,6/28/2014,S-DEC,
Demetrious Johnson,Ali Bagautinov,6/14/2014,U-DEC,
Rory MacDonald,Tyron Woodley,6/14/2014,U-DEC,
Ryan Bader,Rafael Feijao,6/14/2014,,
Andrei Arlovski,Brendan Schaub,6/14/2014,S-DEC,
Ovince Saint Preux,Ryan Jimmo,6/14/2014,KO/TKO,
Daniel Sarafian,Kiichi Kunimoto,6/14/2014,SUB,Rear Naked Choke
Valerie Letourneau,Elizabeth Phillips,6/14/2014,S-DEC,
Yves Jabouin,Mike Easton,6/14/2014,U-DEC,
Kajan Johnson,Tae Hyun Bang,6/14/2014,KO/TKO,Punch
Roland Delorme,Michinori Tanaka,6/14/2014,U-DEC,
Jason Saggo,Josh Shockley,6/14/2014,KO/TKO,Punches
Benson Henderson,Rustam Khabilov,6/7/2014,SUB,Rear Naked Choke
Diego Sanchez,Ross Pearson,6/7/2014,S-DEC,
John Dodson,John Moraga,6/7/2014,KO/TKO,
Rafael Dos Anjos,Jason High,6/7/2014,KO/TKO,Punch
Yves Edwards,Piotr Hallmann,6/7/2014,SUB,Rear Naked Choke
Erik Perez,Bryan Caraway,6/7/2014,SUB,Rear Naked Choke
Yaotzin Meza,Sergio Pettis,6/7/2014,U-DEC,
Bobby Voelker,Lance Benoist,6/7/2014,U-DEC,
Scott Jorgensen,Danny Martinez,6/7/2014,U-DEC,
Jon Tuck,Jake Lindsey,6/7/2014,KO/TKO,Kick
Patrick Cummins,Roger Narvaez,6/7/2014,KO/TKO,Punches
Stipe Miocic,Fabio Maldonado,5/31/2014,KO/TKO,Punch
Vitor Miranda,Antonio Carlos Junior,5/31/2014,U-DEC,
Marcio Alexandre Junior,Warlley Alves,5/31/2014,SUB,Guillotine Choke
Demian Maia,Alexander Yakovlev,5/31/2014,U-DEC,
Rony Jason,Robert Peralta,5/31/2014,S-DEC,
Rodrigo Damm,Rashid Magomedov,5/31/2014,U-DEC,
Elias Silverio,Ernest Chavez,5/31/2014,SUB,Rear Naked Choke
Paulo Thiago,Gasan Umalatov,5/31/2014,U-DEC,
Kevin Souza,Mark Eddiva,5/31/2014,,
Ricardo Abreu,Wagner Silva,5/31/2014,SUB,Rear Naked Choke
